lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
169.000,-40.026,29.000,868.000,172.317,-50.606,0.086,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
169.000,-39.026,29.000,868.000,171.843,-49.653,0.069,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
168.000,-38.026,29.000,868.000,170.244,-48.930,0.056,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
169.000,-38.026,29.000,868.000,171.387,-48.699,0.051,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
168.000,-37.026,29.000,868.000,169.809,-47.972,0.041,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
169.000,-37.026,29.000,868.000,170.948,-47.743,0.035,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
167.000,-36.026,29.000,833.000,168.248,-47.238,0.043,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
168.000,-36.026,29.000,833.000,169.390,-47.013,0.030,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
169.000,-36.026,29.000,833.000,170.526,-46.785,0.019,1691.000,171.080,-45.760,0.000,0.000,-5.690,-84.480,0.040,64.690,801.000,842.000,0.020,0.020,0.000,0.000,0.550,-5.660,-5.690,-84.480,0.550,-5.660,46.900,0.000,53.290,972.200,2.190
166.000,-35.026,29.000,833.000,166.705,-46.497,0.054,1689.000,170.970,-45.540,0.000,0.000,5.690,-90.670,0.140,71.230,801.000,842.000,0.250,0.250,0.000,0.000,-0.070,-5.690,5.690,-90.670,-0.070,-5.690,46.900,0.000,53.290,972.200,2.190
167.000,-35.026,29.000,833.000,167.849,-46.276,0.040,1689.000,170.970,-45.540,0.000,0.000,5.690,-90.670,0.140,71.230,801.000,842.000,0.250,0.250,0.000,0.000,-0.070,-5.690,5.690,-90.670,-0.070,-5.690,46.900,0.000,53.290,972.200,2.190
168.000,-35.026,29.000,833.000,168.986,-46.052,0.026,1689.000,170.970,-45.540,0.000,0.000,5.690,-90.670,0.140,71.230,801.000,842.000,0.250,0.250,0.000,0.000,-0.070,-5.690,5.690,-90.670,-0.070,-5.690,46.900,0.000,53.290,972.200,2.190
169.000,-35.026,29.000,834.000,170.117,-45.825,0.012,1689.000,170.970,-45.540,0.000,0.000,5.690,-90.670,0.140,71.230,801.000,842.000,0.250,0.250,0.000,0.000,-0.070,-5.690,5.690,-90.670,-0.070,-5.690,46.900,0.000,53.290,972.200,2.190
167.000,-34.026,29.000,834.000,167.463,-45.313,0.040,1685.000,170.680,-44.930,0.000,0.000,-5.690,-89.920,0.170,71.440,801.000,842.000,0.890,0.890,0.000,0.000,0.010,-5.690,-5.690,-89.920,0.010,-5.690,2.460,0.000,53.290,103.180,1.170
168.000,-34.026,29.000,834.000,168.596,-45.090,0.026,1685.000,170.680,-44.930,0.000,0.000,-5.690,-89.920,0.170,71.440,801.000,842.000,0.890,0.890,0.000,0.000,0.010,-5.690,-5.690,-89.920,0.010,-5.690,2.460,0.000,53.290,103.180,1.170
