lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
169.000,-39.885,28.000,868.000,171.916,-50.020,0.083,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
169.000,-38.885,28.000,868.000,171.470,-49.063,0.066,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
168.000,-37.885,28.000,868.000,169.904,-48.324,0.054,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
169.000,-37.885,28.000,868.000,171.041,-48.104,0.049,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
168.000,-36.885,28.000,868.000,169.494,-47.363,0.040,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
169.000,-36.885,28.000,833.000,170.627,-47.143,0.032,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
167.000,-35.885,28.000,833.000,167.964,-46.615,0.042,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
168.000,-35.885,28.000,833.000,169.099,-46.400,0.029,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
169.000,-35.885,28.000,833.000,170.228,-46.182,0.017,1604.000,170.850,-45.300,0.000,0.000,-5.430,-84.070,0.040,65.420,801.000,842.000,0.020,0.020,0.000,0.000,0.560,-5.400,-5.430,-84.070,0.560,-5.400,3.650,0.000,19.240,136.480,1.270
166.000,-34.885,28.000,833.000,166.451,-45.860,0.054,1601.000,170.690,-44.940,0.000,0.000,5.430,-90.100,0.170,72.000,801.000,842.000,0.390,0.390,0.000,0.000,-0.010,-5.430,5.430,-90.100,-0.010,-5.430,3.650,0.000,19.240,136.480,1.270
