lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
155.000,-22.820,20.000,801.000,151.420,-32.004,0.218,2583.000,155.610,-20.070,0.000,0.000,-1.410,-63.510,0.190,196.590,922.000,853.000,3.110,16.370,0.000,0.000,0.630,-1.260,-1.410,-63.510,0.630,-1.260,33.640,0.000,50.340,168.800,2.080
156.000,-22.820,20.000,866.000,152.499,-31.898,0.211,2600.000,158.620,-21.080,0.000,0.000,-1.420,-74.860,0.180,207.310,922.000,853.000,0.090,19.390,0.000,0.000,0.370,-1.370,-1.420,-74.860,0.370,-1.370,14.950,0.000,92.650,99.390,1.690
157.000,-22.820,20.000,866.000,153.577,-31.790,0.202,2600.000,158.620,-21.080,0.000,0.000,-1.420,-74.860,0.180,207.310,922.000,853.000,0.090,19.390,0.000,0.000,0.370,-1.370,-1.420,-74.860,0.370,-1.370,14.950,0.000,92.650,99.390,1.690
151.000,-21.820,20.000,801.000,146.971,-31.400,0.227,2563.000,151.860,-19.160,0.000,0.000,-1.400,-62.900,0.170,196.680,922.000,853.000,6.760,12.720,0.000,0.000,0.640,-1.250,-1.400,-62.900,0.640,-1.250,29.750,0.000,102.310,142.610,2.080
152.000,-21.820,20.000,801.000,148.053,-31.307,0.220,2565.000,152.220,-19.260,0.000,0.000,-1.400,-62.840,0.170,196.560,922.000,853.000,6.410,13.070,0.000,0.000,0.640,-1.250,-1.400,-62.840,0.640,-1.250,29.750,0.000,62.120,142.610,2.080
153.000,-21.820,20.000,801.000,149.133,-31.211,0.213,2569.000,152.930,-19.460,0.000,0.000,-1.410,-62.720,0.170,196.320,922.000,853.000,5.710,13.770,0.000,0.000,0.640,-1.250,-1.410,-62.720,0.640,-1.250,36.850,0.000,54.760,163.740,2.070
154.000,-21.820,20.000,801.000,150.212,-31.112,0.207,2570.000,153.120,-19.500,0.000,0.000,-1.410,-55.830,0.190,189.400,922.000,853.000,5.530,13.950,0.000,0.000,0.790,-1.160,-1.410,-55.830,0.790,-1.160,36.850,0.000,54.760,163.740,2.070
155.000,-21.820,20.000,801.000,151.289,-31.010,0.202,2583.000,155.610,-20.070,0.000,0.000,-1.410,-63.510,0.190,196.590,922.000,853.000,3.110,16.370,0.000,0.000,0.630,-1.260,-1.410,-63.510,0.630,-1.260,33.640,0.000,50.340,168.800,2.080
156.000,-21.820,20.000,866.000,152.364,-30.905,0.195,2586.000,156.190,-20.230,0.000,0.000,-1.410,-63.430,0.190,196.390,922.000,853.000,2.540,16.940,0.000,0.000,0.630,-1.260,-1.410,-63.430,0.630,-1.260,23.250,0.000,103.840,168.800,1.930
157.000,-21.820,20.000,866.000,153.439,-30.797,0.188,2600.000,158.620,-21.080,0.000,0.000,-1.420,-74.860,0.180,207.310,922.000,853.000,0.090,19.390,0.000,0.000,0.370,-1.370,-1.420,-74.860,0.370,-1.370,14.950,0.000,92.650,99.390,1.690
158.000,-21.820,20.000,866.000,154.511,-30.686,0.179,2600.000,158.620,-21.080,0.000,0.000,-1.420,-74.860,0.180,207.310,922.000,853.000,0.090,19.390,0.000,0.000,0.370,-1.370,-1.420,-74.860,0.370,-1.370,14.950,0.000,92.650,99.390,1.690
148.000,-20.820,20.000,801.000,143.615,-30.664,0.226,3026.000,143.130,-17.690,7.040,38.620,6.430,-130.860,0.190,155.130,781.000,698.000,3.410,17.270,5.500,4.390,-4.210,-4.860,-1.380,-20.230,1.290,-0.480,32.960,0.070,79.480,302.210,2.090
