lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
169.000,-40.175,30.000,868.000,172.764,-51.214,0.088,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
169.000,-39.175,30.000,868.000,172.260,-50.266,0.071,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
168.000,-38.175,30.000,868.000,170.625,-49.558,0.058,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
169.000,-38.175,30.000,868.000,171.775,-49.317,0.054,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
167.000,-37.175,30.000,868.000,169.010,-48.842,0.053,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
168.000,-37.175,30.000,868.000,170.163,-48.605,0.044,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
169.000,-37.175,30.000,868.000,171.309,-48.365,0.037,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
166.000,-36.175,30.000,833.000,167.414,-48.118,0.057,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
167.000,-36.175,30.000,868.000,168.570,-47.886,0.044,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
168.000,-36.175,30.000,833.000,169.718,-47.650,0.031,1707.000,171.330,-46.240,0.000,0.000,5.960,-95.640,0.040,63.910,801.000,842.000,0.020,0.020,0.000,0.000,-0.590,-5.930,5.960,-95.640,-0.590,-5.930,39.870,0.000,39.190,661.990,2.020
