lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
156.000,-22.363,13.000,866.000,153.403,-28.291,0.157,2813.000,158.830,-20.730,9.670,-66.670,8.100,114.340,0.200,212.410,922.000,853.000,0.100,10.160,3.830,-8.880,-3.340,7.380,-1.580,-72.240,0.480,-1.500,48.650,0.060,42.760,200.200,2.110
157.000,-22.363,13.000,866.000,154.450,-28.225,0.148,2813.000,158.830,-20.730,9.670,-66.670,8.100,114.340,0.200,212.410,922.000,853.000,0.100,10.160,3.830,-8.880,-3.340,7.380,-1.580,-72.240,0.480,-1.500,48.650,0.060,42.760,200.200,2.110
152.000,-21.363,13.000,801.000,149.137,-27.536,0.165,2778.000,152.450,-18.570,10.290,-45.770,8.730,135.920,0.170,198.000,922.000,853.000,3.710,3.710,7.170,-7.370,-6.270,6.070,-1.580,-55.550,0.890,-1.300,46.940,0.100,62.960,524.530,2.110
153.000,-21.363,13.000,801.000,150.185,-27.478,0.159,2780.000,152.810,-18.670,10.250,-39.110,8.690,142.550,0.190,191.020,922.000,853.000,4.070,4.070,7.950,-6.470,-6.900,5.280,-1.580,-48.680,1.040,-1.190,45.910,0.120,62.960,546.040,2.110
154.000,-21.363,13.000,801.000,151.232,-27.418,0.155,2783.000,153.400,-18.780,10.180,-39.410,8.620,142.210,0.190,190.830,922.000,853.000,4.640,4.640,7.870,-6.470,-6.820,5.280,-1.580,-48.680,1.040,-1.190,45.910,0.120,62.960,546.040,2.110
155.000,-21.363,13.000,801.000,152.278,-27.356,0.148,2793.000,155.280,-19.300,9.990,-48.590,8.430,132.870,0.190,198.260,922.000,853.000,3.760,6.490,6.610,-7.490,-5.730,6.180,-1.580,-56.740,0.870,-1.320,40.030,0.090,43.920,546.040,2.140
156.000,-21.363,13.000,866.000,153.324,-27.293,0.142,2797.000,156.040,-19.540,9.910,-49.090,8.350,132.290,0.190,198.000,922.000,853.000,3.010,7.250,6.490,-7.490,-5.620,6.180,-1.580,-56.760,0.870,-1.320,40.030,0.090,43.920,177.010,2.140
157.000,-21.363,13.000,866.000,154.369,-27.228,0.134,2813.000,158.830,-20.730,9.670,-66.670,8.100,114.340,0.200,212.410,922.000,853.000,0.100,10.160,3.830,-8.880,-3.340,7.380,-1.580,-72.240,0.480,-1.500,48.650,0.060,42.760,200.200,2.110
158.000,-21.363,13.000,866.000,155.414,-27.160,0.125,2813.000,158.830,-20.730,9.670,-66.670,8.100,114.340,0.200,212.410,922.000,853.000,0.100,10.160,3.830,-8.880,-3.340,7.380,-1.580,-72.240,0.480,-1.500,48.650,0.060,42.760,200.200,2.110
149.000,-20.363,13.000,801.000,145.928,-26.698,0.169,2762.000,149.540,-17.580,10.580,-45.950,9.030,135.980,0.190,200.740,922.000,853.000,0.770,0.770,7.350,-7.600,-6.500,6.280,-1.580,-57.440,0.850,-1.330,45.900,0.110,56.250,555.160,2.110
150.000,-20.363,13.000,801.000,146.975,-26.647,0.162,2767.000,150.470,-17.910,10.490,-46.470,8.940,135.390,0.190,200.460,922.000,853.000,1.720,1.720,7.220,-7.600,-6.360,6.280,-1.580,-57.410,0.850,-1.330,45.900,0.110,56.250,555.160,2.110
151.000,-20.363,13.000,801.000,148.022,-26.593,0.155,2772.000,151.400,-18.240,10.390,-47.010,8.840,134.770,0.190,200.170,922.000,853.000,2.660,2.660,7.090,-7.600,-6.230,6.280,-1.580,-57.400,0.850,-1.330,46.940,0.100,56.250,524.530,2.110
