lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
154.000,-22.911,17.000,801.000,150.756,-30.811,0.196,2757.000,153.400,-19.840,0.000,0.000,-1.610,-46.900,0.190,189.310,922.000,853.000,5.000,11.730,0.000,0.000,1.100,-1.170,-1.610,-46.900,1.100,-1.170,41.310,0.000,101.020,529.950,2.090
155.000,-22.911,17.000,801.000,151.824,-30.726,0.191,2770.000,155.900,-20.410,0.000,0.000,-1.610,-54.930,0.190,196.490,922.000,853.000,2.570,14.150,0.000,0.000,0.920,-1.320,-1.610,-54.930,0.920,-1.320,18.020,0.000,95.800,106.820,1.740
156.000,-22.911,17.000,866.000,152.890,-30.639,0.184,2773.000,156.480,-20.570,0.000,0.000,-1.610,-54.940,0.190,196.290,922.000,853.000,2.010,14.710,0.000,0.000,0.920,-1.320,-1.610,-54.940,0.920,-1.320,18.020,0.000,95.800,106.820,1.740
157.000,-22.911,17.000,866.000,153.955,-30.549,0.178,2784.000,158.400,-21.170,0.000,0.000,-1.610,-66.750,0.180,207.370,922.000,853.000,0.090,16.630,0.000,0.000,0.630,-1.480,-1.610,-66.750,0.630,-1.480,38.090,0.000,101.480,189.660,2.100
150.000,-21.911,17.000,801.000,146.383,-30.128,0.205,2743.000,150.820,-19.090,0.000,0.000,-1.610,-55.660,0.190,198.870,922.000,853.000,7.540,9.180,0.000,0.000,0.910,-1.330,-1.610,-55.660,0.910,-1.330,42.240,0.000,41.930,499.370,2.090
151.000,-21.911,17.000,801.000,147.452,-30.054,0.198,2747.000,151.580,-19.330,0.000,0.000,-1.610,-55.640,0.190,198.630,922.000,853.000,6.790,9.930,0.000,0.000,0.910,-1.330,-1.610,-55.640,0.910,-1.330,42.240,0.000,41.930,499.370,2.090
152.000,-21.911,17.000,801.000,148.519,-29.977,0.191,2750.000,152.140,-19.500,0.000,0.000,-1.610,-53.780,0.170,196.600,922.000,853.000,6.230,10.490,0.000,0.000,0.950,-1.300,-1.610,-53.780,0.950,-1.300,42.240,0.000,66.800,499.370,2.090
153.000,-21.911,17.000,801.000,149.586,-29.897,0.185,2755.000,153.030,-19.750,0.000,0.000,-1.610,-53.770,0.170,196.300,922.000,853.000,5.350,11.370,0.000,0.000,0.950,-1.300,-1.610,-53.770,0.950,-1.300,41.310,0.000,66.800,529.950,2.090
154.000,-21.911,17.000,801.000,150.652,-29.815,0.179,2756.000,153.210,-19.800,0.000,0.000,-1.610,-53.760,0.170,196.240,922.000,853.000,5.180,11.540,0.000,0.000,0.950,-1.300,-1.610,-53.760,0.950,-1.300,41.310,0.000,66.800,529.950,2.090
155.000,-21.911,17.000,801.000,151.716,-29.731,0.174,2758.000,153.600,-19.870,0.000,0.000,-1.610,-46.900,0.190,189.240,922.000,853.000,4.810,11.920,0.000,0.000,1.100,-1.170,-1.610,-46.900,1.100,-1.170,41.310,0.000,101.020,529.950,2.090
156.000,-21.911,17.000,866.000,152.779,-29.644,0.168,2770.000,155.900,-20.410,0.000,0.000,-1.610,-54.930,0.190,196.490,922.000,853.000,2.570,14.150,0.000,0.000,0.920,-1.320,-1.610,-54.930,0.920,-1.320,18.020,0.000,95.800,106.820,1.740
157.000,-21.911,17.000,866.000,153.841,-29.554,0.162,2774.000,156.670,-20.620,0.000,0.000,-1.610,-54.940,0.190,196.220,922.000,853.000,1.820,14.900,0.000,0.000,0.920,-1.320,-1.610,-54.940,0.920,-1.320,18.020,0.000,95.800,106.820,1.740
