lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
150.000,-13.613,6.000,801.000,148.296,-16.615,0.097,3262.000,149.080,-11.090,0.000,0.000,5.800,-146.410,0.200,179.010,849.000,615.000,0.100,0.100,0.000,0.000,-4.830,-3.210,5.800,-146.410,-4.830,-3.210,43.350,0.000,65.680,182.600,2.180
151.000,-13.613,6.000,801.000,149.310,-16.594,0.096,3261.000,149.280,-11.090,0.000,0.000,5.790,-146.350,0.200,178.970,849.000,615.000,0.290,0.290,0.000,0.000,-4.820,-3.210,5.790,-146.350,-4.820,-3.210,43.350,0.000,65.680,182.600,2.180
152.000,-13.613,6.000,801.000,150.324,-16.572,0.096,3257.000,150.080,-11.080,0.000,0.000,5.750,-146.080,0.200,178.820,849.000,615.000,1.080,1.080,0.000,0.000,-4.770,-3.210,5.750,-146.080,-4.770,-3.210,43.350,0.000,65.680,182.600,2.180
153.000,-13.613,6.000,836.000,151.338,-16.550,0.095,3246.000,152.250,-11.160,0.000,0.000,5.640,-154.430,0.190,187.460,849.000,615.000,3.150,3.220,0.000,0.000,-5.080,-2.430,5.640,-154.430,-5.080,-2.430,35.900,0.000,119.850,160.550,2.030
154.000,-13.613,6.000,836.000,152.351,-16.526,0.093,3242.000,153.030,-11.260,0.000,0.000,5.590,-154.210,0.190,187.300,849.000,615.000,2.380,3.990,0.000,0.000,-5.030,-2.430,5.590,-154.210,-5.030,-2.430,31.710,0.000,129.700,147.820,1.940
155.000,-13.613,6.000,836.000,153.365,-16.501,0.090,3236.000,154.190,-11.430,0.000,0.000,5.520,-158.520,0.190,191.720,849.000,615.000,1.230,5.140,0.000,0.000,-5.140,-2.020,5.520,-158.520,-5.140,-2.020,26.600,0.000,144.030,132.540,1.780
150.000,-12.613,6.000,836.000,148.274,-15.615,0.080,3262.000,149.080,-11.090,0.000,0.000,5.800,-146.410,0.200,179.010,849.000,615.000,0.100,0.100,0.000,0.000,-4.830,-3.210,5.800,-146.410,-4.830,-3.210,43.350,0.000,65.680,182.600,2.180
151.000,-12.613,6.000,836.000,149.287,-15.594,0.079,3261.000,149.280,-11.090,0.000,0.000,5.790,-146.350,0.200,178.970,849.000,615.000,0.290,0.290,0.000,0.000,-4.820,-3.210,5.790,-146.350,-4.820,-3.210,43.350,0.000,65.680,182.600,2.180
152.000,-12.613,6.000,836.000,150.300,-15.573,0.078,3257.000,150.080,-11.080,0.000,0.000,5.750,-146.080,0.200,178.820,849.000,615.000,1.080,1.080,0.000,0.000,-4.770,-3.210,5.750,-146.080,-4.770,-3.210,43.350,0.000,65.680,182.600,2.180
153.000,-12.613,6.000,836.000,151.313,-15.550,0.078,3248.000,151.860,-11.110,0.000,0.000,5.660,-154.540,0.190,187.530,849.000,615.000,2.830,2.830,0.000,0.000,-5.110,-2.430,5.660,-154.540,-5.110,-2.430,35.900,0.000,119.850,160.550,2.030
154.000,-12.613,6.000,836.000,152.326,-15.526,0.075,3242.000,153.030,-11.260,0.000,0.000,5.590,-154.210,0.190,187.300,849.000,615.000,2.380,3.990,0.000,0.000,-5.030,-2.430,5.590,-154.210,-5.030,-2.430,31.710,0.000,129.700,147.820,1.940
155.000,-12.613,6.000,836.000,153.338,-15.502,0.073,3236.000,154.190,-11.430,0.000,0.000,5.520,-158.520,0.190,191.720,849.000,615.000,1.230,5.140,0.000,0.000,-5.140,-2.020,5.520,-158.520,-5.140,-2.020,26.600,0.000,144.030,132.540,1.780
149.000,-11.613,6.000,878.000,147.241,-14.635,0.069,3262.000,149.080,-11.090,0.000,0.000,5.800,-146.410,0.200,179.010,849.000,615.000,0.100,0.100,0.000,0.000,-4.830,-3.210,5.800,-146.410,-4.830,-3.210,43.350,0.000,65.680,182.600,2.180
150.000,-11.613,6.000,878.000,148.253,-14.615,0.063,3262.000,149.080,-11.090,0.000,0.000,5.800,-146.410,0.200,179.010,849.000,615.000,0.100,0.100,0.000,0.000,-4.830,-3.210,5.800,-146.410,-4.830,-3.210,43.350,0.000,65.680,182.600,2.180
151.000,-11.613,6.000,836.000,149.265,-14.595,0.061,3261.000,149.280,-11.090,0.000,0.000,5.790,-146.350,0.200,178.970,849.000,615.000,0.290,0.290,0.000,0.000,-4.820,-3.210,5.790,-146.350,-4.820,-3.210,43.350,0.000,65.680,182.600,2.180
152.000,-11.613,6.000,836.000,150.277,-14.573,0.061,3257.000,150.080,-11.080,0.000,0.000,5.750,-146.080,0.200,178.820,849.000,615.000,1.080,1.080,0.000,0.000,-4.770,-3.210,5.750,-146.080,-4.770,-3.210,43.350,0.000,65.680,182.600,2.180
153.000,-11.613,6.000,836.000,151.288,-14.550,0.061,3248.000,151.860,-11.110,0.000,0.000,5.660,-154.540,0.190,187.530,849.000,615.000,2.830,2.830,0.000,0.000,-5.110,-2.430,5.660,-154.540,-5.110,-2.430,35.900,0.000,119.850,160.550,2.030
154.000,-11.613,6.000,836.000,152.300,-14.527,0.058,3244.000,152.640,-11.210,0.000,0.000,5.610,-154.320,0.190,187.380,849.000,615.000,2.760,3.600,0.000,0.000,-5.060,-2.430,5.610,-154.320,-5.060,-2.430,31.710,0.000,129.700,147.820,1.940
155.000,-11.613,6.000,836.000,153.312,-14.502,0.055,3238.000,153.810,-11.360,0.000,0.000,5.540,-153.980,0.190,187.150,849.000,615.000,1.610,4.760,0.000,0.000,-4.980,-2.430,5.540,-153.980,-4.980,-2.430,26.600,0.000,144.030,132.540,1.780
164.000,-11.613,6.000,861.000,162.408,-14.243,0.051,1804.000,164.410,-12.030,9.250,36.980,6.540,-113.050,0.150,40.760,801.000,847.000,4.750,4.750,7.390,5.560,-2.560,-6.020,-4.870,-5.360,4.850,-0.450,28.440,0.070,139.850,129.670,1.850
165.000,-11.613,6.000,861.000,163.418,-14.210,0.041,1802.000,164.640,-12.200,9.220,55.370,6.540,-94.690,0.110,22.480,801.000,847.000,4.460,4.460,5.240,7.580,-0.530,-6.520,-4.850,12.860,4.730,1.080,28.440,0.040,130.730,129.670,1.850
166.000,-11.613,6.000,827.000,169.781,-12.050,0.008,1645.000,169.450,-12.380,11.310,13.900,7.690,-149.690,0.180,55.660,801.000,827.000,0.640,10.440,10.980,2.720,-6.640,-3.880,-4.510,-18.600,4.280,-1.440,36.240,0.140,124.070,129.870,2.040
167.000,-11.613,6.000,827.000,170.749,-11.800,0.024,1646.000,169.550,-12.530,11.520,13.640,7.900,-150.540,0.180,55.640,801.000,827.000,0.820,10.260,11.200,2.720,-6.880,-3.880,-4.500,-18.660,4.260,-1.440,42.960,0.150,134.040,129.870,2.180
168.000,-11.613,6.000,827.000,171.715,-11.549,0.040,1648.000,169.760,-12.830,11.950,13.150,8.310,-152.120,0.180,55.590,801.000,827.000,1.190,9.890,11.630,2.720,-7.340,-3.880,-4.470,-18.790,4.230,-1.440,42.960,0.160,134.040,129.870,2.180
169.000,-11.613,6.000,857.000,167.456,-14.070,0.032,1786.000,167.130,-12.290,9.140,87.900,-6.580,-63.090,0.140,351.510,801.000,847.000,1.970,1.970,0.340,9.130,2.980,-5.860,-4.680,44.670,3.330,3.290,28.830,0.000,133.620,122.690,1.860
163.000,-10.613,6.000,847.000,166.455,-11.679,0.012,1790.000,166.500,-12.380,9.140,87.170,-6.560,-63.540,0.180,351.810,801.000,847.000,2.600,2.600,0.450,9.130,2.920,-5.870,-4.710,44.050,3.390,3.280,30.910,0.010,130.050,131.570,1.920
164.000,-10.613,6.000,847.000,167.459,-11.696,0.010,1784.000,167.490,-12.240,9.140,86.810,-6.580,-64.340,0.190,352.840,801.000,847.000,1.610,1.610,0.510,9.120,2.850,-5.930,-4.650,43.530,3.370,3.210,28.830,0.010,133.620,122.690,1.860
165.000,-10.613,6.000,827.000,168.551,-11.334,0.012,1776.000,168.820,-11.940,-9.150,98.970,-6.620,-52.820,0.180,341.570,801.000,847.000,0.270,0.270,-1.430,9.030,4.000,-5.280,-4.580,55.600,2.590,3.780,36.240,0.000,124.070,129.870,2.040
166.000,-10.613,6.000,827.000,169.520,-11.083,0.016,1642.000,169.130,-11.930,10.680,14.740,7.100,-146.830,0.180,55.730,801.000,827.000,0.090,10.990,10.330,2.720,-5.940,-3.880,-4.560,-18.400,4.330,-1.440,36.240,0.130,124.070,129.870,2.040
167.000,-10.613,6.000,827.000,170.488,-10.833,0.030,1642.000,169.130,-11.930,10.680,14.740,7.100,-146.830,0.180,55.730,801.000,827.000,0.090,10.990,10.330,2.720,-5.940,-3.880,-4.560,-18.400,4.330,-1.440,36.240,0.130,124.070,129.870,2.040
168.000,-10.613,6.000,827.000,171.455,-10.582,0.046,1643.000,169.240,-12.080,10.890,14.450,7.300,-147.830,0.180,55.700,801.000,827.000,0.270,10.810,10.550,2.720,-6.180,-3.880,-4.540,-18.470,4.310,-1.440,36.240,0.130,124.070,129.870,2.040
161.000,-9.613,6.000,847.000,164.468,-10.643,0.020,1808.000,163.880,-11.610,9.320,45.160,6.560,-104.820,0.170,32.330,801.000,847.000,5.420,5.420,6.570,6.610,-1.680,-6.340,-4.920,3.210,4.920,0.280,28.440,0.070,129.190,129.670,1.850
162.000,-9.613,6.000,847.000,165.471,-10.661,0.030,1805.000,164.290,-11.930,9.260,36.900,6.550,-113.120,0.150,40.780,801.000,847.000,4.900,4.900,7.410,5.560,-2.570,-6.020,-4.880,-5.340,4.860,-0.450,28.440,0.070,139.850,129.670,1.850
163.000,-9.613,6.000,847.000,166.474,-10.679,0.029,1789.000,166.680,-12.350,9.140,87.330,-6.560,-63.460,0.180,351.780,801.000,847.000,2.420,2.420,0.430,9.130,2.930,-5.870,-4.700,44.170,3.370,3.280,28.830,0.000,133.620,122.690,1.860
164.000,-9.613,6.000,827.000,167.322,-10.617,0.028,1784.000,167.490,-12.240,9.140,86.810,-6.580,-64.340,0.190,352.840,801.000,847.000,1.610,1.610,0.510,9.120,2.850,-5.930,-4.650,43.530,3.370,3.210,28.830,0.010,133.620,122.690,1.860
165.000,-9.613,6.000,827.000,168.292,-10.367,0.029,1776.000,168.820,-11.940,-9.150,98.970,-6.620,-52.820,0.180,341.570,801.000,847.000,0.270,0.270,-1.430,9.030,4.000,-5.280,-4.580,55.600,2.590,3.780,36.240,0.000,124.070,129.870,2.040
166.000,-9.613,6.000,827.000,169.261,-10.116,0.031,1775.000,168.990,-11.880,-9.150,99.130,-6.630,-52.750,0.180,341.540,801.000,847.000,0.090,0.090,-1.450,9.030,4.010,-5.280,-4.570,55.760,2.570,3.780,36.240,0.000,124.070,129.870,2.040
167.000,-9.613,6.000,827.000,170.229,-9.866,0.041,1642.000,169.130,-11.930,10.680,14.740,7.100,-146.830,0.180,55.730,801.000,827.000,0.090,10.990,10.330,2.720,-5.940,-3.880,-4.560,-18.400,4.330,-1.440,36.240,0.130,124.070,129.870,2.040
168.000,-9.613,6.000,827.000,171.197,-9.615,0.054,1642.000,169.130,-11.930,10.680,14.740,7.100,-146.830,0.180,55.730,801.000,827.000,0.090,10.990,10.330,2.720,-5.940,-3.880,-4.560,-18.400,4.330,-1.440,36.240,0.130,124.070,129.870,2.040
121.000,-8.613,6.000,652.000,119.942,-7.976,0.019,2827.000,119.800,-9.070,6.260,11.190,2.230,98.570,0.190,2.370,801.000,651.000,6.930,11.020,6.140,1.210,-0.330,2.210,-6.740,30.750,5.790,3.450,130.670,0.130,56.540,773.830,2.680
122.000,-8.613,6.000,652.000,120.940,-7.958,0.020,2833.000,120.900,-9.120,6.150,11.390,2.220,96.050,0.170,2.200,801.000,651.000,8.020,9.930,6.030,1.210,-0.230,2.210,-6.730,30.810,5.780,3.450,136.020,0.120,56.540,1057.910,2.750
123.000,-8.613,6.000,652.000,121.938,-7.940,0.018,2839.000,122.040,-8.960,6.040,24.750,2.190,106.420,0.190,349.070,801.000,651.000,8.790,8.790,5.480,2.530,-0.620,2.100,-6.710,43.850,4.840,4.650,136.020,0.120,42.230,1057.910,2.750
