lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
169.000,-12.378,5.000,857.000,167.734,-14.424,0.032,1632.000,169.490,-13.700,11.990,2.760,8.320,-156.300,0.200,66.000,801.000,827.000,1.600,1.600,11.970,0.580,-7.610,-3.340,-5.190,-34.570,4.270,-2.940,31.950,0.150,122.250,129.910,1.930
164.000,-11.378,5.000,860.000,162.663,-13.569,0.036,1749.000,163.950,-11.950,9.590,32.350,6.540,-113.130,0.150,40.560,801.000,847.000,4.480,4.480,8.100,5.130,-2.570,-6.010,-5.620,-9.010,5.550,-0.880,28.820,0.080,137.990,134.820,1.830
165.000,-11.378,5.000,861.000,163.671,-13.541,0.027,1747.000,164.170,-12.060,9.560,50.710,6.540,-94.780,0.110,22.280,801.000,847.000,4.230,4.230,6.060,7.400,-0.540,-6.520,-5.600,9.230,5.530,0.900,28.820,0.040,137.990,134.820,1.830
166.000,-11.378,5.000,827.000,169.088,-11.820,0.009,1623.000,168.640,-12.130,10.770,9.880,7.130,-144.820,0.200,59.830,801.000,827.000,0.490,3.370,10.610,1.850,-5.820,-4.110,-5.310,-27.410,4.720,-2.450,28.770,0.130,135.530,117.970,1.830
167.000,-11.378,5.000,827.000,170.072,-11.639,0.026,1624.000,168.740,-12.300,10.900,9.750,7.250,-145.510,0.200,59.800,801.000,827.000,0.690,3.180,10.750,1.850,-5.980,-4.110,-5.300,-27.490,4.700,-2.450,28.770,0.130,135.530,117.970,1.830
168.000,-11.378,5.000,827.000,171.056,-11.457,0.041,1626.000,168.950,-12.640,11.170,9.510,7.510,-146.840,0.200,59.760,801.000,827.000,1.090,2.780,11.020,1.850,-6.280,-4.110,-5.270,-27.650,4.670,-2.450,28.770,0.130,135.530,117.970,1.830
169.000,-11.378,5.000,827.000,172.038,-11.275,0.058,1628.000,169.150,-12.980,11.440,9.290,7.760,-148.070,0.200,59.710,801.000,827.000,1.480,2.390,11.290,1.850,-6.590,-4.110,-5.240,-27.810,4.640,-2.450,28.770,0.140,135.530,117.970,1.830
162.000,-10.378,5.000,847.000,164.880,-11.245,0.017,1744.000,164.620,-12.210,9.530,55.940,-6.540,-89.620,0.160,17.260,801.000,847.000,3.770,3.770,5.340,7.890,0.040,-6.540,-5.570,14.240,5.400,1.370,28.820,0.050,129.470,134.820,1.830
163.000,-10.378,5.000,847.000,165.883,-11.260,0.016,1736.000,165.920,-12.190,9.480,82.260,-6.560,-63.680,0.180,351.650,801.000,847.000,2.480,2.480,1.280,9.400,2.910,-5.880,-5.490,40.120,4.200,3.540,34.060,0.020,123.290,142.670,1.980
164.000,-10.378,5.000,847.000,166.886,-11.275,0.014,1730.000,166.920,-12.050,9.470,81.820,-6.590,-64.490,0.190,352.670,801.000,847.000,1.490,1.490,1.350,9.370,2.840,-5.940,-5.430,39.400,4.200,3.450,32.180,0.020,129.700,134.270,1.940
165.000,-10.378,5.000,827.000,167.915,-11.019,0.014,1723.000,168.100,-11.790,-9.460,93.770,-6.620,-53.010,0.190,341.440,801.000,847.000,0.290,0.290,-0.620,9.440,3.980,-5.290,-5.360,51.090,3.370,4.170,30.230,0.000,135.530,125.650,1.880
166.000,-10.378,5.000,827.000,168.900,-10.837,0.018,1621.000,168.440,-11.790,10.500,10.130,6.880,-143.340,0.200,59.870,801.000,827.000,0.100,3.770,10.340,1.850,-5.520,-4.110,-5.340,-27.250,4.750,-2.450,30.230,0.130,135.530,125.650,1.880
167.000,-10.378,5.000,827.000,169.884,-10.656,0.032,1621.000,168.440,-11.790,10.500,10.130,6.880,-143.340,0.200,59.870,801.000,827.000,0.100,3.770,10.340,1.850,-5.520,-4.110,-5.340,-27.250,4.750,-2.450,30.230,0.130,135.530,125.650,1.880
168.000,-10.378,5.000,827.000,170.867,-10.474,0.047,1621.000,168.440,-11.790,10.500,10.130,6.880,-143.340,0.200,59.870,801.000,827.000,0.100,3.770,10.340,1.850,-5.520,-4.110,-5.340,-27.250,4.750,-2.450,30.230,0.130,135.530,125.650,1.880
160.000,-9.378,5.000,847.000,162.891,-10.215,0.014,1760.000,162.430,-10.890,9.780,39.060,6.570,-106.420,0.170,33.290,801.000,847.000,6.310,6.310,7.590,6.160,-1.860,-6.310,-5.750,-1.350,5.750,-0.140,70.650,0.120,92.540,231.240,2.300
161.000,-9.378,5.000,847.000,163.893,-10.230,0.023,1755.000,163.150,-11.350,9.690,40.440,6.560,-105.050,0.170,32.180,801.000,847.000,5.470,5.470,7.380,6.290,-1.700,-6.340,-5.690,-0.390,5.690,-0.040,32.200,0.080,92.540,143.390,1.940
162.000,-9.378,5.000,847.000,164.896,-10.245,0.033,1751.000,163.720,-11.750,9.620,32.220,6.550,-113.270,0.150,40.610,801.000,847.000,4.780,4.780,8.140,5.130,-2.590,-6.010,-5.640,-8.970,5.570,-0.880,28.820,0.080,137.990,134.820,1.830
163.000,-9.378,5.000,847.000,165.898,-10.261,0.033,1734.000,166.270,-12.140,9.480,82.710,-6.570,-63.360,0.140,351.400,801.000,847.000,2.140,2.140,1.200,9.400,2.950,-5.870,-5.470,40.470,4.160,3.550,34.060,0.010,123.290,142.670,1.980
164.000,-9.378,5.000,827.000,166.743,-10.218,0.032,1730.000,166.920,-12.050,9.470,81.820,-6.590,-64.490,0.190,352.670,801.000,847.000,1.490,1.490,1.350,9.370,2.840,-5.940,-5.430,39.400,4.200,3.450,32.180,0.020,129.700,134.270,1.940
