lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
169.000,-39.362,41.000,868.000,175.256,-52.740,0.102,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
168.000,-38.362,41.000,868.000,173.400,-52.169,0.092,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
169.000,-38.362,41.000,868.000,174.554,-51.837,0.086,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
168.000,-37.362,41.000,868.000,172.727,-51.260,0.078,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
169.000,-37.362,41.000,868.000,173.879,-50.930,0.070,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
167.000,-36.362,41.000,868.000,170.922,-50.671,0.077,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
168.000,-36.362,41.000,833.000,172.081,-50.347,0.066,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
169.000,-36.362,41.000,833.000,173.230,-50.020,0.056,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
167.000,-35.362,41.000,833.000,170.303,-49.752,0.069,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
168.000,-35.362,41.000,833.000,171.459,-49.431,0.056,1197.000,174.510,-46.920,2.190,23.020,0.890,111.350,0.180,246.840,901.000,823.000,0.090,6.910,2.020,0.860,-0.330,0.830,-2.400,44.730,1.700,1.690,75.950,0.040,87.290,1503.460,2.200
