lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
169.000,-40.311,35.000,868.000,174.899,-52.887,0.120,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
168.000,-39.311,35.000,868.000,173.100,-52.259,0.106,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
169.000,-39.311,35.000,868.000,174.266,-51.965,0.103,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
167.000,-38.311,35.000,868.000,171.325,-51.620,0.095,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
168.000,-38.311,35.000,868.000,172.496,-51.331,0.089,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
169.000,-38.311,35.000,868.000,173.658,-51.039,0.086,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
166.000,-37.311,35.000,833.000,169.571,-50.970,0.088,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
167.000,-37.311,35.000,868.000,170.748,-50.687,0.080,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
168.000,-37.311,35.000,868.000,171.916,-50.401,0.073,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
169.000,-37.311,35.000,868.000,173.074,-50.111,0.069,1728.000,172.180,-46.210,0.000,0.000,2.310,-105.750,0.120,86.250,801.000,842.000,0.060,0.060,0.000,0.000,-0.630,-2.230,2.310,-105.750,-0.630,-2.230,19.320,0.000,67.310,458.090,1.920
