lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
169.000,-39.316,32.000,868.000,173.308,-51.193,0.074,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
168.000,-38.316,32.000,868.000,171.609,-50.518,0.061,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
169.000,-38.316,32.000,868.000,172.767,-50.254,0.056,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
167.000,-37.316,32.000,868.000,169.930,-49.834,0.055,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
168.000,-37.316,32.000,868.000,171.093,-49.575,0.046,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
169.000,-37.316,32.000,868.000,172.247,-49.312,0.040,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
166.000,-36.316,32.000,833.000,168.272,-49.140,0.058,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
167.000,-36.316,32.000,868.000,169.438,-48.886,0.045,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
168.000,-36.316,32.000,833.000,170.596,-48.629,0.033,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
169.000,-36.316,32.000,833.000,171.747,-48.368,0.023,1689.000,172.110,-47.050,0.000,0.000,4.860,-97.190,0.040,62.300,801.000,842.000,0.020,0.020,0.000,0.000,-0.610,-4.830,4.860,-97.190,-0.610,-4.830,24.940,0.000,66.810,541.660,1.960
