lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
149.000,-14.046,7.000,801.000,147.029,-17.516,0.109,3193.000,148.790,-11.530,0.000,0.000,5.800,-146.440,0.200,178.760,849.000,615.000,0.100,0.100,0.000,0.000,-4.830,-3.200,5.800,-146.440,-4.830,-3.200,40.390,0.000,80.080,173.550,2.140
150.000,-14.046,7.000,801.000,148.046,-17.491,0.105,3193.000,148.790,-11.530,0.000,0.000,5.800,-146.440,0.200,178.760,849.000,615.000,0.100,0.100,0.000,0.000,-4.830,-3.200,5.800,-146.440,-4.830,-3.200,40.390,0.000,80.080,173.550,2.140
151.000,-14.046,7.000,801.000,149.063,-17.466,0.104,3192.000,148.990,-11.530,0.000,0.000,5.790,-146.370,0.200,178.720,849.000,615.000,0.290,0.290,0.000,0.000,-4.820,-3.200,5.790,-146.370,-4.820,-3.200,40.390,0.000,80.080,173.550,2.140
152.000,-14.046,7.000,801.000,150.079,-17.440,0.103,3187.000,149.990,-11.510,0.000,0.000,5.730,-146.030,0.200,178.520,849.000,615.000,1.270,1.270,0.000,0.000,-4.760,-3.200,5.730,-146.030,-4.760,-3.200,43.060,0.000,80.080,181.370,2.180
153.000,-14.046,7.000,801.000,151.096,-17.412,0.103,3177.000,151.970,-11.590,0.000,0.000,5.630,-154.450,0.190,187.170,849.000,615.000,3.220,3.220,0.000,0.000,-5.080,-2.430,5.630,-154.450,-5.080,-2.430,35.660,0.000,115.700,160.060,2.040
154.000,-14.046,7.000,836.000,152.112,-17.384,0.100,3173.000,152.750,-11.680,0.000,0.000,5.580,-154.220,0.190,187.020,849.000,615.000,2.670,3.990,0.000,0.000,-5.030,-2.430,5.580,-154.220,-5.030,-2.430,31.400,0.000,127.180,146.890,1.950
149.000,-13.046,7.000,801.000,147.004,-16.516,0.092,3193.000,148.790,-11.530,0.000,0.000,5.800,-146.440,0.200,178.760,849.000,615.000,0.100,0.100,0.000,0.000,-4.830,-3.200,5.800,-146.440,-4.830,-3.200,40.390,0.000,80.080,173.550,2.140
150.000,-13.046,7.000,836.000,148.019,-16.492,0.088,3193.000,148.790,-11.530,0.000,0.000,5.800,-146.440,0.200,178.760,849.000,615.000,0.100,0.100,0.000,0.000,-4.830,-3.200,5.800,-146.440,-4.830,-3.200,40.390,0.000,80.080,173.550,2.140
151.000,-13.046,7.000,836.000,149.035,-16.466,0.086,3192.000,148.990,-11.530,0.000,0.000,5.790,-146.370,0.200,178.720,849.000,615.000,0.290,0.290,0.000,0.000,-4.820,-3.200,5.790,-146.370,-4.820,-3.200,40.390,0.000,80.080,173.550,2.140
152.000,-13.046,7.000,836.000,150.050,-16.440,0.086,3187.000,149.990,-11.510,0.000,0.000,5.730,-146.030,0.200,178.520,849.000,615.000,1.270,1.270,0.000,0.000,-4.760,-3.200,5.730,-146.030,-4.760,-3.200,43.060,0.000,80.080,181.370,2.180
