lon,lat,age,plate_id,recon_lon,recon_lat,distance_deg,sub_idx,trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
169.000,-39.233,31.000,868.000,172.806,-50.766,0.072,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
168.000,-38.233,31.000,868.000,171.137,-50.074,0.059,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
169.000,-38.233,31.000,868.000,172.292,-49.821,0.055,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
167.000,-37.233,31.000,868.000,169.488,-49.374,0.054,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
168.000,-37.233,31.000,868.000,170.647,-49.126,0.044,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
169.000,-37.233,31.000,868.000,171.798,-48.874,0.038,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
166.000,-36.233,31.000,833.000,167.860,-48.666,0.057,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
167.000,-36.233,31.000,868.000,169.022,-48.423,0.044,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
168.000,-36.233,31.000,833.000,170.176,-48.176,0.032,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
169.000,-36.233,31.000,833.000,171.323,-47.925,0.022,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
167.000,-35.233,31.000,833.000,168.572,-47.469,0.040,1670.000,171.690,-46.590,0.000,0.000,4.860,-103.430,0.190,69.580,801.000,842.000,0.130,0.130,0.000,0.000,-1.130,-4.730,4.860,-103.430,-1.130,-4.730,29.330,0.000,64.610,655.820,1.980
168.000,-35.233,31.000,833.000,169.722,-47.224,0.026,1671.000,171.750,-46.690,0.000,0.000,4.860,-97.100,0.040,63.080,801.000,842.000,0.020,0.020,0.000,0.000,-0.600,-4.820,4.860,-97.100,-0.600,-4.820,29.330,0.000,64.610,655.820,1.980
160.000,-31.233,31.000,869.000,158.833,-45.207,0.149,1642.000,169.690,-41.850,0.000,0.000,4.740,-97.270,0.150,70.580,801.000,842.000,5.190,5.190,0.000,0.000,-0.600,-4.710,4.740,-97.270,-0.600,-4.710,1.760,0.000,56.870,372.570,1.110
