lon,lat,include
126.28749882355727,-59.99999999999994,0.0
127.28749882355727,-59.99999999999994,0.0
128.28749882355726,-59.99999999999994,0.0
129.28749882355726,-59.99999999999994,0.0
130.28749882355726,-59.99999999999994,0.0
131.28749882355726,-59.99999999999994,0.0
132.28749882355726,-59.99999999999994,0.0
133.28749882355726,-59.99999999999994,0.0
134.28749882355726,-59.99999999999994,0.0
135.28749882355726,-59.99999999999994,0.0
136.28749882355726,-59.99999999999994,0.0
137.28749882355726,-59.99999999999994,0.0
138.28749882355726,-59.99999999999994,0.0
139.28749882355726,-59.99999999999994,0.0
140.28749882355726,-59.99999999999994,0.0
126.28749882355727,-58.99999999999994,0.0
127.28749882355727,-58.99999999999994,0.0
128.28749882355726,-58.99999999999994,0.0
129.28749882355726,-58.99999999999994,0.0
130.28749882355726,-58.99999999999994,0.0
131.28749882355726,-58.99999999999994,0.0
132.28749882355726,-58.99999999999994,0.0
133.28749882355726,-58.99999999999994,0.0
134.28749882355726,-58.99999999999994,0.0
135.28749882355726,-58.99999999999994,0.0
136.28749882355726,-58.99999999999994,0.0
137.28749882355726,-58.99999999999994,1.0
138.28749882355726,-58.99999999999994,1.0
139.28749882355726,-58.99999999999994,1.0
140.28749882355726,-58.99999999999994,1.0
126.28749882355727,-57.99999999999994,0.0
127.28749882355727,-57.99999999999994,0.0
128.28749882355726,-57.99999999999994,0.0
129.28749882355726,-57.99999999999994,0.0
130.28749882355726,-57.99999999999994,0.0
131.28749882355726,-57.99999999999994,0.0
132.28749882355726,-57.99999999999994,0.0
133.28749882355726,-57.99999999999994,0.0
134.28749882355726,-57.99999999999994,0.0
135.28749882355726,-57.99999999999994,0.0
136.28749882355726,-57.99999999999994,0.0
137.28749882355726,-57.99999999999994,1.0
138.28749882355726,-57.99999999999994,1.0
139.28749882355726,-57.99999999999994,1.0
140.28749882355726,-57.99999999999994,1.0
126.28749882355727,-56.99999999999994,0.0
127.28749882355727,-56.99999999999994,0.0
128.28749882355726,-56.99999999999994,0.0
129.28749882355726,-56.99999999999994,0.0
130.28749882355726,-56.99999999999994,0.0
131.28749882355726,-56.99999999999994,0.0
132.28749882355726,-56.99999999999994,0.0
133.28749882355726,-56.99999999999994,0.0
134.28749882355726,-56.99999999999994,0.0
135.28749882355726,-56.99999999999994,0.0
136.28749882355726,-56.99999999999994,0.0
137.28749882355726,-56.99999999999994,1.0
138.28749882355726,-56.99999999999994,1.0
139.28749882355726,-56.99999999999994,1.0
140.28749882355726,-56.99999999999994,1.0
126.28749882355727,-55.99999999999994,0.0
127.28749882355727,-55.99999999999994,0.0
128.28749882355726,-55.99999999999994,0.0
129.28749882355726,-55.99999999999994,0.0
130.28749882355726,-55.99999999999994,0.0
131.28749882355726,-55.99999999999994,0.0
132.28749882355726,-55.99999999999994,0.0
133.28749882355726,-55.99999999999994,0.0
134.28749882355726,-55.99999999999994,0.0
135.28749882355726,-55.99999999999994,0.0
136.28749882355726,-55.99999999999994,0.0
137.28749882355726,-55.99999999999994,1.0
138.28749882355726,-55.99999999999994,1.0
139.28749882355726,-55.99999999999994,1.0
140.28749882355726,-55.99999999999994,1.0
126.28749882355727,-54.99999999999994,0.0
127.28749882355727,-54.99999999999994,0.0
128.28749882355726,-54.99999999999994,0.0
129.28749882355726,-54.99999999999994,0.0
130.28749882355726,-54.99999999999994,0.0
131.28749882355726,-54.99999999999994,0.0
132.28749882355726,-54.99999999999994,0.0
133.28749882355726,-54.99999999999994,0.0
134.28749882355726,-54.99999999999994,0.0
135.28749882355726,-54.99999999999994,0.0
136.28749882355726,-54.99999999999994,0.0
137.28749882355726,-54.99999999999994,1.0
138.28749882355726,-54.99999999999994,1.0
139.28749882355726,-54.99999999999994,1.0
140.28749882355726,-54.99999999999994,1.0
126.28749882355727,-53.99999999999994,0.0
127.28749882355727,-53.99999999999994,0.0
128.28749882355726,-53.99999999999994,0.0
129.28749882355726,-53.99999999999994,0.0
130.28749882355726,-53.99999999999994,0.0
131.28749882355726,-53.99999999999994,0.0
132.28749882355726,-53.99999999999994,0.0
133.28749882355726,-53.99999999999994,0.0
134.28749882355726,-53.99999999999994,0.0
135.28749882355726,-53.99999999999994,0.0
136.28749882355726,-53.99999999999994,0.0
137.28749882355726,-53.99999999999994,1.0
138.28749882355726,-53.99999999999994,1.0
139.28749882355726,-53.99999999999994,1.0
140.28749882355726,-53.99999999999994,0.0
126.28749882355727,-52.99999999999994,0.0
127.28749882355727,-52.99999999999994,0.0
128.28749882355726,-52.99999999999994,0.0
129.28749882355726,-52.99999999999994,0.0
130.28749882355726,-52.99999999999994,0.0
131.28749882355726,-52.99999999999994,0.0
132.28749882355726,-52.99999999999994,0.0
133.28749882355726,-52.99999999999994,0.0
134.28749882355726,-52.99999999999994,0.0
135.28749882355726,-52.99999999999994,0.0
136.28749882355726,-52.99999999999994,0.0
137.28749882355726,-52.99999999999994,1.0
138.28749882355726,-52.99999999999994,1.0
139.28749882355726,-52.99999999999994,1.0
140.28749882355726,-52.99999999999994,0.0
126.28749882355727,-51.99999999999994,0.0
127.28749882355727,-51.99999999999994,0.0
128.28749882355726,-51.99999999999994,0.0
129.28749882355726,-51.99999999999994,0.0
130.28749882355726,-51.99999999999994,0.0
131.28749882355726,-51.99999999999994,0.0
132.28749882355726,-51.99999999999994,0.0
133.28749882355726,-51.99999999999994,0.0
134.28749882355726,-51.99999999999994,0.0
135.28749882355726,-51.99999999999994,0.0
136.28749882355726,-51.99999999999994,0.0
137.28749882355726,-51.99999999999994,1.0
138.28749882355726,-51.99999999999994,1.0
139.28749882355726,-51.99999999999994,1.0
140.28749882355726,-51.99999999999994,0.0
126.28749882355727,-50.99999999999994,0.0
127.28749882355727,-50.99999999999994,0.0
128.28749882355726,-50.99999999999994,0.0
129.28749882355726,-50.99999999999994,0.0
130.28749882355726,-50.99999999999994,0.0
131.28749882355726,-50.99999999999994,0.0
132.28749882355726,-50.99999999999994,0.0
133.28749882355726,-50.99999999999994,0.0
134.28749882355726,-50.99999999999994,0.0
135.28749882355726,-50.99999999999994,0.0
136.28749882355726,-50.99999999999994,0.0
137.28749882355726,-50.99999999999994,1.0
138.28749882355726,-50.99999999999994,1.0
139.28749882355726,-50.99999999999994,1.0
140.28749882355726,-50.99999999999994,0.0
126.28749882355727,-49.99999999999994,0.0
127.28749882355727,-49.99999999999994,0.0
128.28749882355726,-49.99999999999994,0.0
129.28749882355726,-49.99999999999994,0.0
130.28749882355726,-49.99999999999994,0.0
131.28749882355726,-49.99999999999994,0.0
132.28749882355726,-49.99999999999994,0.0
133.28749882355726,-49.99999999999994,0.0
134.28749882355726,-49.99999999999994,0.0
135.28749882355726,-49.99999999999994,0.0
136.28749882355726,-49.99999999999994,0.0
137.28749882355726,-49.99999999999994,1.0
138.28749882355726,-49.99999999999994,1.0
139.28749882355726,-49.99999999999994,1.0
140.28749882355726,-49.99999999999994,0.0
126.28749882355727,-48.99999999999994,0.0
127.28749882355727,-48.99999999999994,0.0
128.28749882355726,-48.99999999999994,0.0
129.28749882355726,-48.99999999999994,0.0
130.28749882355726,-48.99999999999994,0.0
131.28749882355726,-48.99999999999994,0.0
132.28749882355726,-48.99999999999994,0.0
133.28749882355726,-48.99999999999994,0.0
134.28749882355726,-48.99999999999994,0.0
135.28749882355726,-48.99999999999994,0.0
136.28749882355726,-48.99999999999994,0.0
137.28749882355726,-48.99999999999994,1.0
138.28749882355726,-48.99999999999994,1.0
139.28749882355726,-48.99999999999994,1.0
140.28749882355726,-48.99999999999994,0.0
126.28749882355727,-47.99999999999994,0.0
127.28749882355727,-47.99999999999994,0.0
128.28749882355726,-47.99999999999994,0.0
129.28749882355726,-47.99999999999994,0.0
130.28749882355726,-47.99999999999994,0.0
131.28749882355726,-47.99999999999994,0.0
132.28749882355726,-47.99999999999994,0.0
133.28749882355726,-47.99999999999994,0.0
134.28749882355726,-47.99999999999994,0.0
135.28749882355726,-47.99999999999994,0.0
136.28749882355726,-47.99999999999994,0.0
137.28749882355726,-47.99999999999994,1.0
138.28749882355726,-47.99999999999994,1.0
139.28749882355726,-47.99999999999994,1.0
140.28749882355726,-47.99999999999994,0.0
126.28749882355727,-46.99999999999994,0.0
127.28749882355727,-46.99999999999994,0.0
128.28749882355726,-46.99999999999994,0.0
129.28749882355726,-46.99999999999994,0.0
130.28749882355726,-46.99999999999994,0.0
131.28749882355726,-46.99999999999994,0.0
132.28749882355726,-46.99999999999994,0.0
133.28749882355726,-46.99999999999994,0.0
134.28749882355726,-46.99999999999994,0.0
135.28749882355726,-46.99999999999994,0.0
136.28749882355726,-46.99999999999994,0.0
137.28749882355726,-46.99999999999994,1.0
138.28749882355726,-46.99999999999994,1.0
139.28749882355726,-46.99999999999994,1.0
140.28749882355726,-46.99999999999994,0.0
126.28749882355727,-45.99999999999994,0.0
127.28749882355727,-45.99999999999994,0.0
128.28749882355726,-45.99999999999994,0.0
129.28749882355726,-45.99999999999994,0.0
130.28749882355726,-45.99999999999994,0.0
131.28749882355726,-45.99999999999994,0.0
132.28749882355726,-45.99999999999994,0.0
133.28749882355726,-45.99999999999994,0.0
134.28749882355726,-45.99999999999994,0.0
135.28749882355726,-45.99999999999994,0.0
136.28749882355726,-45.99999999999994,1.0
137.28749882355726,-45.99999999999994,1.0
138.28749882355726,-45.99999999999994,1.0
139.28749882355726,-45.99999999999994,1.0
140.28749882355726,-45.99999999999994,0.0
126.28749882355727,-44.99999999999994,0.0
127.28749882355727,-44.99999999999994,0.0
128.28749882355726,-44.99999999999994,0.0
129.28749882355726,-44.99999999999994,0.0
130.28749882355726,-44.99999999999994,0.0
131.28749882355726,-44.99999999999994,0.0
132.28749882355726,-44.99999999999994,0.0
133.28749882355726,-44.99999999999994,0.0
134.28749882355726,-44.99999999999994,0.0
135.28749882355726,-44.99999999999994,1.0
136.28749882355726,-44.99999999999994,1.0
137.28749882355726,-44.99999999999994,1.0
138.28749882355726,-44.99999999999994,1.0
139.28749882355726,-44.99999999999994,0.0
140.28749882355726,-44.99999999999994,0.0
126.28749882355727,-43.99999999999994,0.0
127.28749882355727,-43.99999999999994,0.0
128.28749882355726,-43.99999999999994,0.0
129.28749882355726,-43.99999999999994,0.0
130.28749882355726,-43.99999999999994,0.0
131.28749882355726,-43.99999999999994,0.0
132.28749882355726,-43.99999999999994,0.0
133.28749882355726,-43.99999999999994,0.0
134.28749882355726,-43.99999999999994,0.0
135.28749882355726,-43.99999999999994,1.0
136.28749882355726,-43.99999999999994,1.0
137.28749882355726,-43.99999999999994,1.0
138.28749882355726,-43.99999999999994,0.0
139.28749882355726,-43.99999999999994,0.0
140.28749882355726,-43.99999999999994,0.0
126.28749882355727,-42.99999999999994,0.0
127.28749882355727,-42.99999999999994,0.0
128.28749882355726,-42.99999999999994,0.0
129.28749882355726,-42.99999999999994,0.0
130.28749882355726,-42.99999999999994,0.0
131.28749882355726,-42.99999999999994,0.0
132.28749882355726,-42.99999999999994,0.0
133.28749882355726,-42.99999999999994,0.0
134.28749882355726,-42.99999999999994,1.0
135.28749882355726,-42.99999999999994,1.0
136.28749882355726,-42.99999999999994,1.0
137.28749882355726,-42.99999999999994,1.0
138.28749882355726,-42.99999999999994,0.0
139.28749882355726,-42.99999999999994,0.0
140.28749882355726,-42.99999999999994,0.0
126.28749882355727,-41.99999999999994,0.0
127.28749882355727,-41.99999999999994,0.0
128.28749882355726,-41.99999999999994,0.0
129.28749882355726,-41.99999999999994,0.0
