distance_deg,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,dist_nearest_edge_deg,dist_from_start_deg,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,seafloor_age_ma,carbonate_sediment_thickness_m,total_sediment_thick_m
2.251727033625262,0.7991349630818277,-1.4212368789472585,0.9251892498291362,1.2865247480653528,1.5059783468664687,0.2283012039317859,-1.0014491826572685,0.6049082811203494,1.1381539150340332,0.27028680912745123,-1.254741154629886,-0.9593303845820638,-0.48870130698333836,-0.5527735823093657
2.0500465138128416,0.7991349630818277,-1.4212368789472585,0.9251892498291362,1.2865247480653528,1.5059783468664687,0.2283012039317859,-1.0014491826572685,0.6049082811203494,1.1381539150340332,0.27028680912745123,-1.254741154629886,-0.9593303845820638,-0.48870130698333836,-0.5527735823093657
2.430998606791858,0.8865279964696229,-1.1414191396522138,1.0063813261410637,1.5270761073407417,-1.3546767839803469,0.07894228427762298,0.3308611821782301,-0.4409678872964332,0.9248259204740763,0.27028680912745123,-1.0385011677456337,-1.0047109805316872,-0.37650111285569904,1.3547045687311936
2.2965449269169107,0.8808897362510556,-1.0522523385180036,1.0012262736768143,1.6009804406120964,0.552426636584196,0.006594938046807173,0.4637231576188893,-0.382593403477822,0.796177740548606,0.27028680912745123,-0.949491658464938,-1.032045491542279,-0.37650111285569904,1.4812110745397293
2.206909140333613,0.8710227808685624,-1.0562688610916164,0.9922049318643777,1.597190474803309,0.552426636584196,0.004625597676627394,0.6740879520665993,-0.2901671374316878,0.796177740548606,0.27028680912745123,-0.949491658464938,-1.032045491542279,-0.37650111285569904,1.4812110745397293
2.0500465138128416,0.8442410448303672,-1.179174451844177,0.9677184326591934,1.4930778846442667,0.552426636584196,0.0816371710999742,0.349314234322766,0.009812848858397198,0.9427389581852176,0.27028680912745123,-1.0539191176792624,-1.1880910495444927,-0.4822581275185828,1.4812110745397293
1.9155928339378947,0.8329645243932323,-1.185868656133532,0.9574083277306947,1.4866126488528055,0.552426636584196,0.07894228427762298,0.07251845215472613,0.13304787025324288,0.9427389581852176,0.27028680912745123,-1.054178242888231,-1.1880910495444927,-0.4822581275185828,-0.6891606520304231
1.7363212607712994,0.7991349630818277,-1.4212368789472585,0.9251892498291362,1.2865247480653528,1.5059783468664687,0.2283012039317859,-1.0014491826572685,0.6049082811203494,1.1381539150340332,0.27028680912745123,-1.254741154629886,-0.9593303845820638,-0.48870130698333836,-0.5527735823093657
1.534640740958879,0.7991349630818277,-1.4212368789472585,0.9251892498291362,1.2865247480653528,1.5059783468664687,0.2283012039317859,-1.0014491826572685,0.6049082811203494,1.1381539150340332,0.27028680912745123,-1.254741154629886,-0.9593303845820638,-0.48870130698333836,-0.5527735823093657
2.520634393375156,0.9274053830542369,-1.1438290531963817,1.0450442196229337,1.5277449248364101,0.552426636584196,0.1073422454054792,-0.7541782839204861,-0.9176928384817574,0.959023537922619,0.27028680912745123,-1.0629884999931616,-1.0323108751443235,-0.41377157338027626,1.5348484214934182
2.3637717668543843,0.9147192975624602,-1.150791025657311,1.0334453515783726,1.521168219462338,0.552426636584196,0.10444005959679314,-0.4035702931743024,-0.7636490617382002,0.959023537922619,0.27028680912745123,-1.0625998121797087,-1.0323108751443235,-0.41377157338027626,1.5348484214934182
2.206909140333613,0.9006236470160417,-1.1580207662898148,1.0205577204177494,1.5142571053404317,0.552426636584196,0.10143422429493956,-0.05665291285702567,-0.6112267984340489,0.959023537922619,0.27028680912745123,-1.0624702495752243,-1.0047109805316872,-0.41377157338027626,1.3547045687311936
2.072455460458666,0.8935758217428322,-1.1374026170786007,1.0141139048374375,1.5309775427321408,-1.3546767839803469,0.08060067616830068,0.13894943987505576,-0.5252865861455381,0.9248259204740763,0.27028680912745123,-1.0385011677456337,-1.0047109805316872,-0.37650111285569904,1.3547045687311936
1.938001780583719,0.8837088663603392,-1.142891864595872,1.003803799908939,1.5257384723494052,-1.3546767839803469,0.07832038731861882,0.3972921698985597,-0.4117806453871276,0.9248259204740763,0.27028680912745123,-1.0385011677456337,-1.032045491542279,-0.37650111285569904,1.4812110745397293
1.8259570473545974,0.8808897362510556,-1.0522523385180036,1.0012262736768143,1.6009804406120964,0.552426636584196,0.006594938046807173,0.4637231576188893,-0.382593403477822,0.796177740548606,0.27028680912745123,-0.949491658464938,-1.032045491542279,-0.37650111285569904,1.4812110745397293
1.7139123141254748,0.8470601749396509,-1.1992570647122422,0.970295958891318,1.4764689168351688,-0.4011250736980768,0.09915393544525769,0.4194358324720029,-0.01937439305090846,0.9687942857650598,0.27028680912745123,-1.0750378222101988,-1.1880910495444927,-0.4822581275185828,1.4812110745397293
1.5570496876047035,0.835783654502516,-1.1841281630182996,0.9599858539628193,1.4881732230093654,0.552426636584196,0.07966783072979443,0.14264005030396304,0.10223911490453139,0.9427389581852176,0.27028680912745123,-1.0540486802837468,-1.1880910495444927,-0.4822581275185828,-0.6891606520304231
1.4225960077297566,0.8090019184643208,-1.3621939971151462,0.9342105916415726,1.3371319385709257,0.552426636584196,0.19420052067972518,-0.6471505814821774,0.44762147749798054,1.1006993816380104,0.27028680912745123,-1.2074508039931264,-1.144833522411226,-0.4822581275185828,-0.6891606520304231
1.1985065412715121,0.7991349630818277,-1.4212368789472585,0.9251892498291362,1.2865247480653528,1.5059783468664687,0.2283012039317859,-1.0014491826572685,0.6049082811203494,1.1381539150340332,0.27028680912745123,-1.254741154629886,-0.9593303845820638,-0.48870130698333836,-0.5527735823093657
