lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
178.117,-56.047,66.000,901.000,-146.727,-73.828,0.315,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
179.117,-56.047,66.000,901.000,-144.727,-73.794,0.319,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
177.117,-55.047,66.000,901.000,-148.842,-72.852,0.295,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
178.117,-55.047,66.000,901.000,-146.901,-72.830,0.300,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
179.117,-55.047,66.000,901.000,-144.966,-72.797,0.305,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
176.117,-54.047,66.000,901.000,-150.825,-71.865,0.275,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
177.117,-54.047,66.000,901.000,-148.940,-71.853,0.280,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
178.117,-54.047,66.000,901.000,-147.057,-71.831,0.285,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
179.117,-54.047,66.000,901.000,-145.179,-71.799,0.290,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
175.117,-53.047,66.000,901.000,-152.696,-70.867,0.255,2011.000,-163.660,-56.980,1.950,-59.400,5.640,139.090,0.120,192.990,901.000,865.000,0.060,8.040,0.990,-1.680,-4.270,3.700,3.840,148.320,-3.270,2.020,57.880,0.010,8.430,126.250,2.320
