lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
158.000,-59.000,99.000,801.000,-145.987,-78.056,0.120,1968.000,-146.570,-71.170,11.020,-4.680,3.370,-134.030,0.190,179.140,983.000,879.000,3.340,7.640,10.990,-0.900,-2.340,-2.430,-9.260,-21.160,8.640,-3.340,14.350,0.090,37.060,53.900,1.820
159.000,-59.000,99.000,901.000,113.321,-83.941,0.331,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
160.000,-59.000,99.000,901.000,113.128,-84.455,0.331,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
158.000,-58.000,99.000,901.000,122.100,-83.362,0.314,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
159.000,-58.000,99.000,901.000,122.751,-83.887,0.314,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
160.000,-58.000,99.000,901.000,123.443,-84.413,0.314,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
161.000,-58.000,99.000,901.000,124.190,-84.938,0.314,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
158.000,-57.000,99.000,901.000,130.437,-83.153,0.297,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
159.000,-57.000,99.000,901.000,131.782,-83.675,0.297,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
160.000,-57.000,99.000,901.000,133.293,-84.196,0.296,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
161.000,-57.000,99.000,901.000,135.017,-84.714,0.296,2564.000,-169.610,-70.490,12.740,-11.290,4.430,-165.510,0.170,203.020,983.000,8680.000,0.090,8.640,12.490,-2.490,-4.290,-1.110,-8.960,-23.800,8.200,-3.620,30.550,0.140,22.160,88.460,2.210
