lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
161.000,-59.000,94.000,901.000,111.484,-83.665,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.000,-59.000,94.000,901.000,111.142,-84.178,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.000,-59.000,94.000,901.000,110.651,-84.691,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.000,-58.000,94.000,901.000,120.541,-83.646,0.341,2005.000,-162.270,-69.890,6.770,-23.810,3.590,-141.410,0.190,201.110,983.000,879.000,2.480,2.480,6.200,-2.730,-2.800,-2.240,-6.030,-55.790,3.390,-4.990,32.310,0.080,4.820,92.130,2.220
162.000,-58.000,94.000,901.000,121.009,-84.173,0.340,2005.000,-162.270,-69.890,6.770,-23.810,3.590,-141.410,0.190,201.110,983.000,879.000,2.480,2.480,6.200,-2.730,-2.800,-2.240,-6.030,-55.790,3.390,-4.990,32.310,0.080,4.820,92.130,2.220
163.000,-58.000,94.000,901.000,121.485,-84.701,0.339,2005.000,-162.270,-69.890,6.770,-23.810,3.590,-141.410,0.190,201.110,983.000,879.000,2.480,2.480,6.200,-2.730,-2.800,-2.240,-6.030,-55.790,3.390,-4.990,32.310,0.080,4.820,92.130,2.220
164.000,-58.000,94.000,901.000,121.973,-85.229,0.338,2006.000,-161.740,-69.940,6.780,-8.580,3.580,-126.110,0.190,185.390,983.000,879.000,2.670,2.670,6.700,-1.010,-2.110,-2.890,-6.040,-40.490,4.590,-3.920,32.310,0.080,8.680,92.130,2.220
162.000,-57.000,94.000,901.000,130.580,-84.000,0.323,2005.000,-162.270,-69.890,6.770,-23.810,3.590,-141.410,0.190,201.110,983.000,879.000,2.480,2.480,6.200,-2.730,-2.800,-2.240,-6.030,-55.790,3.390,-4.990,32.310,0.080,4.820,92.130,2.220
163.000,-57.000,94.000,901.000,131.990,-84.526,0.322,2005.000,-162.270,-69.890,6.770,-23.810,3.590,-141.410,0.190,201.110,983.000,879.000,2.480,2.480,6.200,-2.730,-2.800,-2.240,-6.030,-55.790,3.390,-4.990,32.310,0.080,4.820,92.130,2.220
164.000,-57.000,94.000,901.000,133.608,-85.051,0.321,2006.000,-161.740,-69.940,6.780,-8.580,3.580,-126.110,0.190,185.390,983.000,879.000,2.670,2.670,6.700,-1.010,-2.110,-2.890,-6.040,-40.490,4.590,-3.920,32.310,0.080,8.680,92.130,2.220
161.000,-56.000,94.000,901.000,137.490,-83.157,0.308,2004.000,-162.780,-69.830,6.770,-23.830,3.590,-141.480,0.190,201.580,983.000,879.000,2.290,2.290,6.190,-2.730,-2.810,-2.240,-6.020,-55.880,3.380,-4.990,32.310,0.080,4.820,92.130,2.220
162.000,-56.000,94.000,901.000,139.390,-83.672,0.306,2005.000,-162.270,-69.890,6.770,-23.810,3.590,-141.410,0.190,201.110,983.000,879.000,2.480,2.480,6.200,-2.730,-2.800,-2.240,-6.030,-55.790,3.390,-4.990,32.310,0.080,4.820,92.130,2.220
