lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
173.000,-59.000,79.000,901.000,-165.988,-83.260,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.000,-59.000,79.000,901.000,-161.678,-83.378,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.000,-59.000,79.000,901.000,-157.247,-83.465,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.000,-59.000,79.000,901.000,-152.727,-83.521,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.000,-58.000,79.000,901.000,-167.853,-82.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.000,-58.000,79.000,901.000,-164.061,-82.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.000,-58.000,79.000,901.000,-160.164,-82.396,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.000,-58.000,79.000,901.000,-156.183,-82.474,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.000,-57.000,79.000,901.000,-169.456,-81.045,0.337,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
172.000,-57.000,79.000,901.000,-166.055,-81.191,0.339,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
173.000,-57.000,79.000,901.000,-162.564,-81.312,0.342,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
174.000,-57.000,79.000,901.000,-158.996,-81.409,0.344,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
172.000,-56.000,79.000,901.000,-164.612,-80.218,0.323,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
173.000,-56.000,79.000,901.000,-161.369,-80.331,0.325,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
170.000,-55.000,79.000,901.000,-169.326,-78.969,0.302,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
171.000,-55.000,79.000,901.000,-166.408,-79.115,0.303,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
172.000,-55.000,79.000,901.000,-163.427,-79.241,0.306,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
170.000,-54.000,79.000,813.000,-168.020,-78.003,0.285,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
171.000,-54.000,79.000,813.000,-165.254,-78.141,0.287,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
172.000,-54.000,79.000,901.000,-162.438,-78.259,0.289,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
170.000,-53.000,79.000,813.000,-166.905,-77.033,0.268,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
171.000,-53.000,79.000,813.000,-164.274,-77.163,0.270,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
172.000,-53.000,79.000,813.000,-161.600,-77.275,0.273,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
170.000,-52.000,79.000,813.000,-165.944,-76.058,0.251,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
171.000,-52.000,79.000,813.000,-163.430,-76.182,0.253,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
172.000,-52.000,79.000,813.000,-160.881,-76.289,0.256,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
169.000,-51.000,79.000,813.000,-167.483,-74.945,0.232,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
170.000,-51.000,79.000,813.000,-165.106,-75.080,0.234,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
171.000,-51.000,79.000,813.000,-162.696,-75.199,0.236,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
172.000,-51.000,79.000,813.000,-160.256,-75.301,0.240,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
168.000,-50.000,79.000,813.000,-168.915,-73.824,0.213,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
169.000,-50.000,79.000,813.000,-166.658,-73.970,0.215,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
170.000,-50.000,79.000,813.000,-164.369,-74.100,0.217,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
171.000,-50.000,79.000,813.000,-162.052,-74.213,0.220,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
167.000,-49.000,79.000,813.000,-170.261,-72.697,0.195,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
168.000,-49.000,79.000,813.000,-168.108,-72.851,0.196,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
169.000,-49.000,79.000,813.000,-165.925,-72.992,0.197,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
170.000,-49.000,79.000,813.000,-163.716,-73.117,0.200,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
165.000,-48.000,79.000,813.000,-173.564,-71.385,0.178,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
166.000,-48.000,79.000,813.000,-171.533,-71.562,0.177,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
167.000,-48.000,79.000,813.000,-169.473,-71.726,0.177,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
168.000,-48.000,79.000,813.000,-167.385,-71.876,0.178,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
169.000,-48.000,79.000,813.000,-165.271,-72.011,0.180,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
163.000,-47.000,79.000,801.000,-172.197,-67.033,0.106,2111.000,-167.000,-61.410,-2.340,163.020,5.070,155.150,0.190,200.150,901.000,865.000,0.810,6.800,-2.240,0.680,-4.600,2.130,7.390,157.270,-6.820,2.860,43.360,0.000,7.190,106.820,2.190
164.000,-47.000,79.000,801.000,-170.910,-66.577,0.095,2113.000,-166.240,-61.540,-2.400,163.490,5.040,155.020,0.190,199.480,901.000,865.000,0.420,7.190,-2.310,0.680,-4.570,2.130,7.430,157.380,-6.860,2.860,43.160,0.000,6.460,106.540,2.180
165.000,-47.000,79.000,813.000,-172.744,-70.422,0.161,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
166.000,-47.000,79.000,813.000,-170.766,-70.594,0.160,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
167.000,-47.000,79.000,813.000,-168.762,-70.752,0.160,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
168.000,-47.000,79.000,813.000,-166.733,-70.898,0.161,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
161.000,-46.000,79.000,833.000,168.866,-76.401,0.290,2174.000,179.860,-60.180,-1.710,172.780,4.980,176.370,0.160,192.780,901.000,943.000,0.080,6.880,-1.700,0.220,-4.970,0.320,6.690,175.320,-6.670,0.550,10.770,0.000,58.210,75.120,1.970
162.000,-46.000,79.000,833.000,171.650,-76.183,0.283,2174.000,179.860,-60.180,-1.710,172.780,4.980,176.370,0.160,192.780,901.000,943.000,0.080,6.880,-1.700,0.220,-4.970,0.320,6.690,175.320,-6.670,0.550,10.770,0.000,58.210,75.120,1.970
163.000,-46.000,79.000,833.000,174.357,-75.943,0.275,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
164.000,-46.000,79.000,833.000,176.983,-75.682,0.265,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
165.000,-46.000,79.000,833.000,179.528,-75.400,0.255,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
166.000,-46.000,79.000,813.000,-170.070,-69.622,0.142,2115.000,-165.580,-61.660,-2.460,160.130,5.020,151.060,0.160,202.720,901.000,865.000,0.080,7.530,-2.310,0.840,-4.390,2.430,7.460,153.670,-6.680,3.310,43.790,0.000,6.460,154.310,2.210
