lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
178.767,-44.858,39.000,813.000,-157.392,-52.858,0.244,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
179.767,-44.858,39.000,901.000,-156.218,-52.858,0.256,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
177.767,-43.858,39.000,813.000,-158.558,-51.856,0.229,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
178.767,-43.858,39.000,813.000,-157.390,-51.858,0.242,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
179.767,-43.858,39.000,813.000,-156.223,-51.858,0.254,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
176.767,-42.858,39.000,813.000,-159.711,-50.851,0.216,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
177.767,-42.858,39.000,813.000,-158.550,-50.856,0.228,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
178.767,-42.858,39.000,813.000,-157.388,-50.858,0.241,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
179.767,-42.858,39.000,813.000,-156.227,-50.858,0.254,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
175.767,-41.858,39.000,806.000,-168.220,-54.012,0.146,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
176.767,-41.858,39.000,983.000,-159.697,-49.851,0.216,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
177.767,-41.858,39.000,983.000,-158.542,-49.856,0.228,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
178.767,-41.858,39.000,983.000,-157.387,-49.858,0.241,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
175.767,-40.858,39.000,806.000,-169.126,-53.169,0.130,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
176.767,-40.858,39.000,806.000,-168.064,-52.765,0.136,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
177.767,-40.858,39.000,806.000,-167.014,-52.359,0.144,906.000,-178.630,-48.690,2.870,14.220,2.450,164.550,0.180,245.350,901.000,823.000,0.090,6.890,2.780,0.700,-2.360,0.650,-1.430,72.010,0.440,1.360,83.840,0.050,11.100,132.500,2.460
