lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
125.267,-59.000,188.000,802.000,68.300,-51.790,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.267,-59.000,188.000,802.000,68.892,-52.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-59.000,188.000,802.000,69.485,-52.519,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-59.000,188.000,802.000,70.079,-52.888,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.267,-58.000,188.000,802.000,69.419,-51.074,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.267,-58.000,188.000,802.000,70.028,-51.442,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-58.000,188.000,802.000,70.638,-51.812,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-58.000,188.000,802.000,71.249,-52.186,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.267,-57.000,188.000,802.000,71.129,-50.720,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-57.000,188.000,802.000,71.756,-51.095,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-57.000,188.000,802.000,72.383,-51.472,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.267,-57.000,188.000,802.000,73.013,-51.852,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-56.000,188.000,802.000,72.839,-50.367,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-56.000,188.000,802.000,73.482,-50.748,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.267,-56.000,188.000,802.000,74.128,-51.132,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-55.000,188.000,802.000,73.889,-49.629,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-55.000,188.000,802.000,74.547,-50.014,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.267,-55.000,188.000,802.000,75.208,-50.402,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-54.000,188.000,802.000,74.908,-48.882,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-54.000,188.000,802.000,75.580,-49.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.267,-54.000,188.000,802.000,76.255,-49.662,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.267,-54.000,188.000,802.000,76.933,-50.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.267,-53.000,188.000,802.000,75.212,-47.736,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-53.000,188.000,802.000,75.896,-48.126,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-53.000,188.000,802.000,76.582,-48.518,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.267,-53.000,188.000,802.000,77.271,-48.913,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.267,-53.000,188.000,802.000,77.962,-49.310,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.267,-52.000,188.000,802.000,75.464,-46.578,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.267,-52.000,188.000,802.000,76.159,-46.969,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-52.000,188.000,802.000,76.856,-47.362,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-52.000,188.000,802.000,77.555,-47.758,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.267,-52.000,188.000,802.000,78.257,-48.155,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.267,-51.000,188.000,802.000,75.668,-45.409,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.267,-51.000,188.000,802.000,76.372,-45.800,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.267,-51.000,188.000,802.000,77.079,-46.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.267,-51.000,188.000,802.000,77.788,-46.590,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.267,-51.000,188.000,802.000,78.499,-46.989,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.267,-50.000,188.000,802.000,75.827,-44.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.267,-50.000,188.000,802.000,76.540,-44.621,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.267,-50.000,188.000,802.000,77.255,-45.016,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.267,-50.000,188.000,802.000,77.973,-45.412,,,,,,,,,,,,,,,,,,,,,,,,,,,
