lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
133.237,-59.000,226.000,802.000,92.748,-51.807,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.237,-59.000,226.000,802.000,93.527,-51.991,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.237,-59.000,226.000,802.000,94.308,-52.178,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.237,-59.000,226.000,802.000,95.092,-52.367,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.237,-59.000,226.000,802.000,95.877,-52.558,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.237,-59.000,226.000,802.000,96.664,-52.750,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.237,-58.000,226.000,802.000,94.891,-51.246,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.237,-58.000,226.000,802.000,95.682,-51.436,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.237,-58.000,226.000,802.000,96.476,-51.628,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.237,-58.000,226.000,802.000,97.272,-51.822,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.237,-57.000,226.000,802.000,96.250,-50.502,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.237,-57.000,226.000,802.000,97.052,-50.695,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.237,-57.000,226.000,802.000,97.856,-50.891,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.237,-56.000,226.000,802.000,95.987,-49.372,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.237,-56.000,226.000,802.000,96.795,-49.565,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.237,-56.000,226.000,802.000,97.605,-49.760,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.237,-56.000,226.000,802.000,98.417,-49.957,,,,,,,,,,,,,,,,,,,,,,,,,,,
