index,lon,lat,age,plate_id
0,142.0,-58.99999999999994,120,802
1,143.0,-58.99999999999994,120,802
2,144.0,-58.99999999999994,120,802
3,145.0,-58.99999999999994,120,802
4,142.0,-57.99999999999994,120,802
5,143.0,-57.99999999999994,120,802
6,144.0,-57.99999999999994,120,802
7,141.0,-56.99999999999994,120,802
8,142.0,-56.99999999999994,120,802
9,143.0,-56.99999999999994,120,802
10,144.0,-56.99999999999994,120,802
11,141.0,-55.99999999999994,120,802
12,142.0,-55.99999999999994,120,802
13,143.0,-55.99999999999994,120,802
14,141.0,-54.99999999999994,120,802
15,142.0,-54.99999999999994,120,802
16,143.0,-54.99999999999994,120,802
17,139.0,-53.99999999999994,120,802
18,140.0,-53.99999999999994,120,802
19,141.0,-53.99999999999994,120,801
20,142.0,-53.99999999999994,120,801
21,143.0,-53.99999999999994,120,801
22,138.0,-52.99999999999994,120,802
23,139.0,-52.99999999999994,120,802
24,140.0,-52.99999999999994,120,802
25,141.0,-52.99999999999994,120,801
26,142.0,-52.99999999999994,120,801
27,138.0,-51.99999999999994,120,802
28,139.0,-51.99999999999994,120,802
29,140.0,-51.99999999999994,120,802
30,141.0,-51.99999999999994,120,801
31,138.0,-50.99999999999994,120,802
32,139.0,-50.99999999999994,120,802
33,140.0,-50.99999999999994,120,801
34,138.0,-49.99999999999994,120,801
35,139.0,-49.99999999999994,120,801
36,140.0,-49.99999999999994,120,801
37,138.0,-48.99999999999994,120,801
38,139.0,-48.99999999999994,120,801
39,140.0,-48.99999999999994,120,801
40,138.0,-47.99999999999994,120,801
41,139.0,-47.99999999999994,120,801
42,140.0,-47.99999999999994,120,801
43,141.0,-47.99999999999994,120,801
44,138.0,-46.99999999999994,120,801
45,139.0,-46.99999999999994,120,801
46,140.0,-46.99999999999994,120,801
47,139.0,-45.99999999999994,120,801
48,140.0,-45.99999999999994,120,801
49,139.0,-44.99999999999994,120,801
50,140.0,-44.99999999999994,120,801
51,138.0,-43.99999999999994,120,801
52,139.0,-43.99999999999994,120,801
53,140.0,-43.99999999999994,120,801
