distance_deg,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,dist_nearest_edge_deg,dist_from_start_deg,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,seafloor_age_ma,carbonate_sediment_thickness_m,total_sediment_thick_m,lon,lat,prob,var
0.3016956390041975,-1.4667923951189583,-3.99656990284468,-1.7580832795199248,0.7866264801148412,0.23159356523196561,-0.6323774974537548,0.3212510681751969,-0.7559508554776088,-0.6023247846426958,-0.0014501925506655083,-0.39027992842247766,-0.6408935301945692,1.7107481587520406,0.2527535388206321,169.0,-40.338,0.1985376640209687,0.003048819455171368
0.3196437662333272,-1.3623251909022,-3.711024423670399,-1.6176626049753287,0.7409104846768271,0.23159356523196561,-0.6210162620345735,0.9410607172038079,-0.5816443299696006,-0.6023247846426958,0.0022684518753501356,-0.3962077407389419,-0.6561483615955558,2.058282278797247,0.1312561273639505,168.0,-39.338,0.18927213586297192,0.002981292018625594
0.12221436671289596,-1.4128738381038572,-3.87389767317871,-1.6857453562696783,0.7651971072532721,0.23159356523196561,-0.6266968797441641,0.6284610681285084,-0.6695554471823351,-0.6023247846426958,0.0022684518753501356,-0.3932438345807098,-0.36090381218896006,1.3584663048264354,0.3182901034964706,169.0,-39.338,0.18579863795312818,0.0022597250670684833
0.4273325296081081,-0.7557414244823144,-1.0480024548493825,-1.1666143776502618,0.7067533630853564,0.23159356523196561,-0.7076456821058311,1.8303528223318155,-0.03144199293127911,-0.1745412909694077,0.013424385153397398,-0.08796150028280286,-0.6605976874208436,1.3689113193633131,-0.21171270439807782,166.0,-38.338,0.1866302353952073,0.004706886341194191
0.2657993845459372,-0.7961803422436401,-1.5123833531752586,-1.2602281606799928,0.7613008576420777,0.23159356523196561,-0.7151522126506473,2.2399661556028976,-0.14663587065831057,-0.1745412909694077,0.009705740727381588,-0.08418925608141653,-0.6605976874208436,1.4695632776277718,-0.17303646767081526,167.0,-38.338,0.19621979845860743,0.004837056007754559
0.08631811225463565,-0.8062900716839715,-1.7931993006033822,-1.307035052194858,0.7837692303999654,0.23159356523196561,-0.7189054779230555,2.283083348578801,-0.20423280952182632,-0.1745412909694077,0.009705740727381588,-0.08230313398072336,-0.6605976874208436,1.6006007327267842,-0.11362748394154483,168.0,-38.338,0.2061082199445532,0.0040334637667888956
-0.07521503280753573,-1.261227896498886,-2.2448695823614586,-1.3793729754451045,0.8127313525098435,0.23159356523196561,-0.724687535234603,1.9758733486254898,-0.29062821781709985,-0.1745412909694077,0.009705740727381588,-0.07987811985126064,-0.484531508334456,1.5740134229965497,0.3170382321202899,169.0,-38.338,0.18499861667031767,0.0029203670292333316
0.6068138018994096,-0.745631695041983,-1.326453636404427,-1.1453385178707773,0.5194736317739467,0.8844136926030128,-0.5745569243382784,1.7279494890140448,-0.0026435234995210405,-0.4312113871733806,0.013424385153397398,-0.4377024269541913,-0.6605976874208436,1.3689113193633131,-0.21171270439807782,164.0,-37.338,0.19588576665346594,0.004189081636978563
0.40938440237897794,-0.745631695041983,-1.326453636404427,-1.1453385178707773,0.5194736317739467,0.8844136926030128,-0.5745569243382784,1.7279494890140448,-0.0026435234995210405,-0.4312113871733806,0.013424385153397398,-0.4377024269541913,-0.6605976874208436,1.3689113193633131,-0.21171270439807782,165.0,-37.338,0.21126612773472037,0.004569901418748364
0.21195500285854674,-0.7557414244823144,-1.0480024548493825,-1.1666143776502618,0.7067533630853564,0.23159356523196561,-0.7076456821058311,1.8303528223318155,-0.03144199293127911,-0.1745412909694077,0.013424385153397398,-0.08796150028280286,-0.6605976874208436,1.3689113193633131,-0.21171270439807782,166.0,-37.338,0.20405330205334388,0.005058290021539915
