trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
5.87,39.45,1.71,42.09,2.40,163.44,0.17,271.12,701,307048,3.67,3.67,1.27,1.15,-2.30,0.68,2.11,119.38,-1.03,1.83,204.33,0.03,771.21,6593.02,2.95
5.86,39.29,1.70,37.14,2.40,158.36,0.14,276.20,701,307048,3.68,3.83,1.36,1.03,-2.23,0.89,2.11,114.46,-0.87,1.92,204.33,0.02,771.21,6593.02,2.95
5.84,39.16,1.70,37.25,2.40,158.37,0.14,276.18,701,307048,3.54,3.97,1.35,1.03,-2.23,0.89,2.11,114.62,-0.88,1.92,204.33,0.02,771.21,6593.02,2.95
5.82,39.02,1.70,37.36,2.40,158.38,0.14,276.17,701,307048,3.41,4.10,1.35,1.03,-2.23,0.89,2.11,114.77,-0.89,1.92,204.33,0.02,771.21,6593.02,2.95
5.80,38.88,1.79,39.49,2.40,161.19,0.14,276.16,701,307051,3.27,4.24,1.38,1.14,-2.28,0.78,2.12,114.92,-0.89,1.92,204.33,0.02,771.21,6593.02,2.95
5.78,38.74,1.79,39.60,2.40,161.19,0.14,276.15,701,307051,3.13,4.38,1.38,1.14,-2.28,0.78,2.12,115.07,-0.90,1.92,204.33,0.02,771.21,6593.02,2.95
5.77,38.60,1.78,39.72,2.41,161.20,0.14,276.14,701,307051,2.99,4.52,1.37,1.14,-2.28,0.78,2.12,115.23,-0.90,1.92,204.33,0.02,771.21,6593.02,2.95
5.74,38.46,1.78,34.34,2.41,155.72,0.14,281.60,701,307051,2.85,4.66,1.47,1.00,-2.19,0.99,2.12,109.90,-0.72,2.00,204.33,0.02,771.21,6593.02,2.95
5.70,38.33,1.78,34.33,2.41,155.82,0.14,281.58,701,307052,2.71,4.80,1.47,1.00,-2.20,0.99,2.13,110.06,-0.73,2.00,204.33,0.02,771.21,6593.02,2.95
5.66,38.18,1.78,34.81,2.41,156.20,0.16,281.18,701,307052,2.56,4.95,1.46,1.01,-2.21,0.97,2.13,110.60,-0.75,1.99,208.15,0.03,771.21,6593.02,2.95
5.63,38.03,1.77,34.93,2.41,156.21,0.16,281.16,701,307052,2.40,5.11,1.45,1.01,-2.21,0.97,2.13,110.77,-0.76,1.99,208.15,0.03,771.21,6593.02,2.95
5.59,37.87,1.87,36.48,2.43,158.82,0.16,281.14,701,307053,2.24,5.27,1.50,1.11,-2.27,0.88,2.13,110.95,-0.76,1.99,208.15,0.03,771.21,6593.02,2.95
5.55,37.72,1.86,36.60,2.43,158.83,0.16,281.11,701,307053,2.09,5.42,1.49,1.11,-2.27,0.88,2.14,111.12,-0.77,1.99,208.15,0.03,771.21,6593.02,2.95
5.51,37.55,1.86,39.36,2.43,161.47,0.18,278.46,701,307053,1.91,5.60,1.44,1.18,-2.30,0.77,2.14,113.94,-0.87,1.95,208.15,0.03,771.21,6593.02,2.95
5.48,37.37,1.85,39.51,2.43,161.48,0.18,278.44,701,307053,1.73,5.78,1.43,1.18,-2.31,0.77,2.14,114.14,-0.88,1.95,208.15,0.03,771.21,6593.02,2.95
5.44,37.18,2.12,44.49,2.44,168.98,0.18,278.42,701,307055,1.55,5.96,1.51,1.48,-2.39,0.47,2.15,114.34,-0.88,1.95,208.15,0.03,771.21,6593.02,2.95
5.41,37.00,2.11,44.63,2.44,168.98,0.18,278.40,701,307055,1.36,6.15,1.50,1.48,-2.40,0.47,2.15,114.54,-0.89,1.95,208.15,0.03,771.21,6593.02,2.95
5.35,36.85,2.11,20.68,2.44,144.94,0.13,302.40,701,307055,1.20,6.31,1.97,0.74,-2.00,1.40,2.15,90.68,-0.03,2.15,208.15,0.03,771.21,6593.02,2.95
5.26,36.74,2.10,20.74,2.44,144.95,0.13,302.35,701,307055,1.07,6.44,1.97,0.74,-2.00,1.40,2.15,90.83,-0.03,2.15,208.15,0.03,771.21,6593.02,2.95
5.17,36.63,2.10,20.79,2.44,144.96,0.13,302.29,701,307055,0.93,6.58,1.96,0.74,-2.00,1.40,2.15,90.99,-0.04,2.15,208.15,0.03,74.37,6593.02,2.95
5.08,36.51,2.12,25.66,2.31,147.78,0.13,302.24,701,307058,0.80,6.71,1.91,0.92,-1.95,1.23,2.15,91.15,-0.04,2.15,151.08,0.03,74.37,2801.57,2.34
4.99,36.40,2.11,25.72,2.31,147.79,0.13,302.19,701,307058,0.67,6.84,1.90,0.92,-1.95,1.23,2.15,91.31,-0.05,2.15,151.08,0.03,74.37,2801.57,2.34
4.90,36.29,2.11,25.78,2.31,147.80,0.13,302.13,701,307058,0.53,6.98,1.90,0.92,-1.95,1.23,2.15,91.46,-0.05,2.15,151.08,0.03,74.37,2801.57,2.34
4.80,36.20,2.10,1.79,2.31,123.78,0.12,326.10,701,307058,0.41,7.10,2.10,0.07,-1.28,1.92,-2.15,67.58,0.82,1.99,151.08,0.03,74.37,2801.57,2.34
4.68,36.13,2.10,1.79,2.31,123.79,0.12,326.03,701,307058,0.29,7.22,2.10,0.07,-1.28,1.92,-2.15,67.70,0.81,1.99,151.08,0.03,74.37,2801.57,2.34
4.56,36.07,1.97,2.13,2.24,121.23,0.12,325.96,701,307060,0.18,7.33,1.97,0.07,-1.16,1.91,-2.15,67.83,0.81,1.99,151.08,0.03,74.37,2801.57,2.34
4.44,36.00,1.96,2.13,2.24,121.24,0.12,325.89,701,307060,0.06,7.45,1.96,0.07,-1.16,1.91,-2.14,67.96,0.80,1.99,151.08,0.03,74.37,2801.57,2.34
4.38,35.97,1.96,12.08,2.24,131.19,0.00,315.91,701,307060,0.00,7.51,1.92,0.41,-1.47,1.68,-2.14,77.97,0.45,2.10,151.08,0.00,74.37,2801.57,2.34
4.38,35.97,1.97,12.18,2.24,131.36,0.00,315.90,701,714001,0.00,0.00,1.92,0.41,-1.48,1.68,-2.14,77.97,0.45,2.10,151.08,0.00,74.37,2801.57,2.34
4.33,35.95,1.96,-7.26,2.24,111.93,0.10,335.30,701,714001,0.05,0.05,1.95,-0.25,-0.84,2.07,-2.14,58.59,1.12,1.83,151.08,0.02,74.37,2801.57,2.34
4.22,35.91,1.89,-7.11,2.20,110.42,0.10,335.24,701,714002,0.15,0.15,1.88,-0.23,-0.77,2.06,-2.14,58.69,1.11,1.83,151.08,0.02,74.37,2801.57,2.34
4.11,35.90,1.89,-47.38,-2.20,70.21,0.09,15.40,701,714002,0.24,0.24,1.28,-1.39,0.74,2.07,-2.14,18.53,2.03,0.68,151.08,0.01,74.37,2801.57,2.34
4.01,35.92,1.71,-50.10,-2.19,65.16,0.09,15.34,701,714003,0.33,0.33,1.10,-1.31,0.92,1.99,-2.13,18.57,2.02,0.68,151.08,0.01,74.37,2801.57,2.34
3.90,35.95,1.71,-53.02,-2.19,62.34,0.09,18.10,701,714003,0.42,0.42,1.03,-1.36,1.02,1.94,-2.13,15.77,2.05,0.58,151.08,0.01,74.37,2801.57,2.34
3.80,35.98,1.54,-56.15,-2.20,57.47,0.09,18.04,701,714004,0.51,0.51,0.86,-1.28,1.19,1.86,-2.13,15.80,2.05,0.58,151.08,0.01,74.37,2801.57,2.34
3.68,36.01,1.54,-56.85,-2.20,56.91,0.11,18.54,701,714004,0.61,0.61,0.84,-1.29,1.20,1.85,-2.12,15.26,2.05,0.56,151.08,0.01,74.37,2801.57,2.34
3.55,36.04,1.33,-61.40,-2.23,51.02,0.11,18.46,701,714005,0.72,0.72,0.64,-1.17,1.40,1.73,-2.12,15.30,2.04,0.56,151.08,0.01,74.37,2801.57,2.34
3.39,36.05,1.33,-34.25,-2.23,78.33,0.15,351.07,701,714005,0.85,0.85,1.10,-0.75,0.45,2.18,-2.11,42.68,1.55,1.43,151.08,0.02,74.37,2801.57,2.34
3.21,36.03,1.15,-34.14,-2.16,74.03,0.15,350.97,701,714006,0.99,0.99,0.95,-0.64,0.59,2.08,-2.11,42.80,1.55,1.43,151.08,0.02,74.37,2801.57,2.34
3.03,35.99,1.14,-26.93,-2.16,81.41,0.16,343.49,701,714006,1.15,1.15,1.02,-0.52,0.32,2.13,-2.10,50.30,1.34,1.62,151.08,0.02,74.37,2801.57,2.34
2.84,35.95,1.03,-24.48,-2.08,79.08,0.16,343.38,701,714007,1.31,1.31,0.94,-0.43,0.39,2.04,-2.10,50.45,1.34,1.62,151.08,0.02,74.37,2801.57,2.34
2.66,35.90,1.02,-22.93,-2.08,80.78,0.14,341.60,701,714007,1.46,1.46,0.94,-0.40,0.33,2.06,-2.09,52.28,1.28,1.66,151.08,0.01,74.37,2801.57,2.34
2.50,35.86,0.92,-22.93,-2.06,78.11,0.14,341.50,701,714008,1.59,1.59,0.85,-0.36,0.42,2.01,-2.09,52.41,1.27,1.66,151.08,0.01,74.37,2801.57,2.34
2.36,35.81,0.91,-13.98,-2.06,87.19,0.13,332.36,701,714008,1.72,1.72,0.89,-0.22,0.10,2.06,-2.09,61.60,0.99,1.84,130.66,0.01,74.37,2254.04,2.78
2.22,35.75,0.85,-15.48,-2.07,85.52,0.13,332.28,701,714009,1.85,1.85,0.82,-0.23,0.16,2.06,-2.08,61.74,0.99,1.84,130.66,0.01,74.37,2254.04,2.78
2.07,35.68,0.85,-13.45,-2.07,87.66,0.15,330.07,701,714009,1.99,1.99,0.82,-0.20,0.08,2.07,-2.08,64.01,0.91,1.87,130.66,0.01,74.37,2254.04,2.78
1.91,35.61,0.78,-16.69,-2.10,85.82,0.15,329.98,701,714010,2.14,2.14,0.75,-0.22,0.15,2.09,-2.08,64.18,0.91,1.87,130.66,0.01,74.37,2254.04,2.78
1.74,35.54,0.78,-24.82,-2.10,77.88,0.15,337.85,701,714010,2.29,2.29,0.70,-0.33,0.44,2.05,-2.07,56.38,1.15,1.73,130.66,0.01,74.37,2254.04,2.78
1.57,35.48,0.77,-25.01,-2.10,77.89,0.15,337.74,701,714010,2.44,2.44,0.70,-0.33,0.44,2.05,-2.07,56.54,1.14,1.73,130.66,0.01,74.37,2254.04,2.78
1.39,35.42,0.63,-4.16,-1.84,74.31,0.15,337.64,701,714011,2.60,2.60,0.63,-0.05,0.50,1.77,-2.07,56.70,1.13,1.73,130.66,0.01,74.37,2099.35,2.78
1.22,35.36,0.63,-4.20,-1.84,74.33,0.15,337.54,701,714011,2.75,2.75,0.63,-0.05,0.50,1.77,-2.06,56.86,1.13,1.73,130.66,0.01,74.37,2099.35,2.78
1.04,35.31,0.62,-4.93,-1.84,73.67,0.15,338.12,701,714011,2.91,2.91,0.62,-0.05,0.52,1.77,-2.06,56.34,1.14,1.71,130.66,0.01,74.37,2099.35,2.78
0.87,35.25,0.62,-4.98,-1.84,73.69,0.15,338.02,701,714011,3.06,3.06,0.61,-0.05,0.52,1.77,-2.06,56.50,1.13,1.71,140.87,0.01,74.37,2099.35,2.54
0.69,35.19,0.58,22.84,-1.60,68.45,0.15,337.92,701,714012,3.21,3.21,0.54,0.23,0.59,1.49,-2.05,56.67,1.13,1.71,140.87,0.01,74.37,2099.35,2.54
0.52,35.13,0.58,23.08,-1.60,68.48,0.15,337.82,701,714012,3.37,3.37,0.53,0.23,0.59,1.49,-2.05,56.83,1.12,1.71,140.87,0.01,74.37,2099.35,2.54
0.34,35.08,0.57,17.62,-1.60,62.82,0.16,343.40,701,714012,3.52,3.52,0.54,0.17,0.73,1.42,-2.04,51.31,1.28,1.59,140.87,0.01,74.37,1829.97,2.54
0.15,35.04,0.56,17.83,-1.60,62.85,0.16,343.29,701,714012,3.69,3.69,0.54,0.17,0.73,1.42,-2.04,51.47,1.27,1.59,140.87,0.01,74.37,1829.97,2.54
-0.04,34.99,0.66,49.43,-1.37,52.80,0.16,343.18,701,714013,3.85,3.85,0.43,0.50,0.83,1.09,-2.03,51.64,1.26,1.59,140.87,0.01,27.85,1829.97,2.54
-0.23,34.94,0.66,49.87,-1.37,52.83,0.16,343.07,701,714013,4.01,4.01,0.42,0.50,0.83,1.09,-2.03,51.80,1.25,1.59,140.87,0.01,27.85,1829.97,2.54
-0.39,34.91,0.65,45.83,-1.37,48.46,0.10,347.37,701,714013,4.14,4.14,0.45,0.47,0.91,1.03,-2.03,47.55,1.37,1.49,140.87,0.01,27.85,1829.97,2.54
-0.51,34.88,0.65,46.10,-1.37,48.48,0.10,347.30,701,714013,4.24,4.24,0.45,0.47,0.91,1.03,-2.02,47.65,1.36,1.49,140.62,0.01,27.85,1788.62,2.55
-0.62,34.86,0.69,60.19,-1.35,41.51,0.10,347.23,701,714014,4.34,4.34,0.34,0.60,1.01,0.90,-2.02,47.74,1.36,1.49,140.62,0.00,27.85,1788.62,2.55
-0.74,34.84,0.69,60.49,-1.35,41.53,0.10,347.16,701,714014,4.44,4.44,0.34,0.60,1.01,0.90,-2.02,47.84,1.35,1.49,140.62,0.00,27.85,1788.62,2.55
-0.87,34.82,0.69,59.03,-1.35,39.77,0.11,348.86,701,714014,4.55,4.55,0.35,0.59,1.04,0.86,-2.01,46.17,1.39,1.45,140.62,0.00,27.85,1788.62,2.55
-1.00,34.80,0.69,59.35,-1.35,39.79,0.11,348.79,701,714014,4.65,4.65,0.35,0.59,1.04,0.86,-2.01,46.27,1.39,1.45,140.62,0.00,27.85,1788.62,2.55
-1.12,34.78,0.62,68.29,-1.45,37.33,0.11,348.71,701,714015,4.76,4.76,0.23,0.57,1.15,0.88,-2.01,46.38,1.38,1.45,140.62,0.00,27.85,1788.62,2.55
-1.25,34.76,0.62,68.68,-1.45,37.34,0.11,348.64,701,714015,4.78,4.87,0.22,0.57,1.15,0.88,-2.00,46.48,1.38,1.45,140.62,0.00,27.85,1788.62,2.55
-1.40,34.73,0.61,67.44,-1.45,35.69,0.13,350.22,701,714015,4.66,4.99,0.24,0.57,1.18,0.85,-2.00,44.93,1.42,1.41,140.62,0.00,27.85,1788.62,2.55
-1.55,34.71,0.61,67.90,-1.45,35.70,0.13,350.13,701,714015,4.53,5.12,0.23,0.57,1.18,0.85,-1.99,45.05,1.41,1.41,131.16,0.00,27.85,1684.23,2.78
-1.71,34.69,0.82,80.93,-1.41,25.26,0.13,350.04,701,714016,4.40,5.25,0.13,0.81,1.27,0.60,-1.99,45.17,1.40,1.41,131.16,0.00,27.85,1684.23,2.78
-1.87,34.67,0.82,81.30,-1.41,25.27,0.13,349.95,701,714016,4.26,5.38,0.12,0.81,1.27,0.60,-1.99,45.30,1.40,1.41,131.16,0.00,27.85,1684.23,2.78
-2.02,34.65,0.82,80.26,-1.41,23.88,0.12,351.27,701,714016,4.14,5.51,0.14,0.81,1.29,0.57,-1.98,44.02,1.43,1.38,131.16,0.00,27.85,1684.23,2.78
-2.17,34.63,0.82,80.61,-1.40,23.89,0.12,351.18,701,714016,4.01,5.64,0.13,0.81,1.28,0.57,-1.98,44.14,1.42,1.38,131.16,0.00,27.85,1684.23,2.78
-2.32,34.61,1.05,89.65,-1.44,13.18,0.12,351.10,701,714017,3.89,5.76,0.01,1.05,1.41,0.33,-1.97,44.25,1.41,1.38,131.16,0.00,27.85,1684.23,2.78
-2.47,34.59,1.05,89.93,-1.44,13.19,0.12,351.01,701,714017,3.76,5.89,0.00,1.05,1.41,0.33,-1.97,44.37,1.41,1.38,131.16,0.00,27.85,1684.23,2.78
-2.63,34.57,1.05,88.50,-1.44,11.47,0.14,352.65,701,714017,3.63,6.02,0.03,1.05,1.41,0.29,-1.96,42.77,1.44,1.33,122.20,0.00,90.55,1732.77,2.74
-2.80,34.55,1.05,88.82,-1.44,11.47,0.14,352.55,701,714017,3.49,6.16,0.02,1.05,1.41,0.29,-1.96,42.90,1.44,1.33,122.20,0.00,90.55,1732.77,2.74
-2.98,34.53,-1.34,94.99,-1.55,-0.03,0.14,352.45,701,714018,3.34,6.31,-0.12,1.34,1.55,-0.00,-1.96,43.03,1.43,1.33,122.20,0.00,90.55,1732.77,2.74
-3.15,34.51,-1.34,95.24,-1.55,-0.03,0.14,352.36,701,714018,3.20,6.45,-0.12,1.34,1.55,-0.00,-1.95,43.17,1.42,1.33,122.20,0.00,90.55,1732.77,2.74
-3.30,34.51,1.34,82.47,-1.54,-13.04,0.12,5.27,701,714018,3.07,6.58,0.18,1.33,1.50,-0.35,-1.95,30.27,1.68,0.98,122.20,0.00,90.55,1732.77,2.74
-3.44,34.52,1.34,82.67,-1.54,-13.04,0.12,5.19,701,714018,2.96,6.69,0.17,1.33,1.50,-0.35,-1.94,30.35,1.67,0.98,122.20,0.00,90.55,1732.77,2.74
-3.58,34.53,-1.53,90.30,-1.76,-17.95,0.12,5.11,701,714019,2.84,6.81,-0.01,1.53,1.68,-0.54,-1.94,30.44,1.67,0.98,113.15,0.00,77.90,1928.60,2.63
-3.72,34.54,-1.53,90.48,-1.76,-17.96,0.12,5.03,701,714019,2.72,6.93,-0.01,1.53,1.68,-0.54,-1.93,30.52,1.66,0.98,113.15,0.00,77.90,1928.60,2.63
-3.81,34.55,1.53,74.11,-1.76,-34.43,0.02,21.45,701,714019,2.66,6.99,0.42,1.47,1.45,-1.00,-1.93,14.09,1.87,0.47,113.15,0.00,77.90,1928.60,2.63
-3.88,34.57,-1.74,95.18,-1.76,-34.44,0.11,21.41,301,714019,2.59,7.06,-0.16,1.73,1.45,-1.00,-1.49,29.61,1.30,0.74,113.15,0.00,77.90,1928.60,2.63
-4.00,34.61,-1.74,95.17,-1.76,-34.45,0.11,21.34,301,714019,2.48,7.17,-0.16,1.73,1.45,-1.00,-1.49,29.63,1.30,0.74,113.15,0.00,77.90,1928.60,2.63
-4.13,34.65,-2.00,102.04,-2.10,-35.46,0.12,21.27,301,714020,2.37,7.28,-0.42,1.96,1.71,-1.22,-1.49,29.64,1.30,0.74,113.15,0.00,77.90,1928.60,2.63
-4.26,34.70,-2.00,102.04,-2.10,-35.47,0.12,21.19,301,714020,2.25,7.40,-0.42,1.96,1.71,-1.22,-1.49,29.65,1.29,0.74,113.15,0.00,77.90,1928.60,2.63
-4.37,34.79,2.00,57.15,-2.10,-80.37,0.16,66.02,301,714020,2.11,7.53,1.09,1.68,0.35,-2.07,-1.49,-15.23,1.44,-0.39,113.15,0.02,77.90,1928.60,2.63
-4.45,34.93,2.11,67.94,-2.43,-74.67,0.16,65.97,301,714021,1.96,7.69,0.79,1.96,0.64,-2.35,-1.49,-15.24,1.44,-0.39,113.15,0.01,77.90,1928.60,2.63
-4.44,35.05,2.11,5.66,2.43,-136.97,0.11,128.25,301,714021,1.82,7.83,2.10,0.21,-1.78,-1.66,-1.49,-77.54,0.32,-1.45,113.15,0.03,77.90,1928.60,2.63
-4.36,35.14,2.11,5.66,2.44,-136.98,0.11,128.30,301,714021,1.71,7.94,2.10,0.21,-1.78,-1.66,-1.49,-77.56,0.32,-1.45,113.15,0.03,77.90,1928.60,2.63
-4.27,35.23,2.03,23.00,2.73,-124.60,0.11,128.35,301,714022,1.60,8.05,1.87,0.79,-1.55,-2.25,-1.49,-77.59,0.32,-1.45,113.15,0.02,77.90,1928.60,2.63
-4.19,35.31,2.03,23.00,2.73,-124.61,0.11,128.40,301,714022,1.48,8.16,1.87,0.79,-1.55,-2.25,-1.49,-77.61,0.32,-1.45,113.15,0.02,77.90,1928.60,2.63
-4.06,35.42,2.03,12.21,2.73,-135.42,0.19,139.27,301,714022,1.33,8.32,1.99,0.43,-1.94,-1.92,-1.49,-88.44,0.04,-1.49,113.15,0.04,77.90,1928.60,2.63
-3.88,35.55,1.97,25.16,2.90,-126.84,0.19,139.37,301,714023,1.14,8.51,1.78,0.84,-1.74,-2.32,-1.49,-88.48,0.04,-1.49,113.15,0.04,77.90,1928.60,2.63
-3.74,35.64,1.97,23.37,2.90,-128.65,0.11,141.24,301,714023,0.99,8.66,1.81,0.78,-1.81,-2.27,1.49,-90.30,-0.01,-1.49,113.15,0.02,77.90,1928.60,2.63
-3.63,35.71,1.97,23.37,2.90,-128.66,0.11,141.30,301,714023,0.89,8.76,1.81,0.78,-1.81,-2.27,1.49,-90.33,-0.01,-1.49,110.02,0.02,77.90,2203.23,2.60
-3.53,35.77,1.90,34.93,3.01,-121.28,0.11,141.36,301,714024,0.78,8.87,1.55,1.09,-1.56,-2.57,1.49,-90.35,-0.01,-1.49,110.02,0.02,77.90,2203.23,2.60
-3.43,35.84,1.90,34.93,3.01,-121.29,0.11,141.42,301,714024,0.67,8.98,1.55,1.09,-1.56,-2.57,1.49,-90.37,-0.01,-1.49,110.02,0.02,90.55,2203.23,2.60
-3.30,35.92,1.90,33.13,3.01,-123.10,0.15,143.30,301,714024,0.54,9.11,1.59,1.04,-1.64,-2.52,1.49,-92.21,-0.06,-1.49,110.02,0.03,90.55,2203.23,2.60
-3.15,36.01,1.90,33.13,3.01,-123.12,0.15,143.39,301,714024,0.39,9.26,1.59,1.04,-1.65,-2.52,1.49,-92.24,-0.06,-1.49,110.02,0.03,90.55,2203.23,2.60
-2.99,36.10,1.88,42.40,3.11,-117.73,0.15,143.48,301,714025,0.23,9.42,1.39,1.27,-1.45,-2.76,1.49,-92.28,-0.06,-1.49,110.02,0.02,90.55,2203.23,2.60
-2.84,36.20,1.88,42.40,3.11,-117.75,0.15,143.57,301,714025,0.08,9.57,1.39,1.27,-1.45,-2.76,1.49,-92.31,-0.06,-1.49,110.02,0.02,90.55,2203.23,2.60
3.37,42.30,0.00,0.00,1.97,-157.58,0.03,184.38,701,307,0.01,12.08,0.00,0.00,-1.82,-0.75,1.97,-157.58,-1.82,-0.75,204.33,0.00,74.37,2273.38,2.95
3.42,42.39,0.00,0.00,-1.97,86.43,0.20,300.28,701,307,0.13,11.97,0.00,0.00,0.12,1.96,-1.97,86.43,0.12,1.96,204.33,0.00,74.37,2273.38,2.95
3.54,42.53,0.00,0.00,-1.97,76.44,0.14,310.13,701,307,0.29,11.80,0.00,0.00,0.46,1.91,-1.97,76.44,0.46,1.91,204.33,0.00,74.37,6593.02,2.95
3.66,42.63,0.00,0.00,-1.97,76.26,0.14,310.21,701,307,0.43,11.67,0.00,0.00,0.47,1.91,-1.97,76.26,0.47,1.91,204.33,0.00,74.37,6593.02,2.95
