trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
6.62,44.49,-0.30,157.91,2.52,-134.29,0.03,180.47,701,307,0.01,0.01,-0.27,0.11,-1.76,-1.80,2.65,-140.15,-2.03,-1.69,13.27,0.00,88.76,469.49,1.50
6.70,44.46,-0.29,135.06,2.52,-156.92,0.10,203.11,701,307,0.08,0.08,-0.21,0.21,-2.32,-0.99,2.65,-162.75,-2.53,-0.79,13.27,0.00,88.76,469.49,1.50
6.77,44.44,-0.33,-131.69,2.37,-166.81,0.00,203.16,701,307036,0.13,0.13,-0.22,-0.25,-2.31,-0.54,2.65,-162.76,-2.53,-0.79,13.27,0.00,88.76,469.49,1.50
6.84,44.42,-0.33,-131.82,2.37,-166.81,0.10,203.21,701,307036,0.18,0.18,-0.22,-0.25,-2.31,-0.54,2.65,-162.77,-2.53,-0.79,13.27,0.00,88.76,469.49,1.50
7.00,44.42,-0.33,-97.09,2.38,-131.74,0.15,168.23,701,307036,0.31,0.31,-0.04,-0.33,-1.58,-1.77,2.65,-127.73,-1.62,-2.10,13.27,0.00,88.76,469.49,1.50
7.20,44.45,0.44,-43.70,2.65,-137.36,0.15,168.37,701,307037,0.45,0.45,0.32,-0.31,-1.95,-1.79,2.66,-127.81,-1.63,-2.10,13.27,0.00,88.76,469.49,1.50
7.42,44.47,0.44,-52.10,2.65,-145.51,0.16,176.64,701,307037,0.61,0.61,0.27,-0.35,-2.18,-1.50,2.66,-136.01,-1.91,-1.85,13.27,0.00,88.76,469.49,1.50
7.64,44.48,0.36,-22.43,2.83,-142.82,0.16,176.80,701,307038,0.77,0.77,0.34,-0.14,-2.25,-1.71,2.66,-136.09,-1.92,-1.85,13.27,0.00,88.76,469.49,1.50
7.87,44.43,0.36,-57.07,2.83,-177.16,0.19,211.28,701,307038,0.94,0.94,0.20,-0.30,-2.83,-0.14,2.67,-170.46,-2.63,-0.44,13.27,0.00,88.76,469.49,1.50
8.09,44.34,0.16,-30.31,2.80,-172.58,0.19,211.43,701,307039,1.13,1.13,0.14,-0.08,-2.78,-0.36,2.67,-170.48,-2.64,-0.44,13.27,0.00,88.76,469.49,1.50
8.28,44.32,0.16,33.50,2.80,-108.72,0.13,147.69,701,307039,1.29,1.29,0.13,0.09,-0.90,-2.66,2.68,-106.66,-0.77,-2.57,13.27,0.00,88.76,469.49,1.50
8.43,44.39,0.34,49.59,2.99,-109.27,0.13,147.79,701,307040,1.41,1.41,0.22,0.26,-0.99,-2.82,2.68,-106.74,-0.77,-2.57,13.27,0.00,88.76,469.49,1.50
8.58,44.44,0.33,28.43,2.99,-130.70,0.12,169.31,701,307040,1.54,1.54,0.29,0.16,-1.95,-2.27,2.68,-128.22,-1.66,-2.11,13.27,0.00,88.76,469.49,1.50
8.75,44.46,0.44,26.23,3.08,-131.72,0.12,169.42,701,307041,1.66,1.66,0.39,0.19,-2.05,-2.30,2.68,-128.28,-1.66,-2.11,13.27,0.00,88.76,469.49,1.50
8.91,44.43,0.43,-22.55,3.08,179.48,0.14,218.31,701,307041,1.79,1.79,0.40,-0.17,-3.08,0.03,2.69,-177.10,-2.68,-0.14,13.27,0.00,88.76,469.49,1.50
9.06,44.34,0.43,-22.68,3.09,179.48,0.14,218.42,701,307041,1.92,1.92,0.40,-0.17,-3.09,0.03,2.69,-177.10,-2.69,-0.14,13.27,0.00,88.76,469.49,1.50
9.21,44.25,0.35,20.95,3.03,-174.99,0.14,218.52,701,307042,2.06,2.06,0.33,0.13,-3.02,-0.26,2.70,-177.11,-2.69,-0.14,13.27,0.00,88.76,469.49,1.50
9.36,44.17,0.35,21.10,3.03,-174.99,0.14,218.63,701,307042,2.20,2.20,0.33,0.13,-3.02,-0.26,2.70,-177.11,-2.70,-0.14,13.27,0.00,88.76,469.49,1.50
9.51,44.13,0.35,66.15,3.04,-130.18,0.11,173.90,701,307042,2.32,2.32,0.14,0.32,-1.96,-2.32,2.70,-132.31,-1.82,-2.00,13.27,0.00,88.76,469.49,1.50
9.66,44.14,0.35,66.44,3.04,-130.20,0.11,174.01,701,307042,2.43,2.43,0.14,0.32,-1.96,-2.32,2.71,-132.36,-1.82,-2.00,13.27,0.00,88.76,469.49,1.50
9.80,44.15,0.60,49.45,3.31,-132.02,0.11,174.11,701,307043,2.53,2.53,0.39,0.46,-2.22,-2.46,2.71,-132.42,-1.83,-2.00,13.27,0.00,88.76,469.49,1.50
9.95,44.16,0.60,49.59,3.31,-132.04,0.11,174.21,701,307043,2.64,2.64,0.39,0.46,-2.22,-2.46,2.71,-132.47,-1.83,-2.00,13.27,0.00,88.76,469.49,1.50
10.15,44.15,0.60,29.58,3.31,-152.22,0.19,194.51,701,307043,2.79,2.79,0.52,0.30,-2.93,-1.54,2.71,-152.68,-2.41,-1.25,13.27,0.00,88.76,469.49,1.50
10.41,44.10,0.77,30.99,3.48,-151.86,0.19,194.69,701,307044,2.98,2.98,0.66,0.39,-3.07,-1.64,2.72,-152.74,-2.42,-1.25,13.27,0.01,88.76,469.49,1.50
10.60,44.02,0.76,-6.52,3.49,170.55,0.15,232.40,701,307044,3.15,3.15,0.76,-0.09,-3.44,0.57,2.72,169.67,-2.68,0.49,13.27,0.00,88.76,469.49,1.50
10.72,43.90,0.76,-6.55,3.49,170.56,0.15,232.48,701,307044,3.29,3.29,0.76,-0.09,-3.44,0.57,2.73,169.68,-2.68,0.49,13.27,0.00,88.76,469.49,1.50
10.85,43.78,0.79,0.53,3.52,172.19,0.15,232.57,701,307045,3.44,3.44,0.79,0.01,-3.48,0.48,2.73,169.70,-2.69,0.49,13.27,0.00,88.76,469.49,1.50
10.97,43.66,0.79,0.53,3.52,172.19,0.15,232.66,701,307045,3.59,3.59,0.79,0.01,-3.48,0.48,2.74,169.72,-2.69,0.49,13.27,0.00,88.76,469.49,1.50
11.12,43.55,0.79,12.54,3.52,-175.82,0.17,220.77,701,307045,3.75,3.75,0.77,0.17,-3.51,-0.26,2.74,-178.29,-2.74,-0.08,13.27,0.01,88.76,469.49,1.50
11.29,43.44,0.79,12.59,3.52,-175.83,0.17,220.89,701,307045,3.91,3.91,0.77,0.17,-3.51,-0.26,2.75,-178.29,-2.75,-0.08,13.27,0.01,88.76,469.49,1.50
11.46,43.34,0.78,12.63,3.52,-175.83,0.17,221.01,701,307045,4.08,4.08,0.76,0.17,-3.51,-0.26,2.75,-178.30,-2.75,-0.08,13.27,0.01,88.76,469.49,1.50
11.64,43.23,1.20,35.86,3.81,-168.08,0.17,221.13,701,307046,4.24,4.24,0.97,0.70,-3.72,-0.79,2.76,-178.30,-2.76,-0.08,13.27,0.01,88.76,469.49,1.50
11.81,43.12,1.19,35.94,3.81,-168.08,0.17,221.25,701,307046,4.41,4.41,0.97,0.70,-3.73,-0.79,2.76,-178.30,-2.76,-0.08,13.27,0.01,88.76,469.49,1.50
11.98,43.01,1.19,36.02,3.81,-168.09,0.17,221.36,701,307046,4.57,4.57,0.96,0.70,-3.73,-0.79,2.77,-178.31,-2.77,-0.08,13.27,0.01,88.76,469.49,1.50
12.08,42.87,1.19,-1.66,3.81,154.19,0.17,259.16,701,307046,4.74,4.74,1.19,-0.03,-3.43,1.66,2.77,144.00,-2.24,1.63,13.27,0.01,88.76,469.49,1.50
12.13,42.70,1.19,-1.67,3.81,154.20,0.17,259.19,701,307046,4.91,4.91,1.19,-0.03,-3.43,1.66,2.77,144.06,-2.25,1.63,13.27,0.01,88.76,469.49,1.50
12.17,42.54,1.21,11.11,3.71,157.95,0.17,259.22,701,307047,5.08,5.08,1.19,0.23,-3.44,1.39,2.78,144.12,-2.25,1.63,13.27,0.01,88.76,469.49,1.50
12.21,42.37,1.21,11.14,3.71,157.96,0.17,259.25,701,307047,5.25,5.25,1.18,0.23,-3.44,1.39,2.78,144.18,-2.26,1.63,13.27,0.01,88.76,469.49,1.50
12.29,42.21,1.20,29.51,3.71,176.29,0.17,240.98,701,307047,5.42,5.42,1.05,0.59,-3.71,0.24,2.79,162.54,-2.66,0.84,13.27,0.01,88.76,469.49,1.50
12.40,42.06,1.20,29.58,3.71,176.29,0.17,241.06,701,307047,5.59,5.59,1.04,0.59,-3.71,0.24,2.79,162.57,-2.66,0.84,13.27,0.01,88.76,469.49,1.50
12.51,41.91,1.45,40.86,3.77,-178.19,0.17,241.13,701,307048,5.76,5.76,1.10,0.95,-3.77,-0.12,2.80,162.60,-2.67,0.84,224.17,0.02,205.11,4672.23,2.98
12.62,41.76,1.45,40.93,3.77,-178.19,0.17,241.20,701,307048,5.93,5.93,1.10,0.95,-3.77,-0.12,2.80,162.63,-2.67,0.84,224.17,0.02,205.11,4672.23,2.98
12.74,41.66,1.45,68.56,3.77,-150.64,0.11,213.73,701,307048,6.07,6.07,0.53,1.35,-3.29,-1.85,2.81,-169.81,-2.76,-0.50,224.17,0.01,205.11,4672.23,2.98
12.85,41.60,1.45,68.63,3.77,-150.65,0.11,213.81,701,307048,6.17,6.17,0.53,1.35,-3.29,-1.85,2.81,-169.82,-2.76,-0.50,224.17,0.01,205.11,4672.23,2.98
12.97,41.54,1.72,62.77,4.09,-150.28,0.11,213.88,701,307049,6.28,6.28,0.79,1.53,-3.55,-2.03,2.81,-169.83,-2.77,-0.50,224.17,0.01,205.11,4672.23,2.98
13.09,41.48,1.72,62.82,4.09,-150.29,0.11,213.96,701,307049,6.25,6.39,0.78,1.53,-3.55,-2.03,2.81,-169.84,-2.77,-0.50,224.17,0.01,205.11,4672.23,2.98
13.20,41.39,1.71,38.36,4.09,-174.82,0.16,238.56,701,307049,6.12,6.52,1.34,1.06,-4.07,-0.37,2.82,165.64,-2.73,0.70,224.17,0.03,205.11,4672.23,2.98
13.31,41.25,1.71,38.42,4.09,-174.82,0.16,238.63,701,307049,5.96,6.68,1.34,1.06,-4.07,-0.37,2.82,165.66,-2.73,0.70,224.17,0.03,205.11,4672.23,2.98
