trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
7.83,43.92,0.17,30.42,2.83,-113.18,0.11,151.43,701,307039,1.29,1.29,0.15,0.09,-1.11,-2.60,2.70,-111.10,-0.97,-2.51,10.47,0.00,72.21,435.80,1.44
7.97,43.97,0.34,45.68,3.02,-113.69,0.11,151.52,701,307040,1.40,1.40,0.24,0.25,-1.21,-2.76,2.70,-111.17,-0.97,-2.51,10.47,0.00,72.21,435.80,1.44
8.12,44.01,0.34,23.97,3.02,-135.62,0.12,173.54,701,307040,1.52,1.52,0.31,0.14,-2.16,-2.11,2.70,-133.15,-1.85,-1.97,10.47,0.00,72.21,435.80,1.44
8.28,44.02,0.44,21.80,3.11,-136.62,0.12,173.65,701,307041,1.64,1.64,0.41,0.17,-2.26,-2.14,2.70,-133.20,-1.85,-1.97,10.47,0.00,72.21,435.80,1.44
8.43,43.99,0.44,-21.18,3.11,-179.60,0.13,216.73,701,307041,1.76,1.76,0.41,-0.16,-3.11,-0.02,2.70,-176.21,-2.70,-0.18,10.47,0.00,72.21,435.80,1.44
8.57,43.91,0.44,-21.28,3.11,-179.60,0.13,216.83,701,307041,1.88,1.88,0.41,-0.16,-3.11,-0.02,2.71,-176.22,-2.70,-0.18,10.47,0.00,72.21,435.80,1.44
8.71,43.84,0.36,21.44,3.06,-174.13,0.13,216.92,701,307042,2.01,2.01,0.33,0.13,-3.04,-0.31,2.71,-176.22,-2.71,-0.18,10.47,0.00,72.21,435.80,1.44
8.84,43.76,0.36,21.57,3.06,-174.13,0.13,217.02,701,307042,2.13,2.13,0.33,0.13,-3.04,-0.31,2.72,-176.23,-2.71,-0.18,10.47,0.00,72.21,435.80,1.44
8.98,43.73,0.36,58.65,3.06,-137.26,0.10,180.23,701,307042,2.24,2.24,0.18,0.30,-2.25,-2.08,2.72,-139.37,-2.06,-1.77,10.47,0.00,72.21,435.80,1.44
9.12,43.73,0.35,58.91,3.06,-137.27,0.10,180.33,701,307042,2.35,2.35,0.18,0.30,-2.25,-2.08,2.72,-139.41,-2.07,-1.77,10.47,0.00,72.21,435.80,1.44
9.26,43.73,0.61,42.50,3.33,-139.04,0.10,180.42,701,307043,2.45,2.45,0.45,0.41,-2.52,-2.19,2.72,-139.45,-2.07,-1.77,10.47,0.00,72.21,435.80,1.44
9.40,43.72,0.61,42.62,3.34,-139.06,0.10,180.52,701,307043,2.55,2.55,0.45,0.41,-2.52,-2.19,2.73,-139.49,-2.07,-1.77,10.47,0.00,72.21,435.80,1.44
9.59,43.70,0.61,25.20,3.34,-156.61,0.18,198.19,701,307043,2.69,2.69,0.55,0.26,-3.06,-1.32,2.73,-157.08,-2.51,-1.06,10.47,0.00,72.21,435.80,1.44
9.83,43.64,0.77,26.68,3.51,-156.23,0.18,198.35,701,307044,2.87,2.87,0.69,0.35,-3.21,-1.41,2.73,-157.12,-2.52,-1.06,10.47,0.00,72.21,435.80,1.44
10.01,43.55,0.77,-7.65,3.51,169.39,0.14,232.85,701,307044,3.03,3.03,0.76,-0.10,-3.45,0.65,2.74,168.49,-2.68,0.55,10.47,0.00,72.21,435.80,1.44
10.13,43.44,0.77,-7.68,3.51,169.39,0.14,232.94,701,307044,3.17,3.17,0.76,-0.10,-3.45,0.65,2.74,168.50,-2.69,0.55,10.47,0.00,72.21,435.80,1.44
10.24,43.32,0.80,-0.65,3.54,171.02,0.14,233.02,701,307045,3.32,3.32,0.80,-0.01,-3.50,0.55,2.75,168.52,-2.69,0.55,10.47,0.00,72.21,435.80,1.44
10.36,43.21,0.80,-0.65,3.54,171.02,0.14,233.10,701,307045,3.46,3.46,0.80,-0.01,-3.50,0.55,2.75,168.54,-2.70,0.55,10.47,0.00,72.21,435.80,1.44
10.50,43.10,0.80,9.69,3.54,-178.65,0.15,222.86,701,307045,3.61,3.61,0.78,0.13,-3.54,-0.08,2.76,178.88,-2.76,0.05,10.47,0.00,72.21,435.80,1.44
10.65,43.00,0.79,9.72,3.54,-178.65,0.15,222.96,701,307045,3.76,3.76,0.78,0.13,-3.54,-0.08,2.76,178.88,-2.76,0.05,10.47,0.00,72.21,435.80,1.44
10.80,42.90,0.79,9.76,3.55,-178.65,0.15,223.07,701,307045,3.91,3.91,0.78,0.13,-3.54,-0.08,2.77,178.88,-2.77,0.05,10.47,0.00,72.21,435.80,1.44
10.95,42.80,1.20,33.02,3.82,-170.91,0.15,223.17,701,307046,4.06,4.06,1.01,0.65,-3.78,-0.60,2.77,178.88,-2.77,0.05,10.47,0.01,72.21,435.80,1.44
11.09,42.69,1.20,33.09,3.83,-170.91,0.15,223.27,701,307046,4.21,4.21,1.00,0.65,-3.78,-0.60,2.77,178.89,-2.77,0.05,10.47,0.01,72.21,435.80,1.44
11.24,42.59,1.20,33.16,3.83,-170.92,0.15,223.37,701,307046,4.36,4.36,1.00,0.65,-3.78,-0.60,2.78,178.89,-2.78,0.05,10.47,0.01,72.21,435.80,1.44
11.34,42.46,1.19,-2.19,3.83,153.71,0.16,258.81,701,307046,4.51,4.51,1.19,-0.05,-3.43,1.70,2.78,143.54,-2.24,1.65,10.47,0.01,72.21,435.80,1.44
11.38,42.31,1.19,-2.19,3.83,153.72,0.16,258.84,701,307046,4.67,4.67,1.19,-0.05,-3.43,1.70,2.79,143.59,-2.24,1.65,10.47,0.01,72.21,435.80,1.44
11.42,42.15,1.21,10.55,3.72,157.44,0.16,258.87,701,307047,4.83,4.83,1.19,0.22,-3.44,1.43,2.79,143.65,-2.25,1.65,10.47,0.01,72.21,435.80,1.44
11.46,42.00,1.21,10.58,3.73,157.45,0.16,258.90,701,307047,4.98,4.98,1.19,0.22,-3.44,1.43,2.79,143.71,-2.25,1.65,10.47,0.01,72.21,435.80,1.44
11.53,41.85,1.21,27.98,3.73,174.81,0.15,241.59,701,307047,5.14,5.14,1.06,0.57,-3.71,0.34,2.80,161.10,-2.65,0.91,10.47,0.01,72.21,435.80,1.44
11.63,41.72,1.20,28.04,3.73,174.81,0.15,241.65,701,307047,5.29,5.29,1.06,0.57,-3.71,0.34,2.80,161.13,-2.65,0.91,10.47,0.01,72.21,435.80,1.44
11.73,41.58,1.46,39.38,3.78,-179.68,0.15,241.72,701,307048,5.45,5.45,1.13,0.92,-3.78,-0.02,2.81,161.16,-2.66,0.91,10.47,0.01,72.21,435.80,1.44
11.82,41.44,1.45,39.45,3.78,-179.68,0.15,241.78,701,307048,5.60,5.60,1.12,0.92,-3.78,-0.02,2.81,161.19,-2.66,0.91,228.34,0.02,72.21,4899.75,2.98
11.97,41.31,1.45,61.30,3.78,-157.92,0.20,220.12,701,307048,5.67,5.78,0.70,1.27,-3.51,-1.42,2.82,-177.04,-2.81,-0.15,228.34,0.02,72.21,4899.75,2.98
12.17,41.19,1.72,55.58,4.10,-157.52,0.20,220.25,701,307049,5.48,5.97,0.97,1.42,-3.79,-1.57,2.82,-177.05,-2.82,-0.15,228.34,0.02,72.21,4899.75,2.98
12.32,41.06,1.72,36.42,4.10,-176.76,0.14,239.58,701,307049,5.31,6.14,1.38,1.02,-4.09,-0.23,2.83,163.73,-2.71,0.79,228.34,0.02,808.62,4899.75,2.98
12.41,40.94,1.71,36.47,4.10,-176.76,0.14,239.65,701,307049,5.16,6.29,1.38,1.02,-4.09,-0.23,2.83,163.75,-2.72,0.79,228.34,0.02,808.62,4899.75,2.98
12.51,40.82,1.71,36.52,4.10,-176.76,0.14,239.71,701,307049,5.02,6.43,1.38,1.02,-4.10,-0.23,2.83,163.77,-2.72,0.79,228.34,0.02,808.62,4899.75,2.98
12.60,40.69,2.19,46.20,4.31,-169.43,0.14,239.77,701,307050,4.88,6.57,1.51,1.58,-4.24,-0.79,2.84,163.80,-2.72,0.79,228.34,0.03,808.62,4899.75,2.98
12.70,40.57,2.18,46.25,4.31,-169.43,0.14,239.83,701,307050,4.74,6.71,1.51,1.58,-4.24,-0.79,2.84,163.82,-2.73,0.79,228.34,0.03,808.62,4899.75,2.98
12.79,40.45,2.18,46.30,4.31,-169.44,0.14,239.89,701,307050,4.59,6.86,1.51,1.58,-4.24,-0.79,2.84,163.84,-2.73,0.79,228.34,0.03,808.62,4899.75,2.98
12.90,40.33,2.18,60.00,4.31,-155.79,0.14,226.31,701,307050,4.45,7.00,1.09,1.89,-3.93,-1.77,2.85,177.51,-2.85,0.12,228.34,0.02,808.62,4899.75,2.98
13.03,40.24,2.18,60.06,4.31,-155.79,0.14,226.39,701,307050,4.32,7.13,1.09,1.89,-3.94,-1.77,2.85,177.51,-2.85,0.12,228.34,0.02,808.62,4899.75,2.98
13.15,40.14,2.18,60.11,4.32,-155.80,0.14,226.47,701,307050,4.18,7.27,1.09,1.89,-3.94,-1.77,2.86,177.51,-2.85,0.12,228.34,0.02,808.62,4899.75,2.98
13.27,40.04,2.75,60.54,4.78,-151.62,0.14,226.55,701,307051,4.04,7.41,1.35,2.39,-4.20,-2.27,2.86,177.52,-2.86,0.12,228.34,0.02,808.62,4899.75,2.98
13.40,39.94,2.75,60.59,4.78,-151.63,0.14,226.63,701,307051,3.91,7.54,1.35,2.39,-4.21,-2.27,2.86,177.52,-2.86,0.12,228.34,0.02,808.62,4899.75,2.98
13.52,39.84,2.74,60.63,4.78,-151.63,0.14,226.71,701,307051,3.77,7.68,1.35,2.39,-4.21,-2.27,2.87,177.52,-2.86,0.12,228.34,0.02,808.62,4899.75,2.98
13.63,39.71,2.74,41.07,4.78,-171.24,0.17,246.38,701,307051,3.62,7.83,2.07,1.80,-4.73,-0.73,2.87,157.94,-2.66,1.08,228.34,0.04,808.62,4899.75,2.98
13.71,39.56,2.74,41.11,4.78,-171.24,0.17,246.43,701,307051,3.45,8.00,2.06,1.80,-4.73,-0.73,2.87,157.97,-2.66,1.08,228.34,0.04,808.62,4899.75,2.98
13.80,39.40,3.02,41.52,5.02,-169.32,0.17,246.49,701,307052,3.28,8.17,2.26,2.00,-4.93,-0.93,2.88,158.00,-2.67,1.08,228.34,0.04,808.62,4899.75,2.98
13.89,39.25,3.02,41.56,5.02,-169.32,0.17,246.54,701,307052,3.11,8.34,2.26,2.00,-4.93,-0.93,2.88,158.04,-2.67,1.08,228.34,0.04,808.62,4899.75,2.98
13.94,39.12,3.02,27.40,5.02,176.50,0.11,260.76,701,307052,2.97,8.48,2.68,1.39,-5.01,0.31,2.89,143.89,-2.33,1.70,228.34,0.04,808.62,4899.75,2.98
13.96,39.00,3.02,27.42,5.02,176.50,0.11,260.77,701,307052,2.86,8.59,2.68,1.39,-5.01,0.31,2.89,143.92,-2.33,1.70,228.34,0.04,808.62,4899.75,2.98
13.99,38.89,3.29,23.39,5.37,175.84,0.11,260.79,701,307053,2.74,8.71,3.02,1.31,-5.36,0.39,2.89,143.96,-2.34,1.70,228.34,0.04,808.62,4899.75,2.98
14.01,38.78,3.29,23.40,5.37,175.84,0.11,260.80,701,307053,2.63,8.82,3.02,1.31,-5.36,0.39,2.89,143.99,-2.34,1.70,228.34,0.04,808.62,4899.75,2.98
14.03,38.63,3.28,15.72,5.37,168.14,0.18,268.51,701,307053,2.48,8.97,3.16,0.89,-5.26,1.10,2.90,136.34,-2.10,2.00,228.34,0.07,808.62,4899.75,2.98
14.03,38.45,3.42,14.01,5.55,167.88,0.18,268.52,701,307054,2.30,9.15,3.32,0.83,-5.42,1.16,2.90,136.40,-2.10,2.00,228.34,0.07,808.62,4899.75,2.98
14.00,38.29,3.42,-13.64,5.55,140.22,0.14,296.15,701,307054,2.14,9.31,3.32,-0.81,-4.26,3.55,2.90,108.81,-0.94,2.75,228.34,0.05,808.62,4899.75,2.98
13.92,38.17,3.43,-13.42,5.55,140.42,0.14,296.10,701,307055,2.00,9.45,3.34,-0.80,-4.28,3.54,2.90,108.88,-0.94,2.75,228.34,0.06,808.62,4899.75,2.98
13.83,38.03,3.43,-13.63,5.55,140.22,0.16,296.25,701,307055,1.85,9.61,3.33,-0.81,-4.27,3.55,2.90,108.75,-0.93,2.75,228.34,0.06,808.62,4899.75,2.98
13.74,37.88,3.42,-13.99,5.56,140.01,0.16,296.20,701,307056,1.68,9.77,3.32,-0.83,-4.26,3.57,2.91,108.83,-0.94,2.75,228.34,0.06,808.62,6417.16,2.98
13.62,37.74,3.42,-25.68,5.56,128.35,0.19,307.79,701,307056,1.51,9.94,3.08,-1.48,-3.45,4.36,2.91,97.24,-0.37,2.88,228.34,0.07,808.62,6417.16,2.98
13.47,37.59,3.39,-24.54,5.51,128.88,0.19,307.70,701,307057,1.31,10.14,3.08,-1.41,-3.46,4.29,2.91,97.34,-0.37,2.88,228.34,0.07,808.62,6417.16,2.98
13.32,37.44,3.38,-29.36,5.51,124.10,0.20,312.40,701,307057,1.12,10.33,2.95,-1.66,-3.09,4.56,2.91,92.64,-0.13,2.90,215.17,0.07,808.62,6417.16,2.97
13.15,37.29,3.24,-27.96,5.35,124.22,0.20,312.30,701,307058,0.92,10.53,2.86,-1.52,-3.01,4.42,2.91,92.73,-0.14,2.90,230.30,0.07,845.01,6417.16,2.99
13.01,37.19,3.24,-48.34,5.35,103.88,0.11,332.57,701,307058,0.77,10.68,2.15,-2.42,-1.28,5.19,-2.91,72.45,0.88,2.77,230.30,0.03,845.01,6417.16,2.99
12.89,37.14,3.24,-48.37,5.35,103.89,0.11,332.50,701,307058,0.66,10.79,2.15,-2.42,-1.28,5.19,-2.91,72.51,0.87,2.77,230.30,0.03,845.01,6417.16,2.99
12.77,37.10,3.03,-47.58,5.14,103.23,0.11,332.43,701,307059,0.56,10.89,2.04,-2.24,-1.18,5.01,-2.91,72.56,0.87,2.77,230.30,0.03,845.01,6417.16,2.99
12.65,37.05,3.03,-47.61,5.14,103.24,0.11,332.35,701,307059,0.45,11.00,2.04,-2.24,-1.18,5.01,-2.90,72.61,0.87,2.77,230.30,0.03,845.01,6417.16,2.99
12.48,36.97,3.03,-44.53,5.14,106.36,0.20,329.14,701,307059,0.30,11.15,2.16,-2.12,-1.45,4.94,-2.90,75.79,0.71,2.81,231.18,0.05,845.01,4078.47,2.99
12.27,36.87,2.89,-44.52,5.02,105.66,0.20,329.02,701,307060,0.10,11.35,2.06,-2.03,-1.36,4.84,-2.90,75.89,0.71,2.81,231.18,0.05,845.01,4078.47,2.99
12.17,36.82,-2.89,-127.80,-5.03,22.41,0.00,52.21,701,307060,0.00,11.45,-1.77,-2.28,4.65,1.92,-2.90,-7.32,2.88,-0.37,231.18,0.00,845.01,4078.47,2.99
12.16,36.82,-2.91,-127.27,-5.04,22.83,0.00,52.21,701,714001,0.00,0.00,-1.76,-2.32,4.64,1.95,-2.90,-7.32,2.88,-0.37,231.18,0.00,845.01,4078.47,2.99
12.05,36.82,2.91,-72.22,-5.03,77.92,0.18,357.06,701,714001,0.09,0.09,0.89,-2.77,1.05,4.92,-2.90,47.79,1.95,2.15,231.18,0.02,845.01,4078.47,2.99
11.83,36.81,2.74,-73.20,-4.91,76.47,0.18,356.93,701,714002,0.27,0.27,0.79,-2.62,1.15,4.77,-2.90,47.86,1.94,2.15,231.18,0.02,845.01,4078.47,2.99
11.64,36.77,2.74,-47.73,4.91,102.00,0.15,331.29,701,714002,0.43,0.43,1.84,-2.02,-1.02,4.80,-2.90,73.45,0.82,2.78,231.18,0.03,845.01,4078.47,2.99
11.47,36.70,2.73,-47.78,4.91,102.01,0.15,331.19,701,714002,0.59,0.59,1.84,-2.02,-1.02,4.80,-2.89,73.52,0.82,2.78,231.18,0.03,845.01,4078.47,2.99
11.30,36.62,2.46,-40.77,4.50,103.46,0.15,331.09,701,714003,0.74,0.74,1.86,-1.60,-1.05,4.38,-2.89,73.60,0.82,2.78,231.18,0.03,845.01,4078.47,2.99
11.14,36.55,2.46,-40.82,4.50,103.48,0.15,330.99,701,714003,0.89,0.89,1.86,-1.60,-1.05,4.38,-2.89,73.67,0.81,2.78,231.18,0.03,845.01,4078.47,2.99
10.97,36.51,2.45,-66.66,-4.50,77.69,0.13,356.69,701,714003,1.03,1.03,0.97,-2.25,0.96,4.40,-2.89,47.94,1.94,2.15,231.18,0.02,845.01,4078.47,2.99
10.81,36.50,2.45,-66.72,-4.50,77.71,0.13,356.59,701,714003,1.17,1.17,0.97,-2.25,0.96,4.40,-2.89,47.99,1.93,2.15,231.18,0.02,845.01,4078.47,2.99
10.64,36.49,1.14,-70.33,-3.57,64.45,0.13,356.49,701,714004,1.30,1.30,0.39,-1.08,1.54,3.22,-2.89,48.04,1.93,2.15,231.18,0.01,845.01,4078.47,2.99
10.47,36.49,1.14,-70.45,-3.57,64.47,0.13,356.39,701,714004,1.44,1.44,0.38,-1.08,1.54,3.22,-2.88,48.09,1.93,2.15,231.18,0.01,845.01,4078.47,2.99
10.32,36.46,1.14,-51.78,-3.57,83.25,0.11,337.53,701,714004,1.56,1.56,0.71,-0.90,0.42,3.55,-2.88,66.92,1.13,2.65,231.18,0.01,845.01,4078.47,2.99
10.20,36.42,1.14,-51.86,-3.57,83.26,0.11,337.46,701,714004,1.67,1.67,0.70,-0.90,0.42,3.55,-2.88,66.97,1.13,2.65,231.18,0.01,845.01,4078.47,2.99
10.07,36.38,-0.03,-151.90,-2.90,66.63,0.11,337.38,701,714005,1.78,1.78,-0.03,-0.01,1.15,2.67,-2.88,67.02,1.12,2.65,231.18,0.00,845.01,4078.47,2.99
9.94,36.33,-0.03,-151.87,-2.90,66.69,0.11,337.31,701,714005,1.89,1.89,-0.03,-0.01,1.15,2.67,-2.88,67.07,1.12,2.65,231.18,0.00,845.01,4078.47,2.99
9.78,36.27,-0.03,-150.21,-2.90,68.36,0.18,335.61,701,714005,2.04,2.04,-0.03,-0.02,1.07,2.70,-2.88,68.75,1.04,2.68,231.18,0.00,845.01,4078.47,2.99
9.58,36.20,-0.03,-150.16,-2.90,68.45,0.18,335.49,701,714005,2.22,2.22,-0.03,-0.02,1.06,2.70,-2.87,68.84,1.04,2.68,231.18,0.00,845.01,4078.47,2.99
9.38,36.13,-0.03,-150.10,-2.90,68.54,0.18,335.37,701,714006,2.39,2.39,-0.03,-0.02,1.06,2.70,-2.87,68.92,1.03,2.68,231.18,0.00,845.01,4078.47,2.99
9.17,36.05,-0.03,-150.04,-2.90,68.63,0.18,335.25,701,714006,2.57,2.57,-0.03,-0.02,1.06,2.70,-2.87,69.01,1.03,2.68,231.18,0.00,35.43,4078.47,2.99
8.99,36.04,-0.03,165.47,-2.89,24.18,0.15,19.65,701,714006,2.74,2.74,-0.03,0.01,2.64,1.18,-2.87,24.56,2.61,1.19,231.18,0.00,35.43,4078.47,2.99
8.81,36.09,-0.03,165.45,-2.89,24.21,0.15,19.54,701,714006,2.89,2.89,-0.03,0.01,2.63,1.18,-2.87,24.60,2.61,1.19,231.18,0.00,35.43,4078.47,2.99
8.63,36.14,-0.03,165.42,-2.89,24.25,0.15,19.44,701,714007,3.04,3.04,-0.03,0.01,2.63,1.18,-2.86,24.63,2.60,1.19,231.18,0.00,35.43,4078.47,2.99
8.46,36.19,-0.03,165.39,-2.88,24.28,0.15,19.33,701,714007,3.19,3.19,-0.03,0.01,2.63,1.18,-2.86,24.67,2.60,1.19,231.18,0.00,35.43,332.63,2.99
8.29,36.19,-0.03,-149.77,-2.88,69.16,0.14,334.41,701,714007,3.34,3.34,-0.03,-0.02,1.02,2.69,-2.86,69.54,1.00,2.68,5.71,0.00,35.43,332.63,1.21
8.14,36.13,-0.03,-149.72,-2.88,69.23,0.14,334.32,701,714007,3.47,3.47,-0.03,-0.02,1.02,2.69,-2.85,69.61,0.99,2.68,5.71,0.00,35.43,332.63,1.21
7.99,36.07,-0.03,-149.68,-2.88,69.30,0.14,334.23,701,714007,3.61,3.61,-0.03,-0.02,1.02,2.69,-2.85,69.68,0.99,2.68,5.71,0.00,35.43,332.63,1.21
7.84,36.01,-0.03,-149.63,-2.88,69.37,0.14,334.14,701,714008,3.74,3.74,-0.03,-0.02,1.01,2.69,-2.85,69.75,0.99,2.68,5.71,0.00,35.43,332.63,1.21
7.68,35.95,-0.03,-149.58,-2.87,69.43,0.14,334.05,701,714008,3.88,3.88,-0.03,-0.02,1.01,2.69,-2.85,69.82,0.98,2.68,5.71,0.00,35.43,361.26,1.21
7.53,35.89,-0.03,-149.53,-2.87,69.50,0.14,333.97,701,714008,4.02,4.02,-0.03,-0.02,1.01,2.69,-2.85,69.89,0.98,2.68,5.71,0.00,35.43,361.26,1.21
7.37,35.86,-0.03,-170.19,-2.87,48.88,0.14,354.56,701,714008,4.16,4.16,-0.03,-0.01,1.89,2.16,-2.85,49.27,1.86,2.16,5.71,0.00,35.43,361.26,1.21
7.20,35.84,-0.03,-170.17,-2.87,48.94,0.14,354.46,701,714008,4.30,4.30,-0.03,-0.01,1.88,2.16,-2.84,49.32,1.85,2.16,5.71,0.00,35.43,361.26,1.21
7.03,35.83,-0.03,-170.15,-2.87,49.00,0.14,354.36,701,714009,4.44,4.44,-0.03,-0.01,1.88,2.16,-2.84,49.38,1.85,2.16,5.71,0.00,25.25,361.26,1.21
6.85,35.81,-0.03,-170.14,-2.86,49.06,0.14,354.26,701,714009,4.58,4.58,-0.03,-0.01,1.88,2.16,-2.84,49.44,1.85,2.16,5.71,0.00,25.25,361.26,1.21
6.71,35.78,-0.03,-143.33,-2.86,75.89,0.11,327.39,701,714009,4.70,4.70,-0.02,-0.02,0.70,2.77,-2.84,76.28,0.67,2.76,5.71,0.00,25.25,361.26,1.21
6.60,35.72,-0.03,-143.28,-2.86,75.95,0.11,327.33,701,714009,4.81,4.81,-0.02,-0.02,0.69,2.77,-2.84,76.34,0.67,2.76,5.71,0.00,25.25,361.26,1.21
6.49,35.66,-0.03,-143.23,-2.86,76.01,0.11,327.27,701,714010,4.91,4.91,-0.02,-0.02,0.69,2.77,-2.84,76.40,0.67,2.76,5.71,0.00,25.25,361.26,1.21
6.38,35.61,-0.03,-143.19,-2.86,76.07,0.11,327.20,701,714010,5.02,5.02,-0.02,-0.02,0.69,2.77,-2.84,76.45,0.66,2.76,5.71,0.00,25.25,361.26,1.21
6.23,35.59,-0.03,176.29,-2.86,35.58,0.16,7.66,701,714010,5.15,5.15,-0.03,0.00,2.32,1.66,-2.83,35.96,2.29,1.66,5.71,0.00,25.25,361.26,1.21
6.04,35.61,-0.03,176.28,-2.85,35.63,0.16,7.55,701,714010,5.31,5.31,-0.03,0.00,2.32,1.66,-2.83,36.01,2.29,1.66,5.71,0.00,25.25,361.26,1.21
5.85,35.63,-0.03,176.27,-2.85,35.68,0.16,7.44,701,714011,5.46,5.46,-0.03,0.00,2.31,1.66,-2.83,36.07,2.28,1.66,5.71,0.00,25.25,361.26,1.21
5.66,35.65,-0.03,176.26,-2.85,35.73,0.16,7.33,701,714011,5.62,5.62,-0.03,0.00,2.31,1.66,-2.82,36.12,2.28,1.66,5.71,0.00,25.25,361.26,1.21
5.46,35.65,-0.03,-172.19,-2.84,47.34,0.17,355.67,701,714011,5.78,5.78,-0.03,-0.00,1.93,2.09,-2.82,47.72,1.90,2.09,5.71,0.00,25.25,361.26,1.21
5.25,35.64,-0.03,-172.17,-2.84,47.41,0.17,355.54,701,714011,5.96,5.96,-0.03,-0.00,1.92,2.09,-2.82,47.80,1.89,2.09,5.71,0.00,25.25,361.26,1.21
5.04,35.62,-0.03,-172.15,-2.84,47.48,0.17,355.42,701,714011,6.13,6.13,-0.03,-0.00,1.92,2.09,-2.81,47.87,1.89,2.09,5.71,0.00,25.25,361.26,1.21
4.82,35.61,-0.03,-172.13,-2.83,47.56,0.17,355.30,701,714011,6.30,6.30,-0.03,-0.00,1.91,2.09,-2.81,47.94,1.88,2.09,5.71,0.00,25.25,361.26,1.21
4.61,35.60,-0.03,-172.12,-2.83,47.63,0.17,355.17,701,714012,6.47,6.47,-0.03,-0.00,1.91,2.09,-2.81,48.02,1.88,2.09,5.71,0.00,25.25,361.26,1.21
4.40,35.58,-0.03,-172.10,-2.83,47.71,0.17,355.05,701,714012,6.65,6.65,-0.03,-0.00,1.90,2.09,-2.80,48.09,1.87,2.09,4.24,0.00,25.25,341.59,1.10
4.19,35.57,-0.03,-172.08,-2.82,47.78,0.17,354.93,701,714012,6.82,6.82,-0.03,-0.00,1.90,2.09,-2.80,48.17,1.87,2.09,4.24,0.00,25.25,341.59,1.10
3.98,35.55,-0.03,-172.06,-2.82,47.86,0.17,354.81,701,714012,6.99,6.99,-0.03,-0.00,1.89,2.09,-2.80,48.24,1.86,2.09,4.24,0.00,25.25,341.59,1.10
