trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
5.61,39.56,1.71,41.28,2.41,163.15,0.17,271.27,701,307048,3.36,3.36,1.29,1.13,-2.30,0.70,2.09,119.07,-1.02,1.83,205.71,0.03,765.64,6697.04,2.95
5.60,39.39,1.71,41.43,2.41,163.15,0.17,271.27,701,307048,3.53,3.53,1.28,1.13,-2.30,0.70,2.10,119.25,-1.03,1.83,205.71,0.03,765.64,6418.35,2.95
5.59,39.24,1.70,36.51,2.41,158.11,0.14,276.30,701,307048,3.62,3.68,1.37,1.01,-2.24,0.90,2.10,114.37,-0.87,1.91,205.71,0.02,765.64,6418.35,2.95
5.57,39.10,1.70,36.62,2.41,158.12,0.14,276.29,701,307048,3.48,3.82,1.36,1.01,-2.24,0.90,2.10,114.53,-0.87,1.91,205.71,0.02,765.64,6418.35,2.95
5.55,38.96,1.69,36.73,2.41,158.12,0.14,276.28,701,307048,3.35,3.95,1.36,1.01,-2.24,0.90,2.11,114.68,-0.88,1.91,205.71,0.02,765.64,6418.35,2.95
5.53,38.83,1.79,38.89,2.41,160.93,0.14,276.27,701,307051,3.21,4.09,1.39,1.12,-2.28,0.79,2.11,114.83,-0.89,1.91,205.71,0.02,765.64,6418.35,2.95
5.52,38.69,1.78,39.00,2.41,160.93,0.14,276.26,701,307051,3.07,4.23,1.39,1.12,-2.28,0.79,2.11,114.98,-0.89,1.91,205.71,0.02,765.64,6418.35,2.95
5.50,38.55,1.78,39.11,2.41,160.94,0.14,276.24,701,307051,2.94,4.37,1.38,1.12,-2.28,0.79,2.11,115.13,-0.90,1.91,205.71,0.02,765.64,6418.35,2.95
5.47,38.42,1.77,33.84,2.41,155.57,0.14,281.60,701,307051,2.80,4.51,1.47,0.99,-2.20,1.00,2.12,109.92,-0.72,1.99,205.71,0.02,765.64,6418.35,2.95
5.43,38.28,1.78,33.84,2.42,155.68,0.14,281.57,701,307052,2.65,4.65,1.48,0.99,-2.20,1.00,2.12,110.08,-0.73,1.99,204.49,0.02,765.64,6418.35,2.95
5.39,38.13,1.77,33.99,2.42,155.73,0.16,281.50,701,307052,2.51,4.80,1.47,0.99,-2.21,0.99,2.12,110.29,-0.74,1.99,204.49,0.03,765.64,6418.35,2.95
5.36,37.98,1.77,34.10,2.42,155.74,0.16,281.48,701,307052,2.35,4.95,1.46,0.99,-2.21,0.99,2.12,110.47,-0.74,1.99,204.49,0.03,765.64,6418.35,2.95
5.32,37.83,1.86,35.68,2.44,158.35,0.16,281.46,701,307053,2.20,5.11,1.51,1.09,-2.26,0.90,2.13,110.64,-0.75,1.99,204.49,0.03,765.64,6418.35,2.95
5.28,37.68,1.86,35.79,2.44,158.35,0.16,281.43,701,307053,2.04,5.26,1.51,1.09,-2.26,0.90,2.13,110.82,-0.76,1.99,204.49,0.03,765.64,6418.35,2.95
5.24,37.51,1.85,38.36,2.44,160.81,0.18,278.96,701,307053,1.87,5.43,1.45,1.15,-2.30,0.80,2.13,113.45,-0.85,1.96,204.49,0.03,765.64,6418.35,2.95
5.21,37.34,1.85,38.50,2.44,160.82,0.18,278.94,701,307053,1.70,5.60,1.45,1.15,-2.30,0.80,2.13,113.64,-0.86,1.96,204.49,0.03,765.64,6418.35,2.95
5.17,37.16,2.11,43.53,2.45,168.30,0.18,278.92,701,307055,1.52,5.78,1.53,1.45,-2.40,0.50,2.14,113.84,-0.86,1.96,204.49,0.03,765.64,6418.35,2.95
5.14,36.99,2.11,43.67,2.45,168.30,0.18,278.90,701,307055,1.34,5.96,1.52,1.45,-2.40,0.50,2.14,114.03,-0.87,1.96,204.49,0.03,765.64,6418.35,2.95
5.05,36.82,2.10,20.68,2.45,145.22,0.20,301.93,701,307055,1.15,6.15,1.96,0.74,-2.01,1.40,2.14,91.15,-0.04,2.14,149.90,0.04,765.64,6418.35,2.34
4.92,36.65,2.09,20.76,2.45,145.23,0.20,301.86,701,307055,0.96,6.34,1.96,0.74,-2.01,1.40,2.14,91.39,-0.05,2.14,149.90,0.04,765.64,6418.35,2.34
4.79,36.48,2.11,25.67,2.31,148.05,0.20,301.78,701,307058,0.76,6.54,1.90,0.91,-1.96,1.22,2.14,91.62,-0.06,2.14,149.90,0.04,765.64,6418.35,2.34
4.67,36.31,2.10,25.77,2.31,148.06,0.20,301.70,701,307058,0.56,6.74,1.89,0.91,-1.96,1.22,2.14,91.85,-0.07,2.14,149.90,0.04,765.64,2698.31,2.34
4.54,36.20,2.10,2.87,2.32,125.13,0.12,324.57,701,307058,0.41,6.89,2.09,0.11,-1.33,1.89,-2.14,69.09,0.76,2.00,149.90,0.03,765.64,2698.31,2.34
4.43,36.13,2.09,2.88,2.32,125.14,0.12,324.50,701,307058,0.29,7.01,2.09,0.11,-1.33,1.89,-2.14,69.22,0.76,2.00,149.90,0.03,765.64,2698.31,2.34
4.31,36.06,1.96,3.20,2.24,122.59,0.12,324.43,701,307060,0.18,7.13,1.96,0.11,-1.21,1.89,-2.14,69.35,0.75,2.00,149.90,0.03,765.64,2698.31,2.34
4.19,35.99,1.96,3.21,2.24,122.60,0.12,324.37,701,307060,0.06,7.24,1.95,0.11,-1.21,1.89,-2.14,69.48,0.75,2.00,149.90,0.03,765.64,2698.31,2.34
4.14,35.96,1.95,7.09,2.24,126.48,0.00,320.45,701,307060,0.00,7.30,1.94,0.24,-1.33,1.80,-2.14,73.42,0.61,2.05,149.90,0.00,765.64,2698.31,2.34
4.13,35.96,1.96,7.18,2.24,126.64,0.00,320.45,701,714001,0.00,0.00,1.94,0.25,-1.34,1.80,-2.14,73.42,0.61,2.05,149.90,0.00,765.64,2698.31,2.34
4.08,35.94,1.96,-5.73,2.24,113.74,0.10,333.33,701,714001,0.05,0.05,1.95,-0.20,-0.90,2.05,-2.13,60.57,1.05,1.86,149.90,0.02,765.64,2698.31,2.34
3.97,35.89,1.88,-5.59,2.21,112.23,0.10,333.27,701,714002,0.15,0.15,1.88,-0.18,-0.83,2.04,-2.13,60.67,1.04,1.86,149.90,0.02,765.64,2698.31,2.34
3.87,35.88,1.88,-42.27,-2.21,75.60,0.08,9.85,701,714002,0.24,0.24,1.39,-1.27,0.55,2.14,-2.13,24.09,1.94,0.87,149.90,0.01,765.64,2698.31,2.34
3.77,35.89,1.70,-45.02,-2.20,70.56,0.08,9.79,701,714003,0.32,0.32,1.20,-1.21,0.73,2.08,-2.13,24.13,1.94,0.87,149.90,0.01,765.64,2698.31,2.34
3.66,35.91,1.70,-48.40,-2.20,67.28,0.09,13.02,701,714003,0.41,0.41,1.13,-1.27,0.85,2.03,-2.12,20.88,1.98,0.76,149.90,0.01,765.64,2698.31,2.34
3.56,35.93,1.53,-51.57,-2.21,62.42,0.09,12.96,701,714004,0.49,0.49,0.95,-1.20,1.02,1.96,-2.12,20.92,1.98,0.76,149.90,0.01,765.64,2698.31,2.34
3.44,35.95,1.53,-52.39,-2.21,61.73,0.11,13.59,701,714004,0.59,0.59,0.93,-1.21,1.05,1.95,-2.12,20.26,1.98,0.73,149.90,0.01,765.64,2698.31,2.34
3.32,35.98,1.33,-56.99,-2.23,55.86,0.11,13.52,701,714005,0.69,0.69,0.72,-1.11,1.25,1.85,-2.11,20.30,1.98,0.73,149.90,0.01,765.64,2698.31,2.34
3.17,35.97,1.32,-32.09,-2.23,80.91,0.14,348.39,701,714005,0.82,0.82,1.12,-0.70,0.35,2.20,-2.11,45.43,1.48,1.50,149.90,0.02,765.64,2698.31,2.34
2.99,35.95,1.14,-32.03,-2.17,76.62,0.14,348.28,701,714006,0.96,0.96,0.97,-0.60,0.50,2.11,-2.10,45.56,1.47,1.50,149.90,0.02,765.64,2698.31,2.34
2.81,35.91,1.14,-26.19,-2.17,82.63,0.16,342.19,701,714006,1.11,1.11,1.02,-0.50,0.28,2.15,-2.10,51.68,1.30,1.65,149.90,0.02,9.98,2698.31,2.34
2.63,35.86,1.02,-23.76,-2.09,80.31,0.16,342.08,701,714007,1.27,1.27,0.94,-0.41,0.35,2.06,-2.09,51.84,1.29,1.65,149.90,0.02,9.98,2698.31,2.34
2.46,35.81,1.02,-21.66,-2.09,82.56,0.13,339.75,701,714007,1.41,1.41,0.95,-0.38,0.27,2.07,-2.09,54.21,1.22,1.69,128.80,0.01,9.98,2177.77,2.78
2.30,35.77,0.91,-21.70,-2.07,79.90,0.13,339.66,701,714008,1.55,1.55,0.85,-0.34,0.36,2.03,-2.09,54.34,1.22,1.69,128.80,0.01,9.98,2177.77,2.78
2.16,35.71,0.91,-13.25,-2.07,88.48,0.13,331.02,701,714008,1.68,1.68,0.89,-0.21,0.05,2.06,-2.08,63.04,0.94,1.86,128.80,0.01,9.98,2177.77,2.78
2.02,35.65,0.85,-14.79,-2.08,86.81,0.13,330.94,701,714009,1.80,1.80,0.82,-0.22,0.12,2.07,-2.08,63.18,0.94,1.86,128.80,0.01,9.98,2177.77,2.78
1.88,35.58,0.84,-12.83,-2.08,88.88,0.15,328.81,701,714009,1.94,1.94,0.82,-0.19,0.04,2.08,-2.08,65.38,0.87,1.89,128.80,0.01,9.98,2177.77,2.78
1.72,35.50,0.78,-16.13,-2.11,87.05,0.15,328.71,701,714010,2.09,2.09,0.75,-0.22,0.11,2.10,-2.07,65.55,0.86,1.89,128.80,0.01,9.98,2177.77,2.78
1.55,35.43,0.77,-24.92,-2.11,78.43,0.15,337.25,701,714010,2.24,2.24,0.70,-0.32,0.42,2.06,-2.07,57.08,1.13,1.74,128.80,0.01,9.98,2177.77,2.78
1.39,35.38,0.77,-25.11,-2.11,78.45,0.15,337.15,701,714010,2.39,2.39,0.69,-0.32,0.42,2.06,-2.07,57.24,1.12,1.74,128.80,0.01,9.98,2177.77,2.78
1.22,35.32,0.63,-4.20,-1.85,74.89,0.15,337.06,701,714011,2.54,2.54,0.63,-0.05,0.48,1.79,-2.06,57.39,1.11,1.74,128.80,0.01,9.98,2177.77,2.78
1.05,35.26,0.62,-4.24,-1.85,74.91,0.15,336.96,701,714011,2.69,2.69,0.62,-0.05,0.48,1.79,-2.06,57.55,1.11,1.74,128.80,0.01,9.98,2177.77,2.78
0.89,35.20,0.62,-4.85,-1.85,74.36,0.15,337.43,701,714011,2.84,2.84,0.61,-0.05,0.50,1.78,-2.06,57.14,1.12,1.73,128.80,0.01,9.98,2177.77,2.78
0.72,35.15,0.61,-4.90,-1.85,74.38,0.15,337.34,701,714011,2.98,2.98,0.61,-0.05,0.50,1.78,-2.05,57.30,1.11,1.73,128.80,0.01,9.98,2177.77,2.78
0.55,35.09,0.57,23.21,-1.61,69.17,0.15,337.24,701,714012,3.13,3.13,0.53,0.23,0.57,1.50,-2.05,57.46,1.10,1.73,130.90,0.01,9.98,2408.27,2.78
0.39,35.03,0.57,23.45,-1.61,69.19,0.15,337.15,701,714012,3.28,3.28,0.52,0.23,0.57,1.50,-2.05,57.61,1.10,1.73,130.90,0.01,9.98,2330.74,2.78
0.22,34.98,0.56,18.21,-1.61,63.76,0.15,342.51,701,714012,3.43,3.43,0.54,0.18,0.71,1.44,-2.04,52.31,1.25,1.62,130.90,0.01,9.98,2330.74,2.78
0.04,34.94,0.56,18.41,-1.61,63.78,0.15,342.40,701,714012,3.58,3.58,0.53,0.18,0.71,1.44,-2.04,52.47,1.24,1.62,130.90,0.01,9.98,2330.74,2.78
-0.14,34.89,0.65,50.37,-1.38,53.80,0.15,342.30,701,714013,3.74,3.74,0.42,0.50,0.82,1.11,-2.03,52.63,1.23,1.62,133.85,0.01,9.98,2330.74,2.74
-0.32,34.84,0.65,50.80,-1.38,53.82,0.15,342.20,701,714013,3.89,3.89,0.41,0.50,0.81,1.11,-2.03,52.79,1.23,1.62,133.85,0.01,9.98,2330.74,2.74
-0.53,34.79,0.64,47.41,-1.38,49.98,0.19,345.95,701,714013,4.07,4.07,0.44,0.47,0.89,1.06,-2.02,49.09,1.33,1.53,133.85,0.01,9.98,2354.54,2.74
-0.76,34.75,0.69,61.89,-1.36,43.06,0.19,345.82,701,714014,4.26,4.26,0.32,0.60,0.99,0.93,-2.02,49.28,1.32,1.53,133.85,0.01,9.98,2354.54,2.74
-0.94,34.71,0.68,60.61,-1.36,41.34,0.11,347.46,701,714014,4.41,4.41,0.33,0.59,1.02,0.90,-2.01,47.69,1.36,1.49,133.85,0.00,9.98,2354.54,2.74
-1.07,34.69,0.68,60.94,-1.36,41.36,0.11,347.39,701,714014,4.52,4.52,0.33,0.59,1.02,0.90,-2.01,47.80,1.35,1.49,133.85,0.00,9.98,2354.54,2.74
-1.19,34.66,0.61,69.98,-1.46,38.89,0.11,347.31,701,714015,4.62,4.63,0.21,0.58,1.13,0.91,-2.01,47.90,1.35,1.49,133.85,0.00,9.98,2354.54,2.74
-1.32,34.64,0.61,70.37,-1.46,38.90,0.11,347.24,701,714015,4.51,4.74,0.21,0.58,1.13,0.91,-2.00,48.01,1.34,1.49,135.11,0.00,9.98,1645.74,2.75
-1.46,34.62,0.61,68.72,-1.46,36.84,0.13,349.24,701,714015,4.40,4.86,0.22,0.57,1.17,0.87,-2.00,46.04,1.39,1.44,135.11,0.00,9.98,1645.74,2.75
-1.61,34.59,0.61,69.18,-1.46,36.86,0.13,349.15,701,714015,4.27,4.98,0.22,0.57,1.16,0.87,-2.00,46.17,1.38,1.44,135.11,0.00,9.98,1645.74,2.75
-1.76,34.57,0.82,82.17,-1.41,26.45,0.13,349.06,701,714016,4.14,5.11,0.11,0.81,1.26,0.63,-1.99,46.29,1.38,1.44,135.11,0.00,9.98,1645.74,2.75
-1.91,34.54,0.82,82.53,-1.41,26.46,0.13,348.98,701,714016,4.02,5.23,0.11,0.81,1.26,0.63,-1.99,46.41,1.37,1.44,135.11,0.00,9.98,1645.74,2.75
-2.06,34.52,0.82,81.83,-1.41,25.43,0.12,349.94,701,714016,3.90,5.36,0.12,0.81,1.27,0.61,-1.98,45.48,1.39,1.41,135.11,0.00,9.98,1645.74,2.75
-2.20,34.50,0.82,82.17,-1.41,25.44,0.12,349.86,701,714016,3.78,5.48,0.11,0.81,1.27,0.61,-1.98,45.59,1.39,1.41,135.11,0.00,9.98,1645.74,2.75
-2.34,34.48,-1.05,91.16,-1.45,14.76,0.12,349.78,701,714017,3.66,5.59,-0.02,1.05,1.40,0.37,-1.98,45.71,1.38,1.41,136.15,0.00,9.98,2648.78,2.70
-2.49,34.46,-1.05,91.43,-1.45,14.77,0.12,349.70,701,714017,3.54,5.71,-0.03,1.05,1.40,0.37,-1.97,45.82,1.37,1.41,136.15,0.00,9.98,2648.78,2.70
-2.64,34.44,1.05,89.92,-1.45,12.97,0.14,351.42,701,714017,3.41,5.84,0.00,1.05,1.41,0.32,-1.97,44.14,1.41,1.37,137.21,0.00,31.40,2863.99,2.70
-2.80,34.42,-1.05,90.23,-1.45,12.98,0.14,351.32,701,714017,3.27,5.98,-0.00,1.05,1.41,0.32,-1.96,44.27,1.41,1.37,137.21,0.00,31.40,2863.99,2.70
-2.97,34.40,-1.34,96.36,-1.55,1.48,0.14,351.23,701,714018,3.14,6.11,-0.15,1.33,1.55,0.04,-1.96,44.40,1.40,1.37,137.21,0.00,31.40,2863.99,2.70
-3.13,34.38,-1.34,96.60,-1.55,1.48,0.14,351.14,701,714018,3.00,6.25,-0.15,1.33,1.55,0.04,-1.95,44.53,1.39,1.37,137.21,0.00,31.40,2863.99,2.70
-3.28,34.37,1.34,84.58,-1.55,-10.75,0.11,3.29,701,714018,2.88,6.38,0.13,1.34,1.52,-0.29,-1.95,32.41,1.65,1.05,137.21,0.00,31.40,2863.99,2.70
-3.41,34.38,1.34,84.77,-1.55,-10.76,0.11,3.21,701,714018,2.77,6.49,0.12,1.34,1.52,-0.29,-1.95,32.49,1.64,1.05,137.21,0.00,109.46,2863.99,2.70
-3.55,34.38,-1.53,92.39,-1.77,-15.69,0.11,3.14,701,714019,2.65,6.60,-0.06,1.53,1.70,-0.48,-1.94,32.57,1.64,1.05,132.04,0.00,109.46,2632.56,2.78
-3.68,34.39,-1.53,92.56,-1.77,-15.70,0.11,3.06,701,714019,2.54,6.71,-0.07,1.53,1.70,-0.48,-1.94,32.66,1.63,1.05,132.04,0.00,109.46,2632.56,2.78
-3.81,34.41,1.53,77.20,-1.77,-31.23,0.10,18.52,701,714019,2.44,6.82,0.34,1.49,1.51,-0.92,-1.93,17.19,1.85,0.57,132.04,0.00,109.46,2632.56,2.78
-3.93,34.44,1.53,77.35,-1.76,-31.24,0.10,18.45,701,714019,2.33,6.92,0.33,1.49,1.51,-0.92,-1.93,17.23,1.84,0.57,132.04,0.00,109.46,2632.56,2.78
-4.00,34.46,-1.74,98.13,-1.76,-31.25,0.02,18.41,301,714019,2.27,6.98,-0.25,1.72,1.51,-0.92,-1.50,32.64,1.26,0.81,132.04,0.00,109.46,2632.56,2.78
-4.08,34.48,-2.00,105.00,-2.11,-32.29,0.11,18.37,301,714020,2.20,7.05,-0.52,1.93,1.78,-1.13,-1.50,32.65,1.26,0.81,132.04,0.00,109.46,2632.56,2.78
-4.21,34.52,-2.00,105.00,-2.11,-32.30,0.11,18.30,301,714020,2.09,7.16,-0.52,1.93,1.78,-1.13,-1.50,32.66,1.26,0.81,123.76,0.00,96.26,2156.17,2.76
-4.32,34.60,2.00,62.34,-2.10,-74.98,0.15,60.89,301,714020,1.96,7.29,0.93,1.77,0.55,-2.03,-1.50,-10.00,1.47,-0.26,123.76,0.02,96.26,2156.17,2.76
-4.40,34.72,2.11,73.13,-2.44,-69.31,0.15,60.84,301,714021,1.82,7.44,0.61,2.02,0.86,-2.28,-1.50,-10.00,1.47,-0.26,123.76,0.01,96.26,2156.17,2.76
-4.38,34.87,2.11,8.66,2.44,-133.80,0.20,125.33,301,714021,1.64,7.61,2.09,0.32,-1.69,-1.76,-1.50,-74.50,0.40,-1.44,123.76,0.05,96.26,2156.17,2.76
-4.24,35.03,2.03,25.99,2.73,-121.47,0.20,125.41,301,714022,1.44,7.81,1.83,0.89,-1.43,-2.33,-1.50,-74.54,0.40,-1.44,123.76,0.04,96.26,2156.17,2.76
-4.09,35.17,2.03,15.25,2.73,-132.23,0.17,136.24,301,714022,1.26,7.99,1.96,0.53,-1.84,-2.02,-1.49,-85.32,0.12,-1.49,123.76,0.04,96.26,2156.17,2.76
-3.93,35.29,1.97,28.20,2.91,-123.67,0.17,136.33,301,714023,1.08,8.17,1.73,0.93,-1.61,-2.42,-1.49,-85.36,0.12,-1.49,123.76,0.03,96.26,2156.17,2.76
-3.77,35.42,1.97,26.63,2.91,-125.27,0.20,138.00,301,714023,0.90,8.35,1.76,0.88,-1.68,-2.37,-1.49,-86.98,0.08,-1.49,123.76,0.04,96.26,2156.17,2.76
-3.58,35.55,1.90,38.19,3.02,-117.92,0.20,138.11,301,714024,0.70,8.55,1.49,1.17,-1.41,-2.67,-1.49,-87.02,0.08,-1.49,123.76,0.03,96.26,2156.17,2.76
-3.42,35.67,1.90,34.83,3.02,-121.29,0.15,141.56,301,714024,0.52,8.73,1.56,1.08,-1.57,-2.58,1.49,-90.42,-0.01,-1.49,112.01,0.03,31.40,2175.75,2.62
-3.28,35.76,1.90,34.83,3.02,-121.31,0.15,141.64,301,714024,0.37,8.88,1.56,1.08,-1.57,-2.58,1.49,-90.45,-0.01,-1.49,112.01,0.03,31.40,2175.75,2.62
-3.13,35.85,1.88,44.10,3.12,-115.93,0.15,141.73,301,714025,0.22,9.03,1.35,1.31,-1.36,-2.80,1.49,-90.49,-0.01,-1.49,112.01,0.02,31.40,2175.75,2.62
-2.99,35.94,1.88,44.10,3.12,-115.95,0.15,141.81,301,714025,0.07,9.18,1.35,1.31,-1.36,-2.80,1.49,-90.52,-0.01,-1.49,112.01,0.02,31.40,2175.75,2.62
3.26,42.15,0.00,0.00,1.97,-157.58,0.03,184.55,701,307,0.01,12.08,0.00,0.00,-1.82,-0.75,1.97,-157.58,-1.82,-0.75,124.57,0.00,765.64,2429.48,2.77
3.31,42.23,0.00,0.00,-1.97,86.43,0.20,300.45,701,307,0.13,11.97,0.00,0.00,0.12,1.96,-1.97,86.43,0.12,1.96,124.57,0.00,765.64,2429.48,2.77
3.44,42.37,0.00,0.00,-1.97,76.44,0.14,310.30,701,307,0.29,11.80,0.00,0.00,0.46,1.91,-1.97,76.44,0.46,1.91,124.57,0.00,765.64,2429.48,2.77
3.56,42.47,0.00,0.00,-1.97,76.26,0.14,310.38,701,307,0.43,11.67,0.00,0.00,0.47,1.91,-1.97,76.26,0.47,1.91,124.57,0.00,765.64,2429.48,2.77
3.68,42.56,0.00,0.00,-1.97,66.38,0.13,320.18,701,307,0.56,11.53,0.00,0.00,0.79,1.81,-1.97,66.38,0.79,1.81,124.57,0.00,765.64,2429.48,2.77
3.82,42.65,0.00,0.00,-1.97,66.22,0.13,320.27,701,307,0.69,11.40,0.00,0.00,0.80,1.81,-1.97,66.22,0.80,1.81,124.57,0.00,765.64,2429.48,2.77
3.99,42.66,0.00,0.00,-1.98,6.70,0.16,19.81,701,307,0.83,11.26,0.00,0.00,1.96,0.23,-1.98,6.70,1.96,0.23,124.57,0.00,765.64,2429.48,2.77
4.19,42.61,0.00,0.00,-1.99,6.67,0.16,19.95,701,307,0.99,11.10,0.00,0.00,1.97,0.23,-1.99,6.67,1.97,0.23,205.71,0.00,765.64,6697.04,2.95
4.40,42.55,0.00,0.00,-1.99,6.65,0.16,20.09,701,307,1.15,10.94,0.00,0.00,1.98,0.23,-1.99,6.65,1.98,0.23,205.71,0.00,765.64,6697.04,2.95
4.57,42.50,0.00,0.00,-2.00,2.22,0.12,24.62,701,307,1.29,10.80,0.00,0.00,2.00,0.08,-2.00,2.22,2.00,0.08,205.71,0.00,765.64,6697.04,2.95
4.72,42.45,0.00,0.00,-2.00,2.21,0.12,24.72,701,307,1.42,10.68,0.00,0.00,2.00,0.08,-2.00,2.21,2.00,0.08,205.71,0.00,765.64,6697.04,2.95
4.90,42.41,0.00,0.00,-2.01,17.46,0.16,9.56,701,307,1.55,10.54,0.00,0.00,1.92,0.60,-2.01,17.46,1.92,0.60,205.71,0.00,765.64,6697.04,2.95
5.11,42.39,0.00,0.00,-2.02,17.40,0.16,9.70,701,307,1.71,10.39,0.00,0.00,1.93,0.60,-2.02,17.40,1.93,0.60,205.71,0.00,765.64,6697.04,2.95
