trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
4.12,42.90,-0.30,103.05,1.70,-130.98,0.03,183.31,701,307,0.01,0.01,-0.07,0.29,-1.12,-1.29,1.55,-139.95,-1.18,-0.99,1.07,0.00,803.73,276.19,0.92
4.25,42.84,0.30,72.48,1.71,-160.98,0.19,213.30,701,307,0.12,0.12,0.09,0.29,-1.62,-0.56,1.55,-169.89,-1.53,-0.27,1.07,0.00,803.73,276.19,0.92
4.47,42.74,0.30,71.31,1.72,-161.13,0.19,213.45,701,307,0.32,0.32,0.10,0.29,-1.63,-0.56,1.56,-169.93,-1.53,-0.27,1.07,0.00,803.73,276.19,0.92
4.68,42.64,-0.30,124.77,1.46,-159.07,0.17,213.59,701,307036,0.50,0.50,-0.17,0.25,-1.37,-0.52,1.56,-169.98,-1.54,-0.27,1.07,0.00,803.73,276.19,0.92
4.87,42.54,-0.31,125.24,1.47,-159.12,0.17,213.72,701,307036,0.67,0.67,-0.18,0.25,-1.37,-0.52,1.57,-170.02,-1.55,-0.27,1.07,0.00,803.73,276.19,0.92
4.99,42.48,-0.31,125.53,1.47,-159.15,0.05,213.80,701,307036,0.78,0.78,-0.18,0.25,-1.37,-0.52,1.57,-170.04,-1.55,-0.27,1.07,0.00,803.73,276.19,0.92
5.09,42.44,-0.31,132.97,1.47,-151.94,0.11,206.63,701,307036,0.86,0.86,-0.21,0.22,-1.30,-0.69,1.58,-162.83,-1.51,-0.47,1.07,0.00,803.73,276.19,0.92
5.22,42.39,-0.31,133.24,1.47,-151.98,0.11,206.72,701,307036,0.97,0.97,-0.21,0.22,-1.30,-0.69,1.58,-162.88,-1.51,-0.47,1.07,0.00,803.73,276.19,0.92
5.36,42.34,0.47,-55.18,1.78,-177.32,0.11,206.81,701,307037,1.08,1.08,0.27,-0.38,-1.78,-0.08,1.59,-162.92,-1.52,-0.47,1.07,0.00,803.73,276.19,0.92
5.49,42.29,0.47,-55.38,1.79,-177.32,0.11,206.90,701,307037,1.20,1.20,0.26,-0.38,-1.78,-0.08,1.59,-162.97,-1.52,-0.47,1.07,0.00,803.73,276.19,0.92
5.59,42.25,0.47,-64.25,1.79,173.96,0.05,215.69,701,307037,1.28,1.28,0.20,-0.42,-1.78,0.19,1.59,-171.71,-1.58,-0.23,1.07,0.00,803.73,276.19,0.92
5.65,42.22,0.36,-45.20,1.83,179.25,0.05,215.73,701,307038,1.33,1.33,0.25,-0.25,-1.83,0.02,1.59,-171.72,-1.58,-0.23,1.07,0.00,803.73,276.19,0.92
5.72,42.19,0.36,-26.43,1.83,-161.89,0.06,196.91,701,307038,1.39,1.39,0.32,-0.16,-1.74,-0.57,1.60,-152.88,-1.42,-0.73,1.07,0.00,803.73,276.19,0.92
5.80,42.18,0.58,-1.39,2.12,-160.29,0.06,196.97,701,307039,1.46,1.46,0.58,-0.01,-2.00,-0.72,1.60,-152.92,-1.42,-0.73,1.07,0.00,803.73,276.19,0.92
5.88,42.15,0.57,-10.82,2.12,-169.71,0.06,206.43,701,307039,1.52,1.52,0.56,-0.11,-2.09,-0.38,1.60,-162.37,-1.53,-0.48,1.07,0.00,803.73,276.19,0.92
5.96,42.13,0.77,-14.36,2.30,-172.60,0.06,206.48,701,307040,1.58,1.58,0.75,-0.19,-2.28,-0.30,1.60,-162.39,-1.53,-0.48,1.07,0.00,803.73,276.19,0.92
6.06,42.09,0.77,-10.25,2.30,-168.48,0.11,202.42,701,307040,1.66,1.66,0.76,-0.14,-2.25,-0.46,1.61,-158.30,-1.49,-0.59,1.07,0.00,803.73,276.19,0.92
6.19,42.05,1.01,3.52,2.59,-165.26,0.11,202.51,701,307041,1.77,1.77,1.01,0.06,-2.50,-0.66,1.61,-158.35,-1.50,-0.59,1.07,0.00,803.73,276.19,0.92
6.33,42.00,1.01,-1.77,2.59,-170.56,0.12,207.89,701,307041,1.88,1.88,1.01,-0.03,-2.55,-0.42,1.61,-163.69,-1.55,-0.45,1.07,0.00,803.73,276.19,0.92
6.47,41.95,1.35,1.16,2.95,-170.55,0.12,207.99,701,307042,2.00,2.00,1.35,0.03,-2.91,-0.48,1.62,-163.73,-1.55,-0.45,1.07,0.00,803.73,276.19,0.92
6.63,41.86,1.35,-13.65,2.95,174.66,0.18,222.89,701,307042,2.15,2.15,1.31,-0.32,-2.94,0.27,1.62,-178.55,-1.62,-0.04,1.07,0.00,803.73,276.19,0.92
6.81,41.73,1.66,-0.25,3.29,-179.34,0.18,223.00,701,307043,2.33,2.33,1.66,-0.01,-3.29,-0.04,1.63,-178.55,-1.63,-0.04,1.07,0.00,803.73,276.19,0.92
6.96,41.62,1.66,-4.73,3.29,176.18,0.15,227.58,701,307043,2.50,2.50,1.65,-0.14,-3.28,0.22,1.63,176.97,-1.63,0.09,1.07,0.00,803.73,276.19,0.92
7.09,41.51,1.98,0.92,3.62,179.21,0.15,227.67,701,307044,2.64,2.64,1.98,0.03,-3.62,0.05,1.64,176.98,-1.64,0.09,1.07,0.00,803.73,276.19,0.92
