distance,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,dist_nearest_edge,dist_from_start,subducting_abs_rate,subducting_abs_angle,seafloor_age,carbonate_sediment_thickness,total_sediment_thick
0.3779549678566756,0.5353843915782295,-0.9170171209424769,0.9548732093656235,-0.6213083667670612,0.02563604607128306,-0.5641434470340283,0.18173347159341097,-0.07362982683931237,-0.01140942657904224,-0.8544121128280584,-0.9259287282275515,0.33960825242173975,-0.9108874954276508
0.3779549678566756,0.5353843915782295,-0.9170171209424769,0.9548732093656235,-0.6213083667670612,0.02563604607128306,-0.5641434470340283,0.18173347159341097,-0.07362982683931237,-0.01140942657904224,-0.8544121128280584,-0.9259287282275515,0.33960825242173975,-0.9108874954276508
0.3779549678566756,0.5353843915782295,-0.9170171209424769,0.9548732093656235,-0.6213083667670612,0.02563604607128306,-0.5641434470340283,0.18173347159341097,-0.07362982683931237,-0.01140942657904224,-0.8544121128280584,-0.9259287282275515,0.33960825242173975,-0.9108874954276508
2.6903581534682286,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.6784302540390326,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.666502354609837,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.4995117626010956,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.475655963742704,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.4637280643135084,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.4518001648843124,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.296737472304767,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.2728816734463755,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.2609537740171795,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.249025874587984,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.11781898086683,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.0939631820084386,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
2.070107383150047,0.3457051332806865,-0.6191179734475766,0.49593231879506433,-0.5907131997838067,0.32135976027124685,-0.02486271653973238,-0.07663289874160137,-0.7808916402928541,-0.7482871809330359,-0.5489986153324932,-0.5470264920043222,2.7030276066367103,-0.6140381105171148
1.7599819979909568,0.34093384561852896,-0.6201218903255046,0.5009407226635396,-0.5927023558752633,0.32135976027124685,-0.009969319898545645,-0.2629454228599464,-0.9231523747350586,-0.7435510993682558,-0.5532905937621604,-0.5291330202310571,2.7030276066367103,-0.5992206632571996
1.7241982997033694,0.34093384561852896,-0.6201218903255046,0.5009407226635396,-0.5927023558752633,0.32135976027124685,-0.009969319898545645,-0.2629454228599464,-0.9231523747350586,-0.7435510993682558,-0.5532905937621604,-0.5291330202310571,2.7030276066367103,-0.5992206632571996
