lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent,label
143.243,-8.58,3.0,615.0,142.694,-10.603,0.075,2662.0,144.88,-6.88,-2.42,-158.57,5.98,150.36,0.2,210.74,849.0,829.0,10.52,12.18,-2.25,-0.88,-5.2,2.96,7.74,165.52,-7.49,1.93,31.25,0.0,49.23,123.79,1.87,0
142.589,-6.365,145.0,615.0,117.878,-39.894,0.222,2038.0,133.78,-37.11,0.0,0.0,0.0,0.0,0.19,251.64,919.0,844.0,5.65,5.65,0.0,0.0,0.0,0.0,-10.14,1.25,10.14,0.22,57.42,0.0,6.52,321.45,2.66,0
143.786,-3.662,110.0,69701.0,143.786,-3.662,0.215,1406.0,139.84,-15.39,7.74,43.78,3.56,161.72,0.19,259.97,926.0,609.0,0.1,0.1,5.59,5.36,-3.38,1.12,-6.87,71.3,2.2,6.51,21.27,0.06,19.02,68.34,2.06,0
145.212,-5.974,78.0,698.0,137.125,-33.769,0.094,1689.0,142.01,-30.33,4.4,18.3,4.77,-115.17,0.18,43.41,780.0,678.0,0.28,0.28,4.18,1.38,-2.03,-4.32,-3.62,-53.47,2.16,-2.91,63.84,0.07,84.15,286.58,2.42,0
145.729,-4.892,15.0,69702.0,155.126,-5.038,0.026,1263.0,155.97,-6.28,-3.81,154.18,-3.62,-39.5,0.2,328.55,922.0,688.0,4.13,4.13,-3.43,1.66,2.79,-2.3,0.9,-135.42,-0.64,-0.63,40.95,0.0,6.69,115.86,2.1,0
142.737,-8.236,9.0,615.0,141.137,-14.192,0.093,820.0,144.42,-9.93,0.0,0.0,7.11,162.61,0.19,212.58,849.0,829.0,0.1,0.1,0.0,0.0,-6.79,2.12,7.11,162.61,-6.79,2.12,27.26,0.0,20.8,123.12,1.89,0
140.83,-7.008,0.0,615.0,140.83,-7.008,0.077,2665.0,142.54,-2.96,6.27,32.96,7.0,134.08,0.18,200.72,847.0,829.0,6.01,6.01,5.26,3.41,-4.87,5.03,-8.46,88.68,0.2,8.45,20.27,0.05,29.42,87.32,1.78,0
136.742,-3.902,108.0,615.0,119.025,-32.442,0.339,1724.0,141.8,-30.24,7.64,23.67,4.06,-174.95,0.05,239.34,901.0,869.0,0.02,0.02,6.99,3.07,-4.05,-0.36,-4.0,42.73,2.94,2.72,13.89,0.01,1.89,104.84,1.99,0
144.105,-4.521,196.0,698.0,112.196,-39.58,0.149,644.0,123.24,-38.94,-4.86,90.36,-4.28,-45.74,0.2,252.34,919.0,801.0,0.1,0.1,-0.03,4.86,2.99,-3.06,-3.48,31.19,2.97,1.8,54.69,0.0,10.91,374.93,2.63,0
146.839,-7.942,175.0,698.0,114.702,-50.036,0.134,839.0,125.96,-47.97,5.39,15.92,1.35,162.46,0.2,250.95,919.0,801.0,2.84,2.84,5.18,1.48,-1.29,0.41,-4.32,25.86,3.89,1.88,80.83,0.1,14.16,321.54,2.8,0
148.603,-9.508,122.0,698.0,127.861,-39.157,0.164,1921.0,139.65,-37.44,12.42,-24.35,-3.22,88.27,0.2,254.07,919.0,869.0,1.39,1.39,11.31,-5.12,0.1,3.22,-11.54,-9.4,11.38,-1.88,9.1,0.08,0.54,74.38,2.22,0
140.402,-6.472,170.0,615.0,107.249,-46.305,0.221,852.0,125.36,-45.01,5.07,16.68,1.31,162.0,0.2,250.96,919.0,801.0,0.1,0.1,4.86,1.46,-1.25,0.41,-4.06,27.27,3.61,1.86,81.81,0.1,29.24,344.7,2.81,0
137.974,-1.546,133.0,697.0,137.974,-1.546,0.151,396.0,131.47,-7.31,10.94,-18.89,2.16,155.4,0.2,49.46,780.0,301.0,5.75,5.75,10.35,-3.54,-1.96,0.9,-8.79,-17.71,8.37,-2.67,67.4,0.19,33.42,150.1,2.68,0
144.194,-4.816,190.0,698.0,110.421,-41.457,0.15,639.0,121.82,-40.98,4.92,87.72,-4.28,-45.74,0.2,255.22,919.0,801.0,0.1,0.1,0.2,4.91,2.99,-3.06,-3.7,30.06,3.2,1.85,63.46,0.0,17.23,314.24,2.71,0
145.077,-5.018,108.0,69702.0,145.077,-5.018,0.193,1398.0,140.42,-15.09,7.57,41.89,3.58,162.17,0.19,259.33,926.0,609.0,0.1,0.1,5.64,5.06,-3.41,1.1,-6.57,70.24,2.22,6.19,21.52,0.06,15.6,70.03,2.06,0
146.634,-5.959,51.0,69702.0,146.634,-5.959,0.054,225.0,148.91,-3.89,12.68,-8.11,15.33,155.18,0.17,227.57,901.0,659.0,5.25,38.54,12.55,-1.79,-13.92,6.44,4.87,106.83,-1.41,4.66,82.67,0.21,11.5,147.99,2.52,0
148.573,-9.96,107.0,698.0,134.123,-38.009,0.166,1756.0,145.39,-35.1,7.65,12.54,4.23,173.82,0.2,248.61,901.0,869.0,5.74,5.74,7.46,1.66,-4.21,0.46,-3.89,33.16,3.25,2.13,19.2,0.07,3.77,116.59,2.1,0
139.835,-7.401,7.0,615.0,138.496,-12.157,0.112,837.0,141.15,-6.29,0.0,0.0,7.34,174.79,0.19,202.13,849.0,829.0,2.3,2.3,0.0,0.0,-7.31,0.67,7.34,174.79,-7.31,0.67,18.14,0.0,20.19,97.35,1.62,0
139.501,-4.916,74.0,615.0,129.704,-33.613,0.172,1577.0,140.49,-29.95,4.59,-8.15,2.53,-155.49,0.2,66.39,780.0,678.0,0.47,0.47,4.55,-0.65,-2.3,-1.05,-2.81,-36.76,2.25,-1.68,75.56,0.09,70.95,466.34,2.61,0
143.572,-5.518,78.0,615.0,134.811,-33.936,0.123,1689.0,142.01,-30.33,4.4,18.3,4.77,-115.17,0.18,43.41,780.0,678.0,0.28,0.28,4.18,1.38,-2.03,-4.32,-3.62,-53.47,2.16,-2.91,63.84,0.07,84.15,286.58,2.42,0
143.722,-4.125,48.0,69701.0,143.722,-4.125,0.131,238.0,149.19,1.03,12.29,-17.1,15.18,146.87,0.17,227.15,901.0,659.0,7.55,34.91,11.75,-3.61,-12.71,8.3,4.8,102.2,-1.01,4.7,80.57,0.2,8.61,145.63,2.49,0
136.968,-3.234,38.0,698.0,132.595,-23.84,0.014,1849.0,132.59,-24.63,3.82,40.85,0.44,-104.91,0.19,352.58,801.0,698.0,2.16,18.78,2.89,2.5,-0.11,-0.42,-3.46,36.36,2.79,2.05,27.03,0.03,103.91,205.13,1.94,0
136.54,-4.469,79.0,615.0,126.447,-33.632,0.242,1763.0,142.05,-29.58,4.37,-5.65,4.92,-139.75,0.2,69.23,780.0,678.0,1.25,1.25,4.35,-0.43,-3.75,-3.18,-3.64,-80.38,0.61,-3.59,62.21,0.08,83.61,277.78,2.42,0
140.163,-5.774,225.0,615.0,113.19,-32.274,0.221,1415.0,127.53,-29.21,3.51,69.28,-2.01,-69.08,0.2,242.32,919.0,801.0,13.05,15.07,1.24,3.28,0.72,-1.88,-2.42,35.69,1.97,1.41,23.58,0.01,2.2,129.08,2.23,0
139.524,-7.423,57.0,615.0,131.317,-35.756,0.171,2570.0,143.01,-33.71,0.0,0.0,-5.56,-37.47,0.06,63.45,836.0,836.0,0.03,14.15,0.0,0.0,4.42,-3.38,-5.56,-37.47,4.42,-3.38,14.06,0.0,2.85,228.96,1.8,0
142.787,-7.521,129.0,615.0,120.588,-38.738,0.258,1722.0,139.28,-36.93,19.72,-44.01,8.78,108.14,0.19,257.6,919.0,609.0,4.44,27.56,14.18,-13.7,-2.73,8.34,-12.58,-25.52,11.35,-5.42,16.55,0.13,0.39,138.65,2.15,0
139.875,-8.109,56.0,615.0,132.069,-36.276,0.17,2583.0,143.43,-33.41,0.0,0.0,-5.69,-25.04,0.2,50.73,836.0,836.0,0.1,14.24,0.0,0.0,5.15,-2.41,-5.69,-25.04,5.15,-2.41,11.56,0.0,4.71,185.87,1.69,0
140.177,-5.288,102.0,615.0,126.506,-34.229,0.282,1867.0,145.03,-29.97,10.77,41.07,6.76,-140.79,0.04,237.09,901.0,869.0,0.02,0.02,8.12,7.08,-5.24,-4.27,-4.03,44.33,2.88,2.81,19.04,0.02,1.24,118.29,2.05,0
141.902,-7.97,162.0,615.0,110.888,-43.915,0.209,633.0,126.34,-40.31,8.0,-33.17,7.12,117.47,0.2,248.2,919.0,801.0,0.49,0.49,6.7,-4.38,-3.28,6.32,-3.89,29.71,3.38,1.93,81.4,0.13,25.79,313.15,2.68,0
137.736,-2.434,52.0,698.0,132.748,-25.684,0.116,2175.0,137.98,-21.06,-9.42,-103.23,-9.77,42.42,0.18,28.2,780.0,678.0,3.63,3.63,-2.16,-9.17,7.21,6.59,-5.72,-26.3,5.13,-2.53,83.55,0.0,14.03,348.28,2.54,0
